,lineage,42,43,44,45,46,47,48,49,50
0,0,387.63064778112505,414.6525622335056,425.4759655237748,448.23105239023965,408.1292935018683,346.3680371893855,287.0522044436499,312.21381700111124,365.8743655953255
1,1,0.0001095623837873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,238.75811643906536,273.5806749846385,312.84752918513664,271.68415545712423,265.0783355176575,243.59363294280064,276.8009632070957,186.32358914555667,230.49005483991567
3,3,0.2498588139069837,0.0844587066740428,0.0285204744356738,0.0095890754641984,0.0032030478827416,0.0010567453874837,0.0003571951071056,0.0,0.0
4,4,154.85990032002485,208.64715233367355,205.19245259792095,183.985039390517,204.3526566598813,190.9341266091157,206.35193369531973,264.17160158534847,198.8242875390941
5,5,99.5048950592126,150.6948264398506,156.8521129211206,158.06615878612757,168.11119782667254,206.26945998264787,165.0657068538112,135.2575269533093,150.35215885501327
6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,7,26.86252151067937,30.429693183600317,22.40473784614729,28.46272235918394,17.849899109666787,6.648157299163091,2.284992168919941,0.7746584853299737,0.2619968460395279
8,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,9,0.000237758679009,8.036584348501349e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,10,648.3149092741241,699.1949744452867,731.1717300312324,656.2711772328556,537.6000230332238,528.4637751489988,504.104536971845,465.24969647692507,364.1581068507676
11,11,205.02137538667665,183.00099913704528,196.09109411232023,164.90957339588078,134.5971524060968,136.57103463323463,134.86490555470294,123.13917419892606,123.56957871672758
12,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,13,490.6490248912533,515.7733038647582,484.33906460345446,508.8589394702842,420.4541534905733,410.2222413140348,372.94705540992095,289.6431179742429,250.4082216644657
14,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,15,0.1488453173932095,0.0502245095123537,0.0169391772238127,0.0057024361794033,0.0019275068334681,0.0006193121098592,0.0001771233902827,5.987024549946471e-05,0.0
16,16,187.0196463621137,183.24730383641955,176.95829104229145,141.4571562032432,104.0841751882189,106.6385585955074,135.9282181046662,150.20836221075072,162.22262762154674
17,17,79.08871758946104,35.734579276883046,12.695618700353954,4.329037076283797,1.4655216917563267,0.4953089987883911,0.167398365762359,0.0563825397931393,0.0190369846182079
18,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,19,0.1413853476547137,0.0477926530021847,0.0160343181617546,0.0053895700889733,0.0018217536858937,0.0005405050508939,0.0001826984709093,6.175470275760885e-05,0.0
20,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,22,150.7429603070731,140.29477899846438,122.76370451893372,119.09492127417748,97.93378242776448,84.14771678343197,58.4470716927534,63.44285402055972,42.1875735463282
23,23,130.70614446788156,140.4964447753413,108.78774075786916,57.35334351806903,45.5648754510991,37.14149935603924,15.698842587686228,5.508672020309544,1.8743761887736208
24,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,25,434.6164768512448,352.6053895385975,334.22996512700973,310.5172083087313,308.45848944832034,329.44787808906415,381.8417920935846,355.4582504087947,309.5004335072447
26,26,146.2279015095239,150.6928155935285,200.62499076030025,181.5021330442096,162.65270383423118,106.69112008290368,94.26863360509,64.08105485402429,82.06123531125976
27,27,107.68595069679203,139.28614506798152,174.24094826579224,153.80507890298114,188.0267467232912,205.125063690208,211.4414289008412,218.6445099233124,256.11692825360615
28,28,883.1199840313379,844.669692356325,939.5081629593284,920.8061500715004,970.0533251213742,969.7639628562736,1000.3708645375792,1086.065720349344,1150.8903895765902
29,29,225.7475268508911,246.2806198606622,242.2151310733842,224.6041889384116,225.59965826687883,286.9767975811417,341.49377080968065,395.79212661814745,366.2535467962726
30,30,427.5657194923861,432.2099300657716,406.39368783582586,448.7908987329636,471.8657417288248,401.0088980879704,388.78836993917,254.58273068277785,186.6874654597084
31,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,33,191.1486501466716,168.5134835157732,98.63058896665184,57.399931128534064,27.39490539226725,31.59513025292401,38.48790582838559,68.3278479338276,43.14827140407798
34,34,130.6665549486323,135.89959183837783,118.6667043037232,92.23337447239729,90.10300228888109,78.60144053979052,93.77483553686368,80.18089452480777,63.099654515443945
35,35,210.4265063308373,213.70034259703087,189.9033378462854,163.7387931992375,197.3787095944367,195.00739879306312,210.65286644372037,249.94801185952008,256.00708993797923
36,36,183.550289913521,140.40711554490667,130.17033750066514,138.1530082719027,108.00938750460712,88.09862044915485,122.9383087576079,105.31769311335938,113.46948050968116
37,37,71.19385363220148,35.22233823156679,36.89031298494062,36.002827933647424,16.37698840505167,5.812706203795765,1.9817082504458523,0.6707914665361252,0.2267265696001534
38,38,478.3796661945556,561.3232047243458,541.7951973658942,500.4489344011416,565.534444180441,586.0837577089271,730.1352754887032,831.9733306932253,701.5873346704026
39,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,43,1872.9484353295568,1754.4509016756035,1664.1239779583227,1840.5871217538663,1779.6741209769498,1691.2927646712808,1784.984033774075,1632.065949025994,1771.4183526507006
44,44,765.5461044788826,879.492195540917,886.1204252966502,797.9701789091274,778.9547462751268,860.0823942498183,825.7431410301972,763.1260356016128,710.3271737491185
45,45,321.8351939731368,360.940142614925,457.456409634798,538.1097886431188,594.061492758275,674.7935943798732,605.0102942221484,542.5401892778117,558.9897961305529
46,46,447.7766670151344,433.6712688686313,443.393890327847,385.3053444565602,383.4023212892586,375.9080056959375,352.41686914341585,338.07333120515096,245.0634907319292
47,47,207.61941204542265,223.64681049156297,212.55299575492512,148.60954170942654,149.72918067082898,161.6385269695277,225.93794949570696,249.46493608365688,224.94977237548767
48,48,457.5741958515525,471.4678417258135,488.4572677004957,511.15211580624526,531.6987991667237,481.984544811154,493.4945255111033,497.07240844357017,542.9492764783195
49,49,340.29109359528195,292.15468856579423,275.6968271954512,232.4129241991463,228.57996093309615,235.9591741462048,263.0065370034495,272.63288778983167,281.93056002578703
50,50,303.29420001210394,264.3748335035551,222.04536582291163,193.22809599053096,141.19056237058524,129.54679480607675,180.58583987730796,126.58776174034074,127.935511981707
51,51,0.0176190011939886,0.0058894479157465,0.0019499288812689,0.0006343509163815,0.000136105115314,0.0,0.0,0.0,0.0
52,52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,53,115.44535829867324,111.18496221754036,127.17763132461688,107.49698251968704,148.51250978168636,113.78437073575256,93.73465942526067,98.0513377149461,124.48346271581222
54,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,55,189.9167215469677,199.0140812460122,219.1034301585504,220.50624800109853,183.0712763920404,109.23113651348092,60.106728730730985,98.98008450586596,87.21415312072762
56,56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,57,108.4161056654494,85.68174168726863,92.7512708451516,78.68043129801444,80.91421051733647,46.02824891448154,37.7682406741427,20.068170767482258,23.80527764047576
58,58,1087.2956933567916,1155.9666721715564,1082.51879339653,1054.0896575350048,1006.3014921626716,1208.6859505906752,1091.3488611570058,1121.2404860281474,1216.2344457777097
59,59,134.0173930117579,124.34541817982,167.7874916297508,168.5292143837941,108.34744630403468,112.56372483546696,106.69388680651116,86.87401948837359,70.60726940460403
60,60,629.8530161063484,582.2184245148043,524.2749471623935,469.9279391441219,395.2236081368593,438.7794233056267,461.9327642093376,434.83916852025146,465.3510925659772
61,61,382.0834294724066,457.29369593413406,409.3166557181429,368.736745603498,320.6513887414273,375.755670040101,354.8138848970125,338.9325605781472,335.8246248924232
62,62,687.6836322648605,621.194646282476,727.3725431021413,747.2305430291897,613.2229713818308,657.9066189977202,751.4163611134679,772.4675414295954,740.4720172688209
63,63,95.9013328397352,59.33587456876087,57.67939934953348,65.0257186729321,75.59807793491399,34.685030559906366,12.333467034253031,4.206277342714504,1.4241255750585884
64,64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
