,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,2,1,2,0,0,0,0,1,3,1,16,50,137,324,669,1423,2283,4386,8159,14636,15758,12562,16371,19905,18498,13815,21014,23152,22420,19840,24121,24520,24133,21901,23656,22867,24046,22617,19314,24607,24041,26662,30746,29450,31108,33637,28661,15100,3928,1204,558,214,79,27,21,8,9,3,0,0
