,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57
0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9988439306358381,0.9957835558678847,0.9946140035906643,0.9951690821256038,0.9126984126984127,0.9166666666666666,0.78125,0.6565874730021598,0.43302990897269183,0.3407455853499019,0.23566703417861082,0.15035906642728905,0.11938534278959811
