,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57
0,64,111,41,3,75,426,380,192,226,2,117,112,83,170,256,99,166,84,386,442,465,159,346,402,237,129,370,278,102,97,21,89,31,42,30,46,103,41,15
