,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,17.0,18.0,19.0,20.0,21.0,22.0,23.0,24.0,25.0,26.0,27.0,28.0,29.0
0,511.0,1104.0,1954.0,2409.0,1925.0,3491.0,2981.0,5275.0,4419.0,10950.0,3860.0,7497.0,10210.0,8126.0,6166.0,8511.0,12105.0,14458.0,14416.0,15778.0,12026.0,12736.0,19637.0,17160.0,20683.0,22643.0,19774.0,12268.0,19598.0,13183.0
