,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000664451827242525,0.0007974481658692185,0.00558659217877095,0.009787928221859706,0.08653846153846154,0.05913978494623656,0.2074468085106383,0.2713178294573643,0.5424929178470255,0.6419280795715379,0.7600591715976331,0.8428860418071477,0.900786308973173,0.9424460431654677,0.9593952483801296,0.980246913580247,0.9870242214532872,0.9767054908485857,0.9822888283378747,0.9885458167330677,0.9866869532141499,0.9826658696951583,0.976054732041049,0.9549180327868853,0.9192771084337349,0.7718446601941747,0.5483870967741935,0.3742765273311897,0.18271792919680244,0.09277319329832458,0.03816100308922406,0.026227678571428572,0.008079847908745247,0.005734310289901242,0.002326663564448581,0.0024140012070006035,0.0014716703458425313,0.0008956560680698612,0.0007510326699211416,0.0007727975270479134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005250721974271463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
