,Epiweek,Netau_HMM_assigned_median,Netau_HMM_assigned_95%_ci_lower,Netau_HMM_assigned_95%_ci_upper,Netau_MSD_assigned_median,Netau_MSD_assigned_95%_ci_lower,Netau_MSD_assigned_95%_ci_upper,c_median,c_95%_ci_lower,c_95%_ci_upper,c_MSD_median,c_MSD_95%_ci_lower,c_MSD_95%_ci_upper,T,delta_t,frac_assigned,Netau_HMM_median,Netau_HMM_95%_ci_lower,Netau_HMM_95%_ci_upper,Netau_MSD_median,Netau_MSD_95%_ci_lower,Netau_MSD_95%_ci_upper
0,50.0,,,,,,,1.0,1.0,3.0945815754119885,1.0,1.0,2.106491584251074,9,1,0.7710843373493976,,,,,,
1,51.0,,,,,,,1.0,1.0,3.244175612053477,1.0,1.0,2.5475457167505624,9,1,0.7725118483412322,,,,,,
2,52.0,,,,,,,1.0,1.0,2.7631203713855683,1.0,1.0,2.4740984989253603,9,1,0.7448979591836735,,,,,,
3,53.0,,,,,,,1.0,1.0,3.080311129239002,1.0,1.0,2.456358099481897,9,1,0.5132450331125827,,,,,,
4,54.0,1266.8082017392594,383.0236448838954,3099.1418438807423,2212.534517115389,2212.534517115389,2212.534517115389,1.2774417876078488,1.0,3.7607094356339,1.0,1.0,3.1789323654924457,9,1,0.5360230547550432,2363.346483889909,714.5656170683425,5781.732364659235,4127.685362575484,4127.685362575484,4127.685362575484
5,55.0,2789.390451095939,837.1730780570147,5904.258392976967,2678.4567639242578,940.4830414058172,57473.087838125735,1.0,1.0,3.3045943605390757,1.0,1.0,2.561536258139081,9,1,0.7554112554112554,3692.5455255195525,1108.2348483161627,7815.952371218793,3545.693481183401,1244.9947424913682,76081.85266823521
6,56.0,3675.623078464852,1747.6740465089306,9758.657402127476,8258.381424403522,8258.381424403522,8258.381424403522,1.0,1.0,2.718298209253408,1.0,1.0,2.446435722398147,9,1,0.6498257839721254,5656.320769541086,2689.4501412764776,15017.344098716276,12708.60841181668,12708.60841181668,12708.60841181668
7,57.0,4750.368603577433,1824.0361594754704,13481.40817423846,15473.193388878815,6252.50571991347,28738.83167509214,1.0761514197871358,1.0,3.0684143758187514,1.0,1.0,2.5492613976199614,9,1,0.80859375,5874.851992830062,2255.812834906862,16672.65938456544,19135.929988178632,7732.567460376079,35541.7435208869
8,58.0,4890.123462936863,1323.154560067724,10936.9017532538,7540.5812815437075,1784.467535811788,30616.66956290099,1.0,1.0,2.4528373873378406,1.0,1.0,2.117638459387621,9,1,0.8014888337468983,6101.299552828345,1650.8708597749003,13645.731908858455,9408.217512266607,2226.4409192945836,38199.74561563188
9,59.0,4656.457743968945,1516.8026965050788,10802.81927163718,6941.853523852258,2368.2588169151395,37142.16465755282,1.0001277307757102,1.0,2.3229486573505307,1.0,1.0,2.244781464874625,9,1,0.6795665634674922,6852.099550350657,2232.0149019186356,15896.631547785008,10215.119308447742,3484.9548877612306,54655.66826601167
