,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,5,31,31,201,546,462,488,401,1901,3495,1675,3798,4354,6985,7683,12190,5902,8276,8693,7041,6077,6458,6892,8657,5498,3562,3324,3225,3501,3382,3004,2373,1753,1254,659,177,108,69,25,5,7,4,3,2,0,2,1,1,0,4,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0
