,Epiweek,Netau_HMM_median,Netau_HMM_95%_ci_lower,Netau_HMM_95%_ci_upper,Netau_MSD_median,Netau_MSD_95%_ci_lower,Netau_MSD_95%_ci_upper,c_median,c_95%_ci_lower,c_95%_ci_upper,c_MSD_median,c_MSD_95%_ci_lower,c_MSD_95%_ci_upper,T,variant,sequences_analyzed,sequences_total,Rt_date,Rt_lower,Rt_upper,Rt_estimate_certainty_criteria_met,Rt_estimate_based_on_fewer_days_or_lower_quality_data,I_date,I_method,I,I_lower,I_upper,Rt,date,Netau SIR,Netau SIR upper,Netau SIR lower,Netau SIR error criteria met,E,E_upper,E_lower,Netau SEIR,Netau SEIR upper,Netau SEIR lower,Netau SEIR error criteria met,frac_variant,Rt_variant,Rt_variant_lower,Rt_variant_upper,Netau SIR variant,Netau SIR variant upper,Netau SIR variant lower,Netau SIR variant error criteria met,Netau SEIR variant,Netau SEIR variant upper,Netau SEIR variant lower,Netau SEIR variant error criteria met,Netau_HMM_assigned_median,Netau_HMM_assigned_95%_ci_lower,Netau_HMM_assigned_95%_ci_upper,Netau_MSD_assigned_median,Netau_MSD_assigned_95%_ci_lower,Netau_MSD_assigned_95%_ci_upper,frac_assigned
0,32.0,,,,,,,1.6507015059246903,1.0,13.948445186864346,1.0,1.0,13.042504343375098,9,pre-B.1.177,41,41,,,,,,,,,,,,2020-08-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,33.0,,,,,,,6.306035112624286,1.0,27.904773751425545,1.0,1.0,11.828036108056612,9,pre-B.1.177,106,114,,,,,,,,,,,,2020-08-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,34.0,,,,,,,5.169735166131444,1.0,21.3895900159198,1.6109533650358323,1.0,12.798945605795376,9,pre-B.1.177,81,87,,,,,,,,,,,,2020-08-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,35.0,,,,,,,4.95337015181355,1.0,20.105186414278524,4.922234747496169,1.0,23.781845744602357,9,pre-B.1.177,90,97,,,,,,,,,,,,2020-08-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,36.0,111.07574458706362,24.490974930622578,234.6849168887098,743.3878347001162,133.1474316205717,5625.977437142631,1.248875957596542,1.0,9.763166655087304,1.2277681490355978,1.0,8.370216509761091,9,pre-B.1.177,168,189,,,,,,,,,,,,2020-09-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,37.0,139.9112507496125,43.306983523355626,328.41744462163274,218.4635085094681,75.0392715593124,3479.0424663751573,1.0,1.0,6.196604137358518,1.0,1.0,7.82575800242773,9,pre-B.1.177,210,266,11-Sep-20,1.0,1.2,1.0,0.0,Interpolated,Interpolated,7083.252117,3477.2328575,13007.426615,1.1,2020-09-09,2529.732898928571,5110.060455892857,1138.379804538691,True,5740.193923246752,10737.775346103894,1344.730744227273,8291.226243000208,63701.93352917236,585.2074940908517,False,0.7894736842105263,1.1,1.0,1.2,1997.157551785714,4034.258254652256,898.720898320019,True,6565.783683733187,51048.40984935015,386.49726248623415,False,,,,,,,
6,38.0,165.62179353363734,53.55793502131722,394.8911857886337,364.09326824812587,84.0286653439282,6297.001733969504,1.0,1.0,4.437428892430034,1.0,1.0,6.4189759413345975,9,pre-B.1.177,289,349,18-Sep-20,1.2,1.4,1.0,0.0,10 September 2020 to 23 September 2020,Non-overlapping 14-day weighted estimates,10302.91217,5666.601694,16999.80508,1.2999999999999998,2020-09-16,3113.5174140109893,5565.412377380952,1590.1178222959184,True,9124.60021875974,15316.382824334414,3946.383322772726,11070.460663236703,60335.22964327949,1525.3840718966198,False,0.828080229226361,1.2999999999999998,1.2,1.4,2578.2422138944867,4608.607957200846,1316.7451307837262,True,8543.640989521042,47008.80921259143,1157.92957082721,False,,,,,,,
7,39.0,327.2315019089272,93.63469786658568,853.0727632453539,680.9067087010044,147.92887325887963,5155.289057483992,1.0,1.0,12.153804129194317,1.0,1.0,8.914898184552783,9,pre-B.1.177,254,360,25-Sep-20,1.2,1.5,1.0,0.0,Interpolated,Interpolated,23439.12519,16999.805082,31681.454925,1.35,2020-09-23,6820.909446825396,10371.904886160715,4452.329902428571,True,18414.78295636364,26001.47282602597,11701.16453738961,21748.610747093368,64077.27827558202,6809.753867105794,True,0.7055555555555556,1.35,1.2,1.5,4812.530554149031,7317.955114124505,3141.3660978246035,True,15386.781171554068,45756.53234234016,4707.611593947653,True,,,,,,,
8,40.0,226.82239005708828,74.58280880891235,511.5294441647319,442.9047206911884,179.9593048719867,2582.150195199572,21.5508709187708,2.6323410550292,46.76308938101052,7.885478381828296,1.0,41.51811645860423,9,pre-B.1.177,506,679,02-Oct-20,1.2,1.6,1.0,0.0,24 September 2020 to 07 October 2020,Non-overlapping 14-day weighted estimates,36575.33821,28333.00847,46363.10477,1.4,2020-09-30,10263.487763010206,15178.397394940475,6956.765472544642,True,23510.208594253247,32298.62612596753,15509.562428863635,27698.630894466325,71496.98256489623,10179.681396625774,True,0.7452135493372607,1.4,1.2,1.6,7648.4901444523775,11311.147395935024,5184.275889701898,True,19192.29891820387,49550.69026653792,7054.347995631329,True,,,,,,,
9,41.0,235.62883079800972,109.68896695106343,477.72608770573135,455.29271442439455,136.8394100186285,7572.741499117647,1.0,1.0,1.886569008518294,1.0,1.0,2.088484881707119,9,pre-B.1.177,113,211,09-Oct-20,1.3,1.5,1.0,0.0,Interpolated,Interpolated,40052.571065,31939.02773,49711.551225,1.4,2020-10-07,11239.241880484691,15022.721524038465,8364.983453095238,True,23337.09959668831,32414.03212227272,15103.132614155846,28152.25640548209,63815.55415886765,11658.981017893842,True,0.5355450236966824,1.4,1.3,1.5,6019.120059216921,8045.343754579841,4479.825261610245,True,13317.758357173718,31497.52443054751,5107.147088721671,True,,,,,,,
10,42.0,233.3067168397646,74.20861941991271,454.7584707997965,1059.789994293972,252.81109939115444,14754.309953674185,1.0,1.0,3.2236219771489365,1.0,1.0,2.200434733813988,9,pre-B.1.177,103,209,16-Oct-20,1.3,1.4,1.0,0.0,08 October 2020 to 21 October 2020,Non-overlapping 14-day weighted estimates,43529.80392,35545.04699,53059.99768,1.35,2020-10-14,12667.403257142856,16034.614683516484,9974.375430867349,True,24157.485703051945,33108.97692886364,16021.362936233769,30628.690033221592,63126.84127545409,14062.844834119032,True,0.492822966507177,1.35,1.3,1.4,6242.787251127818,7902.226375130132,4915.601288896349,True,14732.043118977192,30618.825325947164,6668.761390295979,True,,,,,,,
11,43.0,1311.500941719514,373.2644985862089,2983.9778060430367,,,,1.0860388597049655,1.0,3.8521769279308966,1.0,1.0,3.299287843080585,9,pre-B.1.177,109,223,23-Oct-20,1.1,1.3,1.0,0.0,Interpolated,Interpolated,41984.367095,33999.610165000006,51385.774455,1.2000000000000002,2020-10-21,13744.882084672614,18352.06230535714,10274.607467445056,True,22238.23380214285,31064.28372818181,14129.708121038962,32161.89105810068,71408.50881839248,13622.845014664896,True,0.4887892376681614,1.2000000000000002,1.1,1.3,6718.350436005897,8970.290543874118,5022.117551352068,True,15186.578528373608,33794.88353243579,6408.008520485035,True,,,,,,,
12,44.0,,,,,,,1.0,1.0,5.053999890280347,1.0,1.0,5.681411562284384,9,pre-B.1.177,122,283,30-Oct-20,1.1,1.3,1.0,0.0,22 October 2020 to 04 November 2020,Non-overlapping 14-day weighted estimates,40438.93027,32454.17334,49711.55123,1.2000000000000002,2020-10-28,13238.93550505952,17754.12543928571,9807.579855494509,True,22609.54005301948,31530.92536821428,14390.626025844158,32181.2461723228,72633.62595559173,13340.02835248216,True,0.431095406360424,1.2000000000000002,1.1,1.3,5707.244281333079,7653.721920822814,4228.002623216712,True,12760.853351734417,29293.944531390505,5134.004761493663,True,,,,,,,
13,45.0,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,9,pre-B.1.177,145,393,06-Nov-20,1.1,1.2,1.0,0.0,Interpolated,Interpolated,44560.09514,35931.406195,54605.43451,1.15,2020-11-04,15222.392749689445,19501.94089642857,11763.257980505954,True,26071.71995571428,35580.170556428566,17391.181937922076,38246.47705966863,80842.95907216705,17046.68680229877,True,0.3689567430025445,1.15,1.1,1.2,5616.404449630965,7195.372595374407,4340.133351586166,True,12976.983332565796,27921.024310441408,5610.853770426528,True,,,,,,,
14,46.0,2608.4330235014686,1246.8531681651505,4800.059787288955,,,,1.0,1.0,1.0,1.0,1.0,1.0,9,pre-B.1.177,125,393,13-Nov-20,1.0,1.2,1.0,0.0,05 November 2020 to 18 November 2020,Non-overlapping 14-day weighted estimates,48681.26001,39408.63905,59499.31779,1.1,2020-11-11,17386.164289285713,23374.73198892857,12901.637784226192,True,26829.38541233766,36814.51295571429,17714.82049285714,41830.8339575107,92474.1887473955,17954.3804954456,True,0.3180661577608142,1.1,1.0,1.2,5529.950473691383,7434.711192407305,4103.574358850569,True,12861.3313683167,28856.706936713752,5382.815708352469,True,,,,,,,
15,47.0,,,,,,,1.0,1.0,2.1043264576917284,1.0,1.0,1.3764853642975503,9,pre-B.1.177,63,193,20-Nov-20,1.0,1.1,1.0,0.0,Interpolated,Interpolated,45847.95916,36961.69741,56279.657735,1.05,2020-11-18,17153.998325170065,22109.86553875,13200.60621785714,True,23793.70593077922,33623.28626318182,14807.091141428573,39578.892605940775,85907.39967215773,17006.953539448106,True,0.3264248704663212,1.0554687500000002,1.0052083333333337,1.1057291666666669,5570.478771007465,7179.815124076349,4286.679717876988,True,12652.68871753627,27412.61204231529,5453.788198096751,True,,,,,,,
16,48.0,,,,,,,1.0,1.0,1.2388478759745414,1.0,1.0,1.0,9,pre-B.1.177,39,131,27-Nov-20,0.8,1.0,1.0,0.0,19 November 2020 to 02 December 2020,Non-overlapping 14-day weighted estimates,43014.65831,34514.75577,53059.99768,0.9,2020-11-25,18776.239738492062,26056.248860714284,13559.368338214288,True,21834.312812435062,31287.569241720776,13224.021926785716,42675.81729140521,101224.34639578457,16873.688110447176,True,0.2977099236641221,0.7366548042704627,0.6548042704626336,0.818505338078292,6829.366455165432,9477.279497662388,4931.865835329913,True,15324.412917903835,36733.75281668531,5947.757090456231,True,,,,,,,
17,49.0,,,,,,,1.0,1.0,2.5975419418911745,1.0,1.0,2.1325439414994314,9,pre-B.1.177,13,41,04-Dec-20,0.7,0.9,1.0,0.0,Interpolated,Interpolated,38249.561435,30136.0181,47908.541595,0.8,2020-12-02,18783.266776116063,26887.44681352041,13154.611075396826,True,18821.21277136363,27898.1452948052,10587.245786688309,41816.31273469409,107020.20497352592,15109.996055001478,True,0.3170731707317073,0.841025641025641,0.7358974358974358,0.946153846153846,5665.14946787082,8109.420306040957,3967.5120852029695,True,12183.32465093126,30999.46433603505,4447.976016991919,True,,,,,,,
18,50.0,,,,,,,1.0,1.0,5.154603034481821,1.0,1.0,2.0118398909527,9,pre-B.1.177,60,241,11-Dec-20,0.7,0.9,1.0,0.0,03 December 2020 to 16 December 2020,Non-overlapping 14-day weighted estimates,33484.46456,25757.28043,42757.08551,0.8,2020-12-09,16443.26384642857,23996.323500510203,11243.257330555554,True,17988.282534935064,26882.070757889607,9937.459850162331,38855.81318329994,105668.02950737967,13007.460108823956,True,0.2489626556016597,0.5515400019071232,0.4825975016687327,0.6204825021455135,5937.93178345746,8665.46528296174,4060.124296259916,True,12170.424344042396,34521.79569464516,3747.2962229267873,True,,,,,,,
