,Epiweek,Netau_HMM_median,Netau_HMM_95%_ci_lower,Netau_HMM_95%_ci_upper,Netau_MSD_median,Netau_MSD_95%_ci_lower,Netau_MSD_95%_ci_upper,c_median,c_95%_ci_lower,c_95%_ci_upper,c_MSD_median,c_MSD_95%_ci_lower,c_MSD_95%_ci_upper,T,variant,sequences_analyzed,sequences_total,Rt_date,Rt_lower,Rt_upper,Rt_estimate_certainty_criteria_met,Rt_estimate_based_on_fewer_days_or_lower_quality_data,I_date,I_method,I,I_lower,I_upper,Rt,date,Netau SIR,Netau SIR upper,Netau SIR lower,Netau SIR error criteria met,E,E_upper,E_lower,Netau SEIR,Netau SEIR upper,Netau SEIR lower,Netau SEIR error criteria met,frac_variant,Rt_variant,Rt_variant_lower,Rt_variant_upper,Netau SIR variant,Netau SIR variant upper,Netau SIR variant lower,Netau SIR variant error criteria met,Netau SEIR variant,Netau SEIR variant upper,Netau SEIR variant lower,Netau SEIR variant error criteria met,Netau_HMM_assigned_median,Netau_HMM_assigned_95%_ci_lower,Netau_HMM_assigned_95%_ci_upper,Netau_MSD_assigned_median,Netau_MSD_assigned_95%_ci_lower,Netau_MSD_assigned_95%_ci_upper,frac_assigned
0,29.0,,,,,,,1.0,1.0,5.7507768952319225,1.0,1.0,5.51998832302314,9,pre-B.1.177,78,79,,,,,,,,,,,,2020-07-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,30.0,,,,,,,1.563949069063301,1.0,10.438896501953884,1.0,1.0,9.007524575650605,9,pre-B.1.177,66,71,,,,,,,,,,,,2020-07-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,31.0,,,,,,,1.0,1.0,7.169610699946744,1.0,1.0,5.154150197288706,9,pre-B.1.177,48,52,,,,,,,,,,,,2020-07-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,32.0,,,,,,,1.0,1.0,3.203071436015636,1.0,1.0,2.4422742890770426,9,pre-B.1.177,32,45,,,,,,,,,,,,2020-08-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,33.0,274.9469841299357,86.07010297665596,730.5589450393774,781.4089521769961,145.39737827127306,12296.398856019498,1.0,1.0,5.903564009287468,1.0,1.0,5.624500101122476,9,pre-B.1.177,94,117,,,,,,,,,,,,2020-08-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,34.0,478.6768189790817,137.59984779138432,1177.2431422151772,391.1588899937683,188.5322173270828,23135.471248348436,1.0029971110456175,1.0,8.21658991262941,1.0,1.0,8.565886553695341,9,pre-B.1.177,232,289,,,,,,,,,,,,2020-08-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,35.0,407.1205538421247,129.7556066600158,1075.5480663564929,914.8599513143575,252.74788512537205,2294.762460755379,1.0,1.0,5.603310549785691,1.0026234513575305,1.0,6.1588591777126735,9,pre-B.1.177,290,425,,,,,,,,,,,,2020-08-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,36.0,,,,,,,1.0,1.0,6.187169904274575,1.0,1.0,5.060249126245569,9,pre-B.1.177,417,592,,,,,,,,,,,,2020-09-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,37.0,375.0083451766972,108.84633523559827,956.1596618989632,576.218429261998,155.82876539001194,8333.441503158227,1.342380976528144,1.0,7.262349295857752,1.0,1.0,6.567259125563809,9,pre-B.1.177,282,439,11-Sep-20,1.1,1.3,1.0,0.0,Interpolated,Interpolated,23541.33948,14822.32486,35312.00922,1.2000000000000002,2020-09-09,7706.986139285714,12611.431864285712,4479.273996153846,True,15363.01699831169,26921.37307053896,2573.2416544480525,21048.381640583168,93319.51026339406,2589.6795417640283,False,0.642369020501139,1.2000000000000002,1.1,1.3,4950.729137308817,8101.193133778066,2877.3468494655685,True,12600.48047682391,60232.8370680812,910.4334412718084,False,,,,,,,
9,38.0,364.8237441869444,141.86868155991257,703.6889403921984,470.70645007592975,200.22318655823807,1205.8406924209542,1.7556897150490245,1.0,5.522185974794394,1.6682597077308206,1.0,5.40517262105153,9,pre-B.1.177,103,151,18-Sep-20,1.1,1.4,1.0,0.0,10 September 2020 to 23 September 2020,Non-overlapping 14-day weighted estimates,27900.84679,19181.83217,39235.5658,1.25,2020-09-16,8768.837562571429,14012.702071428568,5382.656986479593,True,17460.67603470779,27660.224633376616,8407.621243344158,23178.34954524316,83320.03835053592,5443.934503199457,False,0.6821192052980133,1.25,1.1,1.4,5981.392509568591,9558.33320104068,3671.6137060092583,True,15801.14787211848,56473.27927985445,3769.7655494408345,False,,,,,,,
10,39.0,537.4983057493596,180.37080538930505,980.6891948759842,710.2131533565214,332.79231130635145,5562.368878165895,1.7154038313806923,1.0,5.371146818704282,1.49280633027752,1.0,4.763669110601019,9,pre-B.1.177,360,551,25-Sep-20,1.2,1.5,1.0,0.0,Interpolated,Interpolated,34004.157025,25721.093135000003,44031.02384,1.35,2020-09-23,9895.389610449734,14414.918519047618,6736.476773452381,True,21163.42640006493,30369.34703240259,12534.998943116883,26045.745532335302,70455.38406510038,8705.341623757758,True,0.6533575317604355,1.3470691435477546,1.1973947942646703,1.4967434928308383,6479.293909736738,9438.586801189298,4410.903930980165,True,16214.108070662956,44248.02117619066,5329.296811831353,True,,,,,,,
11,40.0,1042.675718218267,306.59707725447066,2390.8650404836726,1441.8003467510262,381.88931878016734,15565.925831785336,1.903128965197885,1.0,4.6557472041089705,1.7454005179721048,1.0,4.634189093594907,9,pre-B.1.177,244,429,02-Oct-20,1.2,1.6,1.0,0.0,24 September 2020 to 07 October 2020,Non-overlapping 14-day weighted estimates,40107.46726,32260.3541,48826.48188,1.4,2020-09-30,11254.646425,15984.860139285716,7921.069087053571,True,26080.61094506493,34666.5756675,17876.810823603897,30650.73711255524,70743.25011690738,12640.922922573636,True,0.5687645687645687,1.3959520644099628,1.1965303409228252,1.5953737878971006,6419.806236330809,9117.985668666815,4518.287541269756,True,16980.003107447592,39703.93488300766,6841.801049337418,True,,,,,,,
12,41.0,845.978475354826,332.8397985104778,1808.5834719600884,910.3829700910812,413.5610913778429,5923.330745639256,1.5374887385958085,1.0,5.272778300669812,1.3061133759073151,1.0,4.572846027476081,9,pre-B.1.177,238,414,09-Oct-20,1.2,1.4,1.0,0.0,Interpolated,Interpolated,53621.939925,45338.876035,63212.85601,1.2999999999999998,2020-10-07,16204.432394917583,20694.68500327381,12722.643785331633,True,35040.24772461039,44195.21307896104,26785.49232409091,44302.23796120812,83302.20101947358,23092.19685701309,True,0.5748792270531401,1.296571780101784,1.1968354893247235,1.3963080708788445,9340.22259846032,11928.4008118804,7333.322272564529,True,24688.05049989981,46465.61910222391,12849.466640892815,True,,,,,,,
13,42.0,1178.859310790868,338.99020306994737,2742.5143740769986,1627.3116149587686,525.4417893279065,14541.480960170098,1.0000000031248129,1.0,3.668147530751544,1.0,1.0,3.358846350780928,9,pre-B.1.177,365,713,16-Oct-20,1.1,1.4,1.0,0.0,08 October 2020 to 21 October 2020,Non-overlapping 14-day weighted estimates,67136.41259,58417.39797,77599.23014,1.25,2020-10-14,21100.01538542857,27714.01076428571,16392.637185459185,True,41010.508062370136,50921.31007470779,32050.87128457792,54751.34918775527,100982.20387775345,29596.59634123998,True,0.511921458625526,1.25,1.1,1.4,10801.550653129636,14187.396814816668,8391.742738699302,True,26212.813687941667,48783.50151137139,13993.942777834198,True,,,,,,,
14,43.0,1150.0614019801706,367.3158124279949,2344.020806338642,1155.2821107139432,470.3532437753324,11523.593023646665,1.0,1.0,2.870015750151279,1.0,1.0,2.9058176868125893,9,pre-B.1.177,556,1256,23-Oct-20,1.1,1.3,1.0,0.0,Interpolated,Interpolated,74111.62429,64084.757475000006,85446.34330000001,1.2000000000000002,2020-10-21,24262.73414255952,30516.55117857143,19366.27286332418,True,43413.89878285714,54080.53745045455,33273.79801051948,61014.275909493976,108493.31873131394,33523.24592577102,True,0.4426751592356688,1.19651629147429,1.096806600518099,1.2962259824304807,10771.781154922308,13548.2509500836,8597.928487553054,True,25560.670012371924,45958.33799421494,13815.461224673489,True,,,,,,,
15,44.0,1453.4515217686917,413.8461011006125,3315.573104011917,1720.8968820435584,366.8549079079588,56992.02080386608,1.7880399691751565,1.0,4.551474163573512,1.5830013150687183,1.0,4.586256699483672,9,pre-B.1.177,150,362,30-Oct-20,1.1,1.3,1.0,0.0,22 October 2020 to 04 November 2020,Non-overlapping 14-day weighted estimates,81086.83599,69752.11698,93293.45646,1.2000000000000002,2020-10-28,26546.285591964283,33319.09159285714,21078.93645,True,47872.48580405845,59388.37914905843,36832.17508217532,67144.2047061316,119360.14036081776,36798.19595048158,True,0.4143646408839779,1.1673081472419755,1.070032468305144,1.2645838261788065,11307.905754387852,14192.913967138797,8978.982236651726,True,27668.18346207407,49442.78371539859,15046.508881506228,True,,,,,,,
16,45.0,1654.6735289816706,503.4026005478852,3449.666064996416,12265.331931462151,12265.331931462151,12265.331931462151,1.4637041638788462,1.0,8.71714824140172,1.0,1.0,5.974731613441932,9,pre-B.1.177,463,1180,06-Nov-20,1.1,1.3,1.0,0.0,Interpolated,Interpolated,91113.702795,79778.98379500001,103756.27403,1.2000000000000002,2020-11-04,29828.890795982137,37055.81215357142,24109.03356442308,True,53995.61197344156,66122.96870766234,42768.46523201298,75658.94723431834,129191.54778942405,43740.67539521794,True,0.3923728813559322,1.1423418904647555,1.047146732926026,1.237537048003485,12294.793277178234,15273.56659897915,9937.19765895752,True,29180.78130968645,50105.975139946175,16739.165208119175,True,,,,,,,
17,46.0,1082.389651118521,318.44243502482675,2400.0482300522635,1576.7959438639089,519.3442875888765,10073.427782788383,1.0292757343989611,1.0,6.047886943040046,1.0,1.0,4.708871406038199,9,pre-B.1.177,508,1567,13-Nov-20,1.0,1.2,1.0,0.0,05 November 2020 to 18 November 2020,Non-overlapping 14-day weighted estimates,101140.5696,89805.85061,114219.0916,1.1,2020-11-11,36121.632,44871.78598571428,29400.724902083333,True,55821.509514253245,67999.82153805193,44594.36276970779,86997.35702111758,145250.26283941077,51774.34607989117,True,0.3241863433312061,1.0193452050946563,0.9266774591769604,1.1120129510123524,12636.694329045167,15697.824602714636,10285.47031429736,True,28421.07452162564,48105.17718385362,16604.80043005538,True,,,,,,,
18,47.0,1148.4187432546714,350.7692013324658,2630.1283284835654,1501.1508745973128,367.8661662947238,11968.996818046431,1.0,1.0,3.604587905462706,1.0,1.0,2.7971331134872286,9,pre-B.1.177,236,773,20-Nov-20,1.0,1.2,1.0,0.0,Interpolated,Interpolated,94165.35791,83266.589645,106371.978415,1.1,2020-11-18,33630.48496785713,41788.99152017857,27259.89541949405,True,48373.546057792206,59889.43941116883,37384.19060922079,77057.98302689016,130420.79273401485,44800.86927289939,True,0.3053040103492885,0.9714909076467526,0.8831735524061386,1.0598082628873664,11625.71263904492,14446.024413665686,9423.465377331067,True,23980.48977620836,40891.35087596633,13801.361183076537,True,,,,,,,
