,Rt_date,Epiweek,Rt_lower,Rt_upper,Rt_estimate_certainty_criteria_met,Rt_estimate_based_on_fewer_days_or_lower_quality_data,I_date,I_method,I,I_lower,I_upper,Rt,date,Netau SIR,Netau SIR upper,Netau SIR lower,Netau SIR error criteria met,E,E_upper,E_lower,Netau SEIR,Netau SEIR upper,Netau SEIR lower,Netau SEIR error criteria met
0,29-May-20,22,,,1,0,21 May 2020 to 03 June 2020,Non-overlapping 14-day weighted estimates,8646.092169,1152.812289,31125.93181,,2020-05-27,,,,False,,,,,,,False
1,05-Jun-20,23,,,1,0,Interpolated,Interpolated,6340.4675904999995,576.4061445,26226.47958,,2020-06-03,,,,False,2470.312048188311,18628.398582681817,-6355.43917916883,,,,False
2,12-Jun-20,24,0.8,1.0,1,0,04 June 2020 to 17 June 2020,Non-overlapping 14-day weighted estimates,4034.843012,0.0,21327.02735,0.9,2020-06-10,1761.2409973015872,10473.093787946427,0.0,False,1274.456442983766,14782.57187069805,-5619.95991,3049.5793961893974,inf,581.7960428274515,False
3,19-Jun-20,25,0.8,1.0,1,0,Interpolated,Interpolated,2017.421506,0.0,15274.762832,0.9,2020-06-17,880.6204986507936,7500.999604999999,0.0,False,235.80251368831162,10307.93845616883,-4570.077289285714,1098.510576492034,inf,537.1644561156139,False
4,26-Jun-20,26,0.7,0.9,1,0,18 June 2020 to 01 July 2020,Non-overlapping 14-day weighted estimates,0.0,0.0,9222.498314,0.8,2020-06-24,0.0,5175.891910918368,0.0,False,-308.78900603571424,6636.156457246754,-3273.1634639999997,inf,inf,507.08288144178556,False
5,03-Jul-20,27,0.8,1.0,1,0,Interpolated,Interpolated,576.4061445,0.0,7493.27988,0.9,2020-07-01,251.60585672619047,3679.7356553571426,0.0,False,561.4345563311689,5322.3995950519475,-1976.2496387142858,980.4523045710752,inf,204.76055911666984,False
6,10-Jul-20,28,0.7,0.9,1,0,02 July 2020 to 15 July 2020,Non-overlapping 14-day weighted estimates,1152.812289,0.0,5764.061446,0.8,2020-07-08,566.1131776339284,3234.9324441836734,0.0,False,999.3535103766233,5182.040956285713,-1543.9450302214286,1973.0474086466277,inf,180.52078372562866,False
7,17-Jul-20,29,0.7,1.0,1,0,Interpolated,Interpolated,2305.6245785,288.2030723,9510.701388,0.85,2020-07-15,1065.6248051890757,5337.638534081632,113.22263554642856,False,1751.6758162402596,8028.514158974024,-954.4387459285715,3299.9051830841718,599043.4699165152,18.334871657343943,False
8,24-Jul-20,30,0.7,1.0,1,0,16 July 2020 to 29 July 2020,Non-overlapping 14-day weighted estimates,3458.436868,576.4061446,13257.34133,0.85,2020-07-22,1598.4372078991596,7440.344623979592,226.44527109285713,False,2009.935712211039,9392.800131812337,-1600.0884862714283,3996.244667685148,499516.5127488702,31.05336296378797,False
9,31-Jul-20,31,0.7,0.9,1,0,Interpolated,Interpolated,2882.030723,576.4061446,10375.310604999999,0.8,2020-07-29,1415.282944330357,5822.878400765306,251.60585676984124,False,1077.9543482142856,6523.869546942856,-2526.4555048285715,2671.97972270962,278060.4898016272,159.9860980304479,False
10,21-Aug-20,34,0.8,1.0,1,0,13 August 2020 to 26 August 2020,Non-overlapping 14-day weighted estimates,1152.812289,0.0,4611.249157,0.9,2020-08-19,503.21171345238093,2264.4527110267854,0.0,False,1246.3847151623374,6035.4214815662335,-1852.7340366428566,2179.542630012382,inf,292.44366974189404,False
11,11-Sep-20,37,0.9,1.1,1,0,Interpolated,Interpolated,5764.061446,1729.218434,17003.981265000002,1.0,2020-09-09,2264.4527109285714,7422.372774404763,617.578012142857,False,4502.705142642857,12609.820136103895,696.1788501233765,7184.11753900063,221376.03613261002,123.55408952585687,False
12,18-Sep-20,38,1.2,1.5,1,0,10 September 2020 to 23 September 2020,Non-overlapping 14-day weighted estimates,7493.27988,3458.436868,15562.9659,1.35,2020-09-16,2180.584092063492,5095.018598214286,905.7810844761904,True,6495.7978178376625,13676.545791837661,651.2640856753238,7599.886315318823,80930.79126127667,284.23101845754917,False
13,25-Sep-20,39,1.2,1.5,1,0,Interpolated,Interpolated,17003.981265000002,11239.919818999999,25938.276505,1.35,2020-09-23,4948.248516269841,8491.697665327383,2943.7885240238093,True,13350.913751103895,21188.540158480522,6871.958970818181,15769.130159936663,64688.39924640026,3312.297107631962,False
14,02-Oct-20,40,1.2,1.5,1,0,24 September 2020 to 07 October 2020,Non-overlapping 14-day weighted estimates,26514.68265,19021.40277,36313.58711,1.35,2020-09-30,7715.91294047619,11888.376732440478,4981.795963571429,True,20823.60769665584,29812.174947194802,12845.622650746753,24594.59015901915,75257.92609728305,7324.151128726175,True
15,09-Oct-20,41,1.2,1.5,1,0,Interpolated,Interpolated,46688.897710000005,37466.3994,57928.817534999995,1.35,2020-10-07,13586.716264814815,18964.791454910715,9812.628414285715,True,34112.76364675325,44566.67509227272,24635.748337402594,40693.76243131332,91795.4137292538,17436.606681717265,True
16,16-Oct-20,42,1.2,1.5,1,0,08 October 2020 to 21 October 2020,Non-overlapping 14-day weighted estimates,66863.11277,55911.39603,79544.04796,1.35,2020-10-14,19457.51958915344,26041.206177380955,14643.460865000001,True,42584.811103636355,54504.06674113636,31608.7655287013,52134.99664384391,105214.23267488302,25220.397536769644,True
17,23-Oct-20,43,1.1,1.3,1,0,Interpolated,Interpolated,75221.00187000001,63116.472835,89342.952415,1.2000000000000002,2020-10-21,24625.92323125,31908.19729107143,19073.659373214286,True,44611.589855064936,57996.18967909091,32450.917360909087,62497.72357617573,122838.78755038345,30892.314957130246,True
18,30-Oct-20,44,1.2,1.4,1,0,22 October 2020 to 04 November 2020,Non-overlapping 14-day weighted estimates,83578.89097,70321.54964,99141.85687,1.2999999999999998,2020-10-28,25257.35716126374,32457.15552291667,19733.087909183672,True,49417.46965470778,63835.10906025974,36195.68585133116,63954.956990456994,123656.63731117063,32113.625777452267,True
19,06-Nov-20,45,1.1,1.3,1,0,Interpolated,Interpolated,93089.592335,79255.84487999999,108652.558235,1.2000000000000002,2020-11-04,30475.759395386896,38804.48508392857,23950.942134065932,True,54852.15614435064,69516.82675597403,40883.66439720778,76972.17768780871,143046.36637806834,40144.2226432577,True
20,13-Nov-20,46,1.1,1.3,1,0,05 November 2020 to 18 November 2020,Non-overlapping 14-day weighted estimates,102600.2937,88190.14012,118163.2596,1.2000000000000002,2020-11-11,33589.381866071424,42201.16414285714,26650.86651978022,True,55222.70294863636,69825.61575525974,41186.83906237013,79477.71531583086,143115.3560819539,42807.79438688976,True
21,20-Nov-20,47,1.0,1.2,1,0,Interpolated,Interpolated,89631.15546499999,76373.81416,104329.51215,1.1,2020-11-18,32011.126951785707,40986.59405892857,25003.332016666667,True,43331.51906201299,57401.06903727272,30171.493072987007,70443.74854790258,134547.1392291473,35621.71980898792,True
