,Epiweek,Netau_HMM_median,Netau_HMM_95%_ci_lower,Netau_HMM_95%_ci_upper,Netau_MSD_median,Netau_MSD_95%_ci_lower,Netau_MSD_95%_ci_upper,c_median,c_95%_ci_lower,c_95%_ci_upper,c_MSD_median,c_MSD_95%_ci_lower,c_MSD_95%_ci_upper,T,variant,sequences_analyzed,sequences_total,Rt_date,Rt_lower,Rt_upper,Rt_estimate_certainty_criteria_met,Rt_estimate_based_on_fewer_days_or_lower_quality_data,I_date,I_method,I,I_lower,I_upper,Rt,date,Netau SIR,Netau SIR upper,Netau SIR lower,Netau SIR error criteria met,E,E_upper,E_lower,Netau SEIR,Netau SEIR upper,Netau SEIR lower,Netau SEIR error criteria met,frac_variant,Rt_variant,Rt_variant_lower,Rt_variant_upper,Netau SIR variant,Netau SIR variant upper,Netau SIR variant lower,Netau SIR variant error criteria met,Netau SEIR variant,Netau SEIR variant upper,Netau SEIR variant lower,Netau SEIR variant error criteria met,Netau_HMM_assigned_median,Netau_HMM_assigned_95%_ci_lower,Netau_HMM_assigned_95%_ci_upper,Netau_MSD_assigned_median,Netau_MSD_assigned_95%_ci_lower,Netau_MSD_assigned_95%_ci_upper,frac_assigned
0,24.0,,,,,,,1.0,1.0,2.825696992564984,1.0,1.0,1.3845148965285778,9,pre-B.1.177,48,48,12-Jun-20,0.8,1.0,1.0,0.0,04 June 2020 to 17 June 2020,Non-overlapping 14-day weighted estimates,4034.843012,0.0,21327.02735,0.9,2020-06-10,1761.2409973015872,10473.093787946427,0.0,False,1274.456442983766,14782.57187069805,-5619.95991,3049.5793961893974,inf,581.7960428274515,False,1.0,0.9,0.8,1.0,1761.2409973015872,10473.093787946427,0.0,False,3049.5793961893974,inf,581.7960428274515,False,,,,,,,
1,25.0,,,,,,,1.0371978559992594,1.0,14.565288536824376,1.0,1.0,5.109702569567308,9,pre-B.1.177,104,104,19-Jun-20,0.8,1.0,1.0,0.0,Interpolated,Interpolated,2017.421506,0.0,15274.762832,0.9,2020-06-17,880.6204986507936,7500.999604999999,0.0,False,235.8025136883116,10307.93845616883,-4570.077289285714,1098.510576492034,inf,537.1644561156139,False,1.0,0.9,0.8,1.0,880.6204986507936,7500.999604999999,0.0,False,1098.510576492034,inf,537.1644561156139,False,,,,,,,
2,26.0,,,,,,,1.0,1.0,3.3544221520991235,1.0,1.0,1.722307479877646,9,pre-B.1.177,40,40,26-Jun-20,0.7,0.9,1.0,0.0,18 June 2020 to 01 July 2020,Non-overlapping 14-day weighted estimates,0.0,0.0,9222.498314,0.8,2020-06-24,0.0,5175.891910918368,0.0,False,-308.78900603571424,6636.156457246754,-3273.163464,inf,inf,507.0828814417856,False,1.0,0.8,0.7,0.9,0.0,5175.891910918368,0.0,False,inf,inf,507.0828814417856,False,,,,,,,
3,27.0,,,,,,,1.0,1.0,6.91371973179931,1.0,1.0,4.155384524794972,9,pre-B.1.177,76,76,03-Jul-20,0.8,1.0,1.0,0.0,Interpolated,Interpolated,576.4061445,0.0,7493.27988,0.9,2020-07-01,251.60585672619047,3679.735655357143,0.0,False,561.4345563311689,5322.399595051948,-1976.2496387142853,980.4523045710752,inf,204.76055911666984,False,1.0,0.9,0.8,1.0,251.60585672619047,3679.735655357143,0.0,False,980.4523045710752,inf,204.76055911666984,False,,,,,,,
4,28.0,226.6110451646574,69.91185215208748,664.161895673158,,,,1.0,1.0,4.800102522274479,1.0,1.0,3.8090276935884937,9,pre-B.1.177,12,12,10-Jul-20,0.7,0.9,1.0,0.0,02 July 2020 to 15 July 2020,Non-overlapping 14-day weighted estimates,1152.812289,0.0,5764.061446,0.8,2020-07-08,566.1131776339284,3234.9324441836734,0.0,False,999.3535103766231,5182.040956285713,-1543.9450302214286,1973.047408646628,inf,180.52078372562863,False,1.0,0.8,0.7,0.9,566.1131776339284,3234.9324441836734,0.0,False,1973.047408646628,inf,180.52078372562863,False,,,,,,,
5,29.0,166.54669663971396,45.80125376646913,400.137806296196,349.6633229409416,81.014629927429,12063.050160559347,1.0,1.0,13.142883856353714,1.0,1.0,7.860760923589031,9,pre-B.1.177,107,107,17-Jul-20,0.7,1.0,1.0,0.0,Interpolated,Interpolated,2305.6245785,288.2030723,9510.701388,0.85,2020-07-15,1065.6248051890757,5337.638534081632,113.22263554642856,False,1751.6758162402596,8028.514158974024,-954.4387459285716,3299.905183084172,599043.4699165152,18.334871657343943,False,1.0,0.85,0.7,1.0,1065.6248051890757,5337.638534081632,113.22263554642856,False,3299.905183084172,599043.4699165152,18.334871657343943,False,,,,,,,
6,30.0,,,,,,,2.552187052734813,1.0,15.657145064283572,1.5104638121318346,1.0,12.042971094953469,9,pre-B.1.177,67,67,24-Jul-20,0.7,1.0,1.0,0.0,16 July 2020 to 29 July 2020,Non-overlapping 14-day weighted estimates,3458.436868,576.4061446,13257.34133,0.85,2020-07-22,1598.4372078991596,7440.344623979592,226.44527109285715,False,2009.935712211039,9392.800131812335,-1600.0884862714283,3996.244667685148,499516.5127488702,31.05336296378797,False,1.0,0.85,0.7,1.0,1598.4372078991596,7440.344623979592,226.44527109285715,False,3996.244667685148,499516.5127488702,31.05336296378797,False,,,,,,,
7,31.0,319.0644770332918,90.71548292380622,895.1268517268745,125.09342218212844,125.09342218212844,125.09342218212844,1.8508231717832293,1.0,8.264677086113126,1.000783229769066,1.0,7.238806111391363,9,pre-B.1.177,33,33,31-Jul-20,0.7,0.9,1.0,0.0,Interpolated,Interpolated,2882.030723,576.4061446,10375.310605,0.8,2020-07-29,1415.282944330357,5822.878400765306,251.60585676984124,False,1077.9543482142856,6523.869546942856,-2526.4555048285715,2671.97972270962,278060.4898016272,159.9860980304479,False,1.0,0.8,0.7,0.9,1415.282944330357,5822.878400765307,251.60585676984124,False,2584.9718871610694,269569.12256118946,159.98609803044786,False,,,,,,,
8,32.0,,,,,,,1.0,1.0,10.264285267202691,1.0,1.0,7.158264159260034,9,pre-B.1.177,97,99,,,,,,,,,,,,2020-08-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,33.0,146.42472742553215,36.77356821501343,325.67723423400776,267.25971124342584,62.2931171269141,20525.21343302381,1.0,1.0,10.418492707808966,1.0,1.0,6.838204182002408,9,pre-B.1.177,128,132,,,,,,,,,,,,2020-08-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
