,Rt_date,Epiweek,Rt_lower,Rt_upper,Rt_estimate_certainty_criteria_met,Rt_estimate_based_on_fewer_days_or_lower_quality_data,I_date,I_method,I,I_lower,I_upper,Rt,date,Netau SIR,Netau SIR upper,Netau SIR lower,Netau SIR error criteria met,E,E_upper,E_lower,Netau SEIR,Netau SEIR upper,Netau SEIR lower,Netau SEIR error criteria met,frac_variant,Rt_variant,Rt_variant_lower,Rt_variant_upper,Netau SIR variant,Netau SIR variant upper,Netau SIR variant lower,Netau SIR variant error criteria met,Netau SEIR variant,Netau SEIR variant upper,Netau SEIR variant lower,Netau SEIR variant error criteria met
5,03-Jul-20,27,0.8,1.0,1,0,Interpolated,Interpolated,2580.629534,234.6026849,10557.1208235,0.9,2020-07-01,1126.4652727777775,5184.300404397321,92.16534049642858,False,1910.3361487402592,8573.661760090907,-1480.7390242597403,3411.504543726181,766085.3563712613,57.785687379632535,False,0.0,0.9,0.8,1.0,0.0,0.0,0.0,False,,,,False
6,10-Jul-20,28,0.7,0.9,1,0,02 July 2020 to 15 July 2020,Non-overlapping 14-day weighted estimates,3753.642959,469.2053698,13137.75036,0.8,2020-07-08,1843.306810223214,7373.227242857143,204.81186776984129,False,2198.257625785714,9729.917851287662,-1905.765966940909,4634.5016711006765,625485.7282548816,68.56761434709351,False,0.0,0.8,0.7,0.9,0.0,0.0,0.0,False,,,,False
7,17-Jul-20,29,0.7,1.0,1,0,Interpolated,Interpolated,3284.437589,469.2053698,12199.33962,0.85,2020-07-15,1518.017373067227,6846.568154081632,184.3306809928572,False,1590.4233964675327,8966.69742802987,-2458.7580104766234,3344.0994583476645,535861.7326371631,127.47035661221128,False,0.0,0.85,0.7,1.0,0.0,0.0,0.0,False,inf,inf,inf,False
8,24-Jul-20,30,0.7,1.0,1,0,16 July 2020 to 29 July 2020,Non-overlapping 14-day weighted estimates,2815.232219,469.2053698,11260.92888,0.85,2020-07-22,1301.157748277311,6319.909065306122,184.3306809928572,False,1183.6771829493505,7399.124941786363,-2307.94199866948,2625.33442877499,416485.0571423122,117.9504204636692,False,0.05,0.85,0.7,1.0,65.05788741386554,315.9954532653061,9.21653404964286,False,155.38619390584412,18113.59061803636,0.9172101719047625,False
9,31-Jul-20,31,0.7,0.9,1,0,Interpolated,Interpolated,1642.2187944,234.6026849,6334.2724945,0.8,2020-07-29,806.446729392857,3554.9488489540818,102.40593388492064,False,594.1236824649351,5063.761849387013,-2285.0910877168826,1495.5132816490277,310787.51088572433,289.7410546965441,False,0.0,0.8,0.7,0.9,0.0,0.0,0.0,False,inf,inf,inf,False
10,21-Aug-20,34,0.8,1.0,1,0,13 August 2020 to 26 August 2020,Non-overlapping 14-day weighted estimates,1407.616109,0.0,7976.491287,0.9,2020-08-19,614.4356031349206,3917.0269712946415,0.0,False,1672.686675323377,7115.773645365584,-904.8960708214285,2942.352716645468,inf,40.3292516757001,False,0.1666666666666666,0.9,0.8,1.0,102.40593385582007,652.8378285491068,0.0,False,530.468653173148,inf,1.1248861507795649,False
11,11-Sep-20,37,0.9,1.1,1,0,Interpolated,Interpolated,5865.067123000001,2111.424164,13137.75036,1.0,2020-09-09,2304.133512607143,5734.7323,754.0800585714285,True,4305.111607850649,9981.27787090909,45.70182163636374,6928.1748171679765,110498.35367801898,126.4945995427869,False,0.1363636363636363,1.0,0.9,1.1,314.2000244464285,782.0089499999996,102.82909889610383,True,1179.390826406059,18531.834600503404,19.90589057916745,False
12,18-Sep-20,38,1.2,1.5,1,0,10 September 2020 to 23 September 2020,Non-overlapping 14-day weighted estimates,6568.875178,2815.232219,13137.75036,1.35,2020-09-16,1911.5774327513227,4301.049225000001,737.3227240238095,True,5543.630976720779,11539.709991837664,831.773154185065,6499.469309072725,70817.42140864671,265.1521761687235,False,0.2584269662921348,1.35,1.2,1.5,494.0031567784317,1111.5071030898876,190.544074747726,True,2462.450695186147,23277.203481884786,202.07132935577525,False
13,25-Sep-20,39,1.2,1.5,1,0,Interpolated,Interpolated,15014.571834,9853.3127645,22521.857755,1.35,2020-09-23,4369.319845873016,7373.227241220238,2580.629533559524,True,11809.350736051949,18518.37816975974,6178.886295896104,13945.44916290976,55961.6919830157,2988.996294590788,False,0.4158415841584158,1.35,1.2,1.5,1816.9448864026401,3066.09449634901,1073.133073361386,True,7117.675488805596,27334.482693472833,1708.7171814317023,False
14,02-Oct-20,40,1.2,1.5,1,0,24 September 2020 to 07 October 2020,Non-overlapping 14-day weighted estimates,23460.26849,16891.39331,31905.96515,1.35,2020-09-30,6827.062258994708,10445.405257440478,4423.936343095238,True,17873.98248031169,25698.134364360387,10922.73539142857,21192.785933179566,64312.40007218068,6350.41968873242,True,0.6111111111111112,1.35,1.2,1.5,4172.093602718989,6383.303212880292,2703.5166541137564,True,14078.258830236802,41507.632430744394,4494.842750858501,True
15,09-Oct-20,41,1.2,1.5,1,0,Interpolated,Interpolated,38709.44301,30498.349035,48562.75578000001,1.35,2020-10-07,11264.65272777778,15898.521237500005,7987.6628425,True,27649.60215038961,36844.80868714286,19249.607312142853,33104.28556773567,78301.44059427523,13347.212052212437,True,0.6651162790697674,1.35,1.2,1.5,7492.303907312662,10574.365288197676,5312.7245882674415,True,21674.9447427242,51075.70453971505,8805.155643306198,True
16,16-Oct-20,42,1.2,1.5,1,0,08 October 2020 to 21 October 2020,Non-overlapping 14-day weighted estimates,53958.61753,44105.30476,65219.54641,1.35,2020-10-14,15702.243196560848,21351.637217559528,11551.389341904762,True,34459.1735888961,44975.16277431818,24710.975009999995,42161.82421805273,90133.04984973567,19017.26255052389,True,0.611764705882353,1.35,1.2,1.5,9606.078190837225,13062.178062507006,7066.732303282913,True,25310.217536848933,54442.5217369993,11299.3088999046,True
17,23-Oct-20,43,1.1,1.3,1,0,Interpolated,Interpolated,62169.711500000005,51612.59068,74369.05112,1.2000000000000002,2020-10-21,20353.179360119044,26560.3754,15597.21146923077,True,37429.79200012987,49010.63363240259,26845.25008694805,52238.28406808264,105335.22378000613,25013.34451060656,True,0.6067961165048543,1.204460966542751,1.1040892193308551,1.3048327137546467,12304.488600934967,16057.04104323984,9429.274283582967,True,34507.77275769469,69366.94616775747,16604.507739904057,True
