,Rt_date,Epiweek,Rt_lower,Rt_upper,Rt_estimate_certainty_criteria_met,Rt_estimate_based_on_fewer_days_or_lower_quality_data,I_date,I_method,I,I_lower,I_upper,Rt,date,Netau SIR,Netau SIR upper,Netau SIR lower,Netau SIR error criteria met,E,E_upper,E_lower,Netau SEIR,Netau SEIR upper,Netau SEIR lower,Netau SEIR error criteria met,frac_variant,Rt_variant,Rt_variant_lower,Rt_variant_upper,Netau SIR variant,Netau SIR variant upper,Netau SIR variant lower,Netau SIR variant error criteria met,Netau SEIR variant,Netau SEIR variant upper,Netau SEIR variant lower,Netau SEIR variant error criteria met
0,29-May-20,22,,,1,0,21 May 2020 to 03 June 2020,Non-overlapping 14-day weighted estimates,33292.68969,17708.8775,56668.40799,,2020-05-27,,,,False,,,,,,,False,0.0,,,,,,,False,,,,False
1,05-Jun-20,23,,,1,0,Interpolated,Interpolated,19479.7652445,9208.61629995,37188.642745,,2020-06-03,,,,False,4705.501734642857,20284.71422454545,-6968.558286866884,,,,False,0.0,,,,,,,False,,,,False
2,12-Jun-20,24,0.8,1.0,1,0,04 June 2020 to 17 June 2020,Non-overlapping 14-day weighted estimates,5666.840799,708.3550999,17708.8775,0.9,2020-06-10,2473.620983690476,8696.323772321426,278.282360675,False,-400.17463390032464,10038.863673604868,-7506.724175617207,2136.5974913365376,533763.5480000643,1025.3050502623178,False,0.0,1.773,1.576,1.97,0.0,0.0,0.0,False,,,,False
3,19-Jun-20,25,0.7,1.0,1,0,Interpolated,Interpolated,3187.59794945,354.17754995,10979.5040495,0.85,2020-06-17,1473.2595564684873,6161.966558392857,139.1411803375,False,676.1571408019479,6747.772283300648,-3601.571709767532,2164.568678017631,497965.9110243247,377.3305261669089,False,0.0,1.6744999999999999,1.379,1.97,0.0,0.0,0.0,False,,,,False
4,26-Jun-20,26,0.7,1.0,1,0,18 June 2020 to 01 July 2020,Non-overlapping 14-day weighted estimates,708.3550999,0.0,4250.130599,0.85,2020-06-24,327.39101255882355,2385.2773769897963,0.0,False,310.48031975064936,4291.527975332142,-2276.855678475,677.2870511712053,inf,479.1851875266034,False,0.0,1.6744999999999999,1.379,1.97,0.0,0.0,0.0,False,,,,False
5,03-Jul-20,27,0.7,0.9,1,0,Interpolated,Interpolated,2833.42039945,354.17754995,9562.7938495,0.8,2020-07-01,1391.411803301339,5366.874099209183,154.60131148611111,False,2456.24430729935,8403.667322454545,-565.7641381461038,4849.421566281306,511494.1497415685,2.043542255020742,False,0.0,1.576,1.379,1.773,0.0,0.0,0.0,False,,,,False
6,10-Jul-20,28,0.7,1.0,1,0,02 July 2020 to 15 July 2020,Non-overlapping 14-day weighted estimates,4958.485699,708.3550999,14875.4571,0.85,2020-07-08,2291.737087773109,8348.470821428571,278.282360675,False,3159.999698708766,10770.217315919805,-1359.213844427922,6143.511716235581,521091.3182441925,11.187622978305203,False,0.0,1.6744999999999999,1.379,1.97,0.0,0.0,0.0,False,,,,False
7,07-Aug-20,32,0.8,1.1,1,0,30 July 2020 to 12 August 2020,Non-overlapping 14-day weighted estimates,4958.485699,1416.7102,12750.3918,0.95,2020-08-05,2050.501604849624,6261.353116071427,505.9679285714285,True,2932.314130948052,9686.985977943505,-1883.580606925324,5192.829180740622,174504.9885218637,6.105357956322841,False,0.0,1.8715,1.576,2.1670000000000003,0.0,0.0,0.0,False,,,,False
8,14-Aug-20,33,0.8,1.1,1,0,Interpolated,Interpolated,6021.018349,2479.2428495,13458.7469,0.95,2020-08-12,2489.8948059774434,6609.206066964285,885.4438748214285,True,3739.5629624415583,10073.361487012986,-620.9606400974026,6543.234202009057,109685.00959569796,91.63485160139342,False,0.0,1.8715,1.576,2.1670000000000003,0.0,0.0,0.0,False,,,,False
9,21-Aug-20,34,0.9,1.1,1,0,13 August 2020 to 26 August 2020,Non-overlapping 14-day weighted estimates,7083.550999,3541.775499,14167.102,1.0,2020-08-19,2782.82360675,6184.052460317461,1264.9198210714285,True,5457.554065470779,12281.221537996753,565.7641376590906,8722.78646917989,86211.93899142573,425.3284895710572,False,0.0,1.97,1.773,2.1670000000000003,0.0,0.0,0.0,False,,,,False
