,Epiweek,Netau_HMM_median,Netau_HMM_95%_ci_lower,Netau_HMM_95%_ci_upper,Netau_MSD_median,Netau_MSD_95%_ci_lower,Netau_MSD_95%_ci_upper,c_median,c_95%_ci_lower,c_95%_ci_upper,c_MSD_median,c_MSD_95%_ci_lower,c_MSD_95%_ci_upper,T,variant,sequences_analyzed,sequences_total,Rt_date,Rt_lower,Rt_upper,Rt_estimate_certainty_criteria_met,Rt_estimate_based_on_fewer_days_or_lower_quality_data,I_date,I_method,I,I_lower,I_upper,Rt,date,Netau SIR,Netau SIR upper,Netau SIR lower,Netau SIR error criteria met,E,E_upper,E_lower,Netau SEIR,Netau SEIR upper,Netau SEIR lower,Netau SEIR error criteria met,frac_variant,Rt_variant,Rt_variant_lower,Rt_variant_upper,Netau SIR variant,Netau SIR variant upper,Netau SIR variant lower,Netau SIR variant error criteria met,Netau SEIR variant,Netau SEIR variant upper,Netau SEIR variant lower,Netau SEIR variant error criteria met,Netau_HMM_assigned_median,Netau_HMM_assigned_95%_ci_lower,Netau_HMM_assigned_95%_ci_upper,Netau_MSD_assigned_median,Netau_MSD_assigned_95%_ci_lower,Netau_MSD_assigned_95%_ci_upper,frac_assigned
0,27.0,,,,,,,3.955834178911674,1.0,10.842000228995474,1.0,1.0,7.987866268225709,9,pre-B.1.177,48,48,03-Jul-20,0.7,1.0,1.0,0.0,Interpolated,Interpolated,2656.731968,442.78866125,9298.5618865,0.85,2020-07-01,1227.9013297478991,5218.580650586735,173.9526883482143,False,1544.0098124999995,7538.908246110388,-1561.2613185633115,3069.869818530483,359330.26640658214,52.85299607424448,False,1.0,0.85,0.7,1.0,1227.9013297478991,5218.580650586735,173.9526883482143,False,3069.869818530483,359330.26640658214,52.85299607424448,False,,,,,,,
1,28.0,,,,,,,1.0213719214670132,1.0,6.581799684368196,1.0,1.0,4.397976461809381,9,pre-B.1.177,26,26,,,,,,,,,,,,2020-07-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,29.0,,,,,,,1.0,1.0,8.513397728301552,1.0,1.0,6.45948155374291,9,pre-B.1.177,92,92,,,,,,,,,,,,2020-07-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,30.0,,,,,,,1.0,1.0,2.928550419226877,1.0,1.0,2.698771125291169,9,pre-B.1.177,30,30,,,,,,,,,,,,2020-07-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,31.0,214.10444166413063,62.93194692291921,630.8166510064079,958.3910726892944,342.5720952749358,1574.2100501036527,1.0,1.0,4.886993085158598,1.0,1.0,2.5975031001740296,9,pre-B.1.177,17,17,31-Jul-20,0.8,1.0,1.0,0.0,Interpolated,Interpolated,3099.520629,442.78866125,11512.505195,0.9,2020-07-29,1352.9653539285714,5653.462372544642,173.9526883482143,False,1690.6476158181815,8461.86383291396,-1751.0278877240255,3231.462704837662,442480.6813257618,58.4035368858708,False,1.0,0.9,0.8,1.0,1352.9653539285714,5653.462372544642,173.9526883482143,False,3231.462704837662,442480.6813257618,58.4035368858708,False,,,,,,,
5,32.0,,,,,,,1.0,1.0,4.890048354656897,1.0,1.0,3.0951931459293927,9,pre-B.1.177,11,11,07-Aug-20,0.8,1.0,1.0,0.0,30 July 2020 to 12 August 2020,Non-overlapping 14-day weighted estimates,2656.731968,0.0,10626.92787,0.9,2020-08-05,1159.684589206349,5218.580650446428,0.0,False,1638.8930971071427,8358.354793855518,-2372.0821143749995,3031.7761938854464,inf,208.01102729606063,False,1.0,0.9,0.8,1.0,1159.684589206349,5218.580650446428,0.0,False,2867.7929007629714,inf,210.31265323561828,False,,,,,,,
6,33.0,165.70610080619656,62.401519917754726,429.85828899917647,489.0987143138306,69.14690387848508,1930.5434343217728,1.0,1.0,6.987413573085416,1.0,1.0,3.504554010563861,9,pre-B.1.177,25,29,14-Aug-20,0.8,0.9,1.0,0.0,Interpolated,Interpolated,3985.0979515,442.78866125,12398.082515,0.8500000000000001,2020-08-12,1841.851994390756,6088.344092187499,193.2807648313492,False,2742.989498941558,9798.85556844156,-1845.9111722240257,5250.008214518793,546429.7257785994,69.31525199985063,False,0.8620689655172413,0.8500000000000001,0.8,0.9,1587.8034434403069,5248.572493265085,166.6213489925424,False,4282.969391264685,460710.69988029805,96.46823498704651,False,,,,,,,
7,34.0,,,,,,,1.9847061856280312,1.0,10.379582035763043,1.0,1.0,7.709705914187521,9,pre-B.1.177,126,159,21-Aug-20,0.8,1.0,1.0,0.0,13 August 2020 to 26 August 2020,Non-overlapping 14-day weighted estimates,5313.463935,885.5773225,14169.23716,0.9,2020-08-19,2319.3691779761903,6958.107533928571,347.9053766964286,True,4036.852470097402,11239.356343563311,-1129.973661448052,7182.357556069714,357997.0357074666,1.656065753031797,False,0.7924528301886793,0.9,0.8,1.0,1837.9906693396224,5513.972008018868,275.69860040094346,True,5346.805835759219,274983.2949265227,7.627463972316752,False,,,,,,,
8,35.0,,,,,,,2.434825016085832,1.0,10.125994639152731,1.9657871424090207,1.0,8.575144077144929,9,pre-B.1.177,201,233,,,,,,,,,,,,2020-08-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,36.0,,,,,,,2.1480788705562546,1.0,7.985520486555493,1.646757981816287,1.0,6.485258010948694,9,pre-B.1.177,236,292,,,,,,,,,,,,2020-09-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
