,Epiweek,Netau_HMM_median,Netau_HMM_95%_ci_lower,Netau_HMM_95%_ci_upper,Netau_MSD_median,Netau_MSD_95%_ci_lower,Netau_MSD_95%_ci_upper,c_median,c_95%_ci_lower,c_95%_ci_upper,c_MSD_median,c_MSD_95%_ci_lower,c_MSD_95%_ci_upper,T,variant,sequences_analyzed,sequences_total,Rt_date,Rt_lower,Rt_upper,Rt_estimate_certainty_criteria_met,Rt_estimate_based_on_fewer_days_or_lower_quality_data,I_date,I_method,I,I_lower,I_upper,Rt,date,Netau SIR,Netau SIR upper,Netau SIR lower,Netau SIR error criteria met,E,E_upper,E_lower,Netau SEIR,Netau SEIR upper,Netau SEIR lower,Netau SEIR error criteria met,frac_variant,Rt_variant,Rt_variant_lower,Rt_variant_upper,Netau SIR variant,Netau SIR variant upper,Netau SIR variant lower,Netau SIR variant error criteria met,Netau SEIR variant,Netau SEIR variant upper,Netau SEIR variant lower,Netau SEIR variant error criteria met,Netau_HMM_assigned_median,Netau_HMM_assigned_95%_ci_lower,Netau_HMM_assigned_95%_ci_upper,Netau_MSD_assigned_median,Netau_MSD_assigned_95%_ci_lower,Netau_MSD_assigned_95%_ci_upper,frac_assigned
0,31.0,,,,,,,12.589533830243855,1.331586605325617,23.80054259473589,6.527141425893326,1.0,9.61119512566181,9,pre-B.1.177,54,54,,,,,,,,,,,,2020-07-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,32.0,,,,,,,1.3119467956351996,1.0,2.4351126112225354,1.0,1.0,1.0,9,pre-B.1.177,27,27,,,,,,,,,,,,2020-08-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,33.0,,,,,,,5.5117494869441295,1.0,8.649249075475556,3.6568701613484857,1.0,6.898971818297543,9,pre-B.1.177,52,55,,,,,,,,,,,,2020-08-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,34.0,,,,,,,14.336228772163505,1.0,23.356247255067224,14.600932624660304,1.0,26.539525029233005,9,pre-B.1.177,107,143,,,,,,,,,,,,2020-08-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,35.0,169.9880638451708,60.63739692846452,430.7517364025774,,,,1.0,1.0,4.373272655866838,1.0,1.0,4.127915798309912,9,pre-B.1.177,119,151,,,,,,,,,,,,2020-08-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,36.0,,,,,,,1.0,1.0,2.97868422164047,1.0,1.0,3.4485221276605778,9,pre-B.1.177,158,203,,,,,,,,,,,,2020-09-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,37.0,830.3260936371995,321.9167373688406,2542.6861203371645,537.2317889141224,537.2317889141224,537.2317889141224,2.472844562249393,1.0,7.087265556987164,1.0,1.0,6.289685697811144,9,pre-B.1.177,112,169,11-Sep-20,0.9,1.2,1.0,0.0,Interpolated,Interpolated,4926.358233000001,1642.119411,11494.835876,1.05,2020-09-09,1843.195257244898,5017.587088730159,537.5986166964286,True,3684.105561691559,9260.913690282468,-1156.947766626623,5630.830510376932,114515.49469083436,6.704114987445073,False,0.6627218934911243,1.05,0.9,1.2,1221.5258509551988,3325.264816199868,356.2783731952663,True,3591.791375919842,77225.4028478223,12.60791135014418,False,,,,,,,
7,38.0,739.7577630281312,222.7723037416078,1893.866634237857,994.8355784069488,405.7138635855104,7701.846859017156,1.0,1.0,5.276068363428454,1.0,1.0,4.497624147493042,9,pre-B.1.177,90,127,18-Sep-20,0.9,1.6,1.0,0.0,10 September 2020 to 23 September 2020,Non-overlapping 14-day weighted estimates,7115.850781,2736.865685,14231.70156,1.25,2020-09-16,2236.410245457143,6212.25068095238,671.9982708705356,True,5758.081051665584,12043.986198097402,789.070367074675,7320.154018571871,110115.09168169464,214.48983055911603,False,0.7086614173228346,1.25,0.9,1.6,1584.8576542609674,4402.382372328459,476.219247073608,True,5051.219322493717,75944.09022984664,153.4241070326694,False,,,,,,,
8,39.0,630.8048294939999,175.25839870010242,1487.4517991170335,1128.3075047026696,271.6372192382989,41777.02207217704,2.0148836373886647,1.0,9.4345899568241,1.259854418649758,1.0,6.845162864452157,9,pre-B.1.177,166,255,25-Sep-20,1.1,1.4,1.0,0.0,Interpolated,Interpolated,13684.3284255,8210.5970575,21621.23891,1.25,2020-09-23,4300.788933728572,7721.871039285714,2303.994072257653,True,10279.240988824677,17423.526736461037,4361.213243766233,13188.766121806384,66312.11355410633,2051.264579918199,False,0.6509803921568628,1.25,1.1,1.4,2799.729266662521,5026.786637338935,1499.8549646853742,True,8281.234522723087,42129.59179396668,1237.6532439928274,False,,,,,,,
9,40.0,202.1573869144637,63.97365920718546,463.3112961406281,1486.3477751836356,304.7329736990393,5875.394328741886,3.7398026665641737,1.0,21.58089597924207,3.035355038284593,1.0,19.639625277478025,9,pre-B.1.177,227,374,02-Oct-20,1.1,1.4,1.0,0.0,24 September 2020 to 07 October 2020,Non-overlapping 14-day weighted estimates,20252.80607,13684.32843,29010.77626,1.25,2020-09-30,6365.167622,10360.99152142857,3839.990120663265,True,12982.340148983763,20691.77088871753,6349.883830422076,17140.93958729787,64472.687177137785,3882.324297993807,False,0.606951871657754,1.25,1.1,1.4,3863.350401588235,6288.62319616119,2330.6891908838534,True,9493.29196426236,36252.97537153958,2069.832289717584,False,,,,,,,
