,Epiweek,Netau_HMM_median,Netau_HMM_95%_ci_lower,Netau_HMM_95%_ci_upper,Netau_MSD_median,Netau_MSD_95%_ci_lower,Netau_MSD_95%_ci_upper,c_median,c_95%_ci_lower,c_95%_ci_upper,c_MSD_median,c_MSD_95%_ci_lower,c_MSD_95%_ci_upper,T,variant,sequences_analyzed,sequences_total,Rt_date,Rt_lower,Rt_upper,Rt_estimate_certainty_criteria_met,Rt_estimate_based_on_fewer_days_or_lower_quality_data,I_date,I_method,I,I_lower,I_upper,Rt,date,Netau SIR,Netau SIR upper,Netau SIR lower,Netau SIR error criteria met,E,E_upper,E_lower,Netau SEIR,Netau SEIR upper,Netau SEIR lower,Netau SEIR error criteria met,frac_variant,Rt_variant,Rt_variant_lower,Rt_variant_upper,Netau SIR variant,Netau SIR variant upper,Netau SIR variant lower,Netau SIR variant error criteria met,Netau SEIR variant,Netau SEIR variant upper,Netau SEIR variant lower,Netau SEIR variant error criteria met,Netau_HMM_assigned_median,Netau_HMM_assigned_95%_ci_lower,Netau_HMM_assigned_95%_ci_upper,Netau_MSD_assigned_median,Netau_MSD_assigned_95%_ci_lower,Netau_MSD_assigned_95%_ci_upper,frac_assigned
0,29.0,,,,,,,1.0,1.0,10.15158823647573,1.0,1.0,5.225990980104119,9,pre-B.1.177,98,98,17-Jul-20,0.8,1.0,1.0,0.0,Interpolated,Interpolated,3325.31632015,604.6029675,10882.8534145,0.9,2020-07-15,1451.5269651448414,5344.258373191964,237.522594375,False,1684.251123225,7555.574096422402,-2067.0354694353896,3294.2733754831547,276135.442600465,77.20466365709731,False,1.0,0.9,0.8,1.0,1451.5269651448414,5344.258373191963,237.522594375,False,3257.105242578481,272991.5068907404,77.63273086744802,False,,,,,,,
1,30.0,,,,,,,1.0,1.0,9.789913069877404,1.0,1.0,3.922268655535375,9,pre-B.1.177,29,29,,,,,,,,,,,,2020-07-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,31.0,,,,,,,1.19297653836292,1.0,6.194363249051908,1.0,1.0,3.1529127914274917,9,pre-B.1.177,18,18,,,,,,,,,,,,2020-07-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,32.0,,,,,,,1.0,1.0,6.503727473366594,1.0,1.0,2.045588330150967,9,pre-B.1.177,16,16,,,,,,,,,,,,2020-08-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,33.0,245.36510092221368,83.49492402004977,761.1585224129394,1952.5643930616595,847.0323915954741,18235.77266962803,1.0,1.0,5.491567597191197,1.0,1.0,2.330288094248742,9,pre-B.1.177,15,16,14-Aug-20,0.8,1.0,1.0,0.0,Interpolated,Interpolated,2116.1103860000003,302.30148365,7859.8385755,0.9,2020-08-12,923.6989780158732,3859.742157611607,118.7612971482143,False,2125.925369159416,7720.465813081168,-1584.1382948240262,3711.953055851476,394326.7727612012,82.12710341891001,False,0.9375,0.9,0.8,1.0,865.967791889881,3618.508272760881,111.33871607645092,False,2839.7478685349392,333796.09785179293,114.44444638795292,False,,,,,,,
5,34.0,,,,,,,1.2091892353451612,1.0,6.944993310132992,1.0,1.0,4.883548993130348,9,pre-B.1.177,70,107,,,,,,,,,,,,2020-08-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,35.0,,,,,,,1.0,1.0,7.46008813088093,1.0,1.0,6.881846573196523,9,pre-B.1.177,149,187,,,,,,,,,,,,2020-08-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,36.0,,,,,,,3.484227700112838,1.0,14.369721890394995,2.4857772203187007,1.0,11.914332012826415,9,pre-B.1.177,219,271,,,,,,,,,,,,2020-09-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,37.0,,,,,,,1.0,1.0,4.521777344483658,1.0,1.0,3.899099238777576,9,pre-B.1.177,103,140,11-Sep-20,0.9,1.2,1.0,0.0,Interpolated,Interpolated,7859.8385755,2720.713353,16626.581599999998,1.05,2020-09-09,2940.7559296088434,7257.634825396824,890.7097286607144,True,5388.4257965454535,11984.09453045162,447.563235594156,8355.062443587418,131330.5003048649,197.64990779843865,False,0.7357142857142858,1.05,0.9,1.2,2163.5561482122207,5339.545621541949,655.3078718003828,True,5938.776247185117,95188.11116253592,102.7991469872396,False,,,,,,,
9,38.0,605.0560070860729,177.42774917770603,1572.2635566384338,1112.577108011984,351.5502510796399,1366.2515399559672,1.0,1.0,4.277249356428698,1.0,1.0,3.642818325712048,9,pre-B.1.177,44,64,18-Sep-20,1.0,1.3,1.0,0.0,10 September 2020 to 23 September 2020,Non-overlapping 14-day weighted estimates,7255.235608,3023.014837,13905.86825,1.15,2020-09-16,2478.496636273292,5463.0196696428575,913.5484397527472,True,4993.863470405845,11212.636849811688,-229.67060757467488,7064.697782555978,81993.97736037929,169.56730081450715,False,0.6875,1.15,1.0,1.3,1703.9664374378883,3755.826022879464,628.0645523300138,True,4664.992041128249,55314.210597381934,90.79854778616682,False,,,,,,,
