,Rt_date,Epiweek,Rt_lower,Rt_upper,Rt_estimate_certainty_criteria_met,Rt_estimate_based_on_fewer_days_or_lower_quality_data,I_date,I_method,I,I_lower,I_upper,Rt,date,Netau SIR,Netau SIR upper,Netau SIR lower,Netau SIR error criteria met,E,E_upper,E_lower,Netau SEIR,Netau SEIR upper,Netau SEIR lower,Netau SEIR error criteria met,frac_variant,Rt_variant,Rt_variant_lower,Rt_variant_upper,Netau SIR variant,Netau SIR variant upper,Netau SIR variant lower,Netau SIR variant error criteria met,Netau SEIR variant,Netau SEIR variant upper,Netau SEIR variant lower,Netau SEIR variant error criteria met
0,29-May-20,22,,,1,0,21 May 2020 to 03 June 2020,Non-overlapping 14-day weighted estimates,0.0,0.0,9673.647477,,2020-05-27,,,,False,,,,,,,False,0.0,,,,,,,False,,,,False
1,05-Jun-20,23,,,1,0,Interpolated,Interpolated,906.904451,0.0,9975.9489585,,2020-06-03,,,,False,883.3484912337661,7643.908941779221,-2072.924459357143,,,,False,0.0,,,,,,,False,,,,False
2,12-Jun-20,24,0.7,0.9,1,0,04 June 2020 to 17 June 2020,Non-overlapping 14-day weighted estimates,1813.808902,0.0,10278.25044,0.8,2020-06-10,890.7097286607142,5768.405859183674,0.0,False,1507.5814250746753,8650.926221103895,-2072.9244588964284,2986.7094140469694,inf,182.49034855830396,False,0.0,1.36,1.19,1.53,0.0,0.0,0.0,False,,,,False
3,19-Jun-20,25,0.7,0.9,1,0,Interpolated,Interpolated,3325.3163205,302.30148365,14208.16973,0.8,2020-06-17,1632.9678359598213,7973.972807653061,131.95699683134922,False,2461.597795733766,11636.644123246751,-1908.0327400811689,4945.449563651436,1240061.2943262735,79.21359622625776,False,0.0,1.36,1.19,1.53,0.0,0.0,0.0,False,,,,False
4,26-Jun-20,26,0.7,0.9,1,0,18 June 2020 to 01 July 2020,Non-overlapping 14-day weighted estimates,4836.823739,604.6029673,18138.08902,0.8,2020-06-24,2375.2259432589285,10179.539756122447,263.91399366269843,False,2508.709715282143,12290.322008071753,-2650.0454732230514,5478.114274940974,859458.4536675538,100.6874098029204,False,0.0,1.36,1.19,1.53,0.0,0.0,0.0,False,,,,False
5,03-Jul-20,27,0.7,0.9,1,0,Interpolated,Interpolated,2720.7133531500003,302.30148365,11487.4563795,0.8,2020-07-01,1336.0645930647322,6447.041845637755,131.95699683134922,False,1160.1310184581168,8468.367536594806,-3592.2838643240257,2718.4060808126665,739325.4590027034,411.2968783501147,False,0.0,1.36,1.19,1.53,0.0,0.0,0.0,False,,,,False
6,17-Jul-20,29,0.8,1.0,1,0,Interpolated,Interpolated,3325.31632015,604.6029675,10882.8534145,0.9,2020-07-15,1451.5269651448414,5344.258373191964,237.522594375,False,1684.251123225,7555.574096422402,-2067.0354694353896,3294.2733754831547,276135.442600465,77.20466365709731,False,0.0,1.53,1.36,1.7,0.0,0.0,0.0,False,,,,False
7,14-Aug-20,33,0.8,1.0,1,0,Interpolated,Interpolated,2116.1103860000003,302.30148365,7859.8385755,0.9,2020-08-12,923.6989780158732,3859.742157611607,118.7612971482143,False,2125.925369159416,7720.465813081168,-1584.1382948240262,3711.953055851476,394326.7727612012,82.12710341891001,False,0.0,1.53,1.36,1.7,0.0,0.0,0.0,False,,,,False
8,11-Sep-20,37,0.9,1.2,1,0,Interpolated,Interpolated,7859.8385755,2720.713353,16626.581599999998,1.05,2020-09-09,2940.7559296088434,7257.634825396824,890.7097286607144,True,5388.4257965454535,11984.09453045162,447.563235594156,8355.062443587418,131330.5003048649,197.64990779843865,False,0.0,1.785,1.53,2.04,0.0,0.0,0.0,False,,,,False
9,18-Sep-20,38,1.0,1.3,1,0,10 September 2020 to 23 September 2020,Non-overlapping 14-day weighted estimates,7255.235608,3023.014837,13905.86825,1.15,2020-09-16,2478.496636273292,5463.0196696428575,913.5484397527472,True,4993.863470405845,11212.636849811688,-229.67060757467488,7064.697782555978,81993.97736037929,169.56730081450715,False,0.0,1.9549999999999998,1.7,2.21,0.0,0.0,0.0,False,,,,False
10,25-Sep-20,39,1.1,1.3,1,0,Interpolated,Interpolated,12696.662314,7859.838573499999,19649.59644,1.2000000000000002,2020-09-23,4156.645400416666,7017.713014285714,2375.2259425412085,True,9257.49218812987,15511.599507331168,4028.069117883116,12427.886294937463,56176.62177180273,2173.4442986604854,False,0.0,2.04,1.87,2.21,0.0,0.0,0.0,False,,,,False
11,02-Oct-20,40,1.0,1.3,1,0,24 September 2020 to 07 October 2020,Non-overlapping 14-day weighted estimates,18138.08902,12696.66231,25393.32463,1.15,2020-09-30,6196.24159068323,9975.948961785714,3836.9034453296704,True,12225.543118461035,18838.878825029216,6536.778832305194,17364.117935315026,60537.18664090976,4402.361708309872,False,0.0,1.9549999999999998,1.7,2.21,0.0,0.0,0.0,False,,,,False
12,09-Oct-20,41,1.3,1.6,1,0,Interpolated,Interpolated,23579.515725,17835.787535,31137.05282,1.4500000000000002,2020-10-07,6388.5387432266,9409.548929120878,4379.322832254464,True,15193.594048246752,22166.15814272727,9210.380267727272,17274.00494944554,48139.96323892478,5768.310690875956,True,0.0,2.4650000000000003,2.21,2.72,0.0,0.0,0.0,False,,,,False
13,16-Oct-20,42,1.3,1.5,1,0,08 October 2020 to 21 October 2020,Non-overlapping 14-day weighted estimates,29020.94243,22974.91276,36880.78101,1.4,2020-10-14,8143.631804336735,11145.29096456044,6017.239056190476,True,18032.087200032463,25234.321901103896,11689.645034220775,21407.713804308423,50749.5094561953,8533.252844756362,True,0.0,2.38,2.21,2.55,0.0,0.0,0.0,False,inf,inf,inf,False
14,23-Oct-20,43,1.2,1.4,1,0,Interpolated,Interpolated,33857.76617,27207.13353,41717.604745,1.2999999999999998,2020-10-21,10231.7425239011,13657.54917247024,7634.654817091837,True,20540.79691636364,27807.810502207794,13674.234643441556,26412.399435591567,58164.47366603675,11241.85804050275,True,0.0046189376443418,2.19771531956948,2.028660294987213,2.366770344151748,27.95526535081565,37.315287231509366,20.85947733488414,True,153.04147049909628,308.24534089683993,75.0382240200779,True
15,30-Oct-20,44,1.2,1.4,1,0,22 October 2020 to 04 November 2020,Non-overlapping 14-day weighted estimates,38694.58991,31439.3543,46554.42848,1.2999999999999998,2020-10-28,11693.420027747256,15241.033133333336,8822.267788265306,True,22401.71773840909,29863.067990454543,15270.150918019475,29152.176327933452,60808.65547976153,13150.92050580195,True,0.0149812734082397,2.186468607299715,2.0182787144305068,2.3546585001689246,104.15746126272656,135.7573160309136,78.58308460870974,True,410.3440733313921,807.8368894602518,204.51796151370075,True
16,06-Nov-20,45,1.1,1.4,1,0,Interpolated,Interpolated,39903.795845,32950.86172,48065.9359,1.25,2020-11-04,12541.192979857144,17166.405678571427,9246.415278571429,True,22283.937939545453,30104.51657961038,15382.041728961036,30459.298180249138,66230.86752623197,13638.134991410112,True,0.0337078651685393,2.0775881662184172,1.8282775862722074,2.3268987461646273,254.34350325738095,348.1458076307339,187.52328094318332,True,1226.9303532975223,2519.180460289237,602.7641846071676,True
17,13-Nov-20,46,1.1,1.4,1,0,05 November 2020 to 18 November 2020,Non-overlapping 14-day weighted estimates,41113.00178,34462.36914,49577.44332,1.25,2020-11-11,12921.229130857144,17706.229757142853,9670.562768877551,True,22230.937030324672,30151.628499837658,15429.153649188314,30672.95260320356,65876.46024058112,14088.86509983572,True,0.1134751773049645,1.980852378711939,1.7431500932665065,2.2185546641573715,925.2574689434435,1267.8996064315058,692.4852380662633,True,2970.44607844291,6002.616922936894,1493.6661139892537,True
