,19,23,24,25,26,27,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13043478260869565,0.0,0.3333333333333333,0.038461538461538464,0.16666666666666666,0.6521739130434783,0.7619047619047619,0.72,0.9285714285714286,0.8888888888888888,0.9583333333333334,1.0,1.0,0.875,0.7857142857142857,0.896551724137931,0.9583333333333334,0.9696969696969697,1.0,0.96,0.95,0.9666666666666667,0.89171974522293,0.8993288590604027,0.8109243697478992,0.7251184834123223,0.49038461538461536,0.24338624338624337,0.06037735849056604,0.01312910284463895,0.012850467289719626,0.0024691358024691358,0.0018633540372670807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
