,18,19,20,21,22,23,24,25,26,27,28,29,30,31,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006578947368421052,0.01098901098901099,0.0,0.013440860215053764,0.03736920777279522,0.056856187290969896,0.14104372355430184,0.2734042553191489,0.37340619307832423,0.6260387811634349,0.7217391304347827,0.7610966057441253,0.7786561264822134,0.8165374677002584,0.8944246737841044,0.9251626898047722,0.9403669724770642,0.9498289623717218,0.9669785360484314,0.9652351738241309,0.986046511627907,0.9819734345351043,0.975485188968335,0.9534883720930233,0.9434628975265018,0.9606299212598425,0.9792452830188679,0.9676470588235294,0.9478908188585607,0.8812664907651715,0.8543046357615894,0.7976190476190477,0.7022058823529411,0.587248322147651,0.32602739726027397,0.17262512768130744,0.06016355140186916,0.039623908663532575,0.024287222808870117,0.007462686567164179,0.0032514450867052024,0.0,0.0,0.0004585052728106373,0.0,0.0003636363636363636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002963841138114997,0.0,0.0,0.00019650225977598743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
