,Epiweek,Netau_HMM_median,Netau_HMM_95%_ci_lower,Netau_HMM_95%_ci_upper,Netau_MSD_median,Netau_MSD_95%_ci_lower,Netau_MSD_95%_ci_upper,c_median,c_95%_ci_lower,c_95%_ci_upper,c_MSD_median,c_MSD_95%_ci_lower,c_MSD_95%_ci_upper,T
32,50.0,,,,,,,1.0,1.0,2.8971500704179793,1.0,1.0,2.966344156744727,9
33,51.0,,,,,,,2.187365177288945,1.0,5.069264388118564,1.900262504545677,1.0,4.8617114875308705,9
34,52.0,,,,,,,1.2230953474632713,1.0,3.0717338283228655,1.058932678852166,1.0,2.865810568819186,9
35,53.0,,,,,,,1.6276425294472732,1.0,4.2832737088419774,1.3740221610696848,1.0,3.9229654344796674,9
36,54.0,1788.965864629318,533.2054735037591,4526.457982149626,2990.381831702322,431.84099348925236,44872.98898657139,1.0897903493549432,1.0,3.0329343387102017,1.0,1.0,2.725311219632621,9
37,55.0,1243.9749690541316,442.42381746042656,2412.3435216864855,1560.741019145551,542.6654878575634,30262.371179579495,1.3619604145702677,1.0,3.231859824295831,1.2311139578294112,1.0,3.2095318127449333,9
38,56.0,1092.0278199635864,339.93223382669555,2254.1220141619856,2401.9729904697315,438.35956174899803,57721.91635258368,1.0,1.0,2.3286835673290884,1.0,1.0,2.1592077996360306,9
39,57.0,1508.9843840832702,502.0593268362029,3210.5117510412383,1676.2084999322035,634.6429621889988,18738.387502943293,1.1839070661585493,1.0,3.3982911419812583,1.0328017019278222,1.0,2.9485637637109736,9
40,58.0,2046.704057507438,633.6748994789507,3901.5653178605116,2293.4305156659852,804.7780299704607,47128.346093583736,1.184550299806687,1.0,2.974078605338641,1.1262192866527942,1.0,2.956179747365019,9
41,59.0,1238.7724391394595,482.0001618408039,2489.931425376991,1686.0475583177476,760.5029928918689,21805.344927511087,1.0916983762591745,1.0,3.130679135396395,1.0,1.0,3.0744934011469365,9
42,60.0,1262.3430983824019,449.06476825936,2457.1129028625646,1661.6198863137652,600.9929523961567,28723.781299538296,1.3351660827971017,1.0,4.471974444673798,1.3009050539390237,1.0,4.565832751243342,9
43,61.0,630.4307934574797,305.73482786452485,1200.7634139736692,846.6081134042338,433.3298709002319,2644.5445841875685,1.4621075373829484,1.0,4.056732601370321,1.444815201051851,1.0,3.9768523032338603,9
44,62.0,1094.7183869547523,314.2087044170852,2118.9318917602204,1669.7466118102157,464.3609789303645,13678.828145434934,2.081799896129988,1.0,5.510192993238628,2.049520601201629,1.0,5.377084976867345,9
45,63.0,689.2370486803741,300.6553039171544,1295.6367816562356,983.0863958355602,367.60216081330725,21505.398452319318,1.4388665577756825,1.0,4.270862509784748,1.5534428311410415,1.0,4.780453193082384,9
46,64.0,451.9451125303442,208.98776511805372,849.6739192977485,549.589841014363,241.66261097568642,3399.378308393868,1.0,1.0,3.9956601008191903,1.1774350814584231,1.0,4.114964794470502,9
47,65.0,447.6011100303575,190.75983570542604,850.0934724095373,660.2297723642696,319.5579560232258,2833.962480509674,1.6496441762586682,1.0,6.130964000859411,1.9563817868754132,1.0,6.25790590524627,9
48,66.0,381.3277106096928,187.3621066411856,720.7456824564823,572.2101211259637,275.33004761391726,2786.493639656986,1.9836714208016266,1.0,5.649153959351579,2.2422229813027528,1.0,5.956342366269037,9
49,67.0,347.62838918584407,186.1987688290818,648.7655302569283,446.9036217749551,242.69414995487512,1654.3433879117804,1.0163259788664267,1.0,3.4391803204465026,1.2745737965746304,1.0,3.33987462517333,9
50,68.0,339.99382984176486,174.90193780143127,651.7303730038188,408.6756066154918,215.13574497010754,1051.5362321995524,2.129547348229673,1.0,4.868352238523803,2.208786738492977,1.0,4.723091568257644,9
51,69.0,329.7099432683292,154.80539418465304,635.8697898759601,442.1499412880545,198.73008546828146,4870.717373512711,2.536240134862771,1.0,6.500993623687998,1.9708878485586037,1.0,6.159473194470865,9
52,70.0,406.6280823219058,133.35897306878817,1079.409438120685,577.6899143090075,144.4361989242777,18723.34323403694,1.0,1.0,4.478689503106267,1.289789170923871,1.0,4.260263610663917,9
53,71.0,,,,,,,1.6803181068167317,1.0,6.991812021362055,1.9349119398231767,1.0,7.236692385783265,9
54,72.0,,,,,,,1.0465507715677216,1.0,4.987993904273137,1.0,1.0,4.653965067539112,9
55,73.0,,,,,,,2.90174891635506,1.0,10.26291454962337,2.338747620095319,1.0,9.407841983867394,9
56,74.0,,,,,,,3.0762340556570655,1.0,10.447681852209652,3.002538245180511,1.0,10.294408848218083,9
