,Netau_HMM,Netau_HMM_lower,Netau_HMM_upper
0,15126.99764578336,13409.595655675683,16598.78814314248
1,14400.858268437722,13123.14671667602,16389.50580138139
2,14400.858268437722,12755.1739161134,16203.231596123136
3,14400.858268437722,13073.885333521031,16379.103127623115
4,14276.751435215909,12706.167912152085,15979.193185414595
5,14400.858268437722,12746.579546692776,15784.931938516553
6,15126.99764578336,13409.595655675683,16799.549771418362
7,14400.858268437722,12968.212498703795,16514.234871196695
8,14400.858268437722,12797.272982381466,16461.608610886753
9,14222.106992402792,12746.579546692776,16067.893805242089
10,14400.858268437722,13073.885333521031,16449.834456244836
11,15126.99764578336,13131.188939594129,16389.50580138139
12,15126.99764578336,13461.699685626541,16884.661944344505
13,15126.99764578336,13181.965022736062,16494.27254572153
14,13985.622032720517,12168.462614772827,15590.584603589397
15,15126.99764578336,13351.645501151754,16927.268038937716
16,15126.99764578336,13146.269794883707,16879.995690698233
17,14193.315376283732,12746.579546692776,16038.412846468831
18,14400.858268437722,13073.885333521031,16186.188379150817
19,15126.99764578336,13518.482519246209,17030.263448736598
20,14232.60936971467,12184.19467469421,15579.152779291171
21,15126.99764578336,13342.784950005727,16810.35439628458
22,13599.490733788914,12107.96680740329,15189.127417399017
23,15126.99764578336,13188.97426612957,16493.27664249429
24,14400.858268437722,13073.885333521031,16450.308518995418
25,14400.858268437722,12746.579546692776,15776.343707336191
26,13801.519483339838,12427.467886962831,15381.421109205605
27,15126.99764578336,13146.613475871349,16879.933167449544
28,15126.99764578336,13753.926324232838,17306.096652111723
29,15126.99764578336,13125.688107514168,16810.35439628458
30,15126.99764578336,13753.926324232838,17012.140093357546
31,15126.99764578336,13409.595655675683,16597.264584344328
32,15930.254278632567,14162.878699616995,18218.71593705659
33,15930.254278632567,14041.054628116455,17819.56259255774
34,16823.602057002143,14840.882500239586,18667.49921843777
35,16017.277733528586,14107.098691850355,17463.773034992057
36,15126.99764578336,13409.595655675683,16900.471673466647
37,15126.99764578336,13753.926324232838,17308.841969202735
38,14244.761522224677,12837.568855569341,16083.39374046574
39,16047.872623412817,14107.098691850355,17458.60165079275
40,13686.94754598659,12179.55212775696,15291.423480351796
41,15930.254278632567,14280.709551178976,17684.748638412046
42,15930.254278632567,13809.214989348335,17242.009512261546
43,14400.858268437722,12746.579546692776,15949.66512272988
44,14337.055574445798,12556.063671231941,15579.152779291171
45,13537.296637397078,12078.631734169268,15189.127417399017
46,14400.858268437722,12857.120065974917,16081.109855705155
47,15126.99764578336,13409.595655675683,16609.051538319152
48,15930.254278632567,13884.727658808803,17452.216063509535
49,14400.858268437722,13073.885333521031,16181.838898480375
50,15126.99764578336,13375.329611430963,16884.509320845376
51,13679.029154410548,12262.624022367521,15189.127417399017
52,15126.99764578336,13533.37363705751,16916.525108504968
53,15126.99764578336,13753.926324232838,17036.049445118624
54,15126.99764578336,13753.926324232838,17028.83965423581
55,14400.858268437722,13073.885333521031,16191.938912663954
56,14400.858268437722,12746.579546692776,15796.91958454509
57,14400.858268437722,12746.579546692776,15970.976911730862
58,15126.99764578336,13409.595655675683,16898.38352582671
59,15930.254278632567,14107.098691850355,17629.865567887275
60,15126.99764578336,13409.595655675683,16608.46286468675
61,15126.99764578336,13409.595655675683,16782.34529163106
62,15930.254278632567,13892.601096247425,17242.009512261546
63,15126.99764578336,13753.926324232838,17028.37097888802
64,14400.858268437722,12549.852729509346,15769.000121056777
65,15930.254278632567,14107.098691850355,17460.63188388179
66,15930.254278632567,13905.964229900253,17242.009512261546
67,14400.858268437722,13073.885333521031,16319.40696583147
68,15126.99764578336,13554.064206808003,17015.008537338934
69,15930.254278632567,14396.824282602422,18138.856389181718
70,14400.858268437722,12746.579546692776,16033.12629425522
71,15126.99764578336,13409.595655675683,16610.257199520594
72,15126.99764578336,13409.595655675683,16601.157511082267
73,15126.99764578336,13409.595655675683,16781.557622081382
74,15930.254278632567,14107.098691850355,17749.87815632612
75,15930.254278632567,13829.534092709557,17242.009512261546
76,14400.858268437722,13073.885333521031,16358.181357144955
77,13097.220533370844,11714.227725206569,14921.822958469722
78,15126.99764578336,13409.595655675683,16586.135738660676
79,14400.858268437722,13073.885333521031,16167.322617406639
80,14400.858268437722,12522.582962401588,15679.826788947781
81,15126.99764578336,13409.595655675683,16595.561995677705
82,15126.99764578336,13209.044930846236,16491.009042704693
83,15930.254278632567,13761.593650273324,17483.992251118187
84,15126.99764578336,13753.926324232838,17300.22800625564
85,15126.99764578336,13464.436253719075,17242.009512261546
86,15126.99764578336,13461.181003466656,16884.707434349446
87,15126.99764578336,13753.926324232838,17304.89756808157
88,15126.99764578336,13753.926324232838,17042.072746097765
89,16823.602057002143,14598.522820810802,18253.446688495835
90,15126.99764578336,13368.59858015478,16810.35439628458
91,14371.145278570842,12490.127630471008,15579.152779291171
92,15126.99764578336,13409.595655675683,16868.34372181336
93,15126.99764578336,13753.926324232838,17301.84824226994
94,14230.67671183862,12866.214570086462,15979.193185414595
95,16823.602057002143,14840.882500239586,18548.585657405387
96,14242.677917902076,12746.579546692776,16065.162685195039
97,15126.99764578336,13753.926324232838,17233.870059366993
98,14400.858268437722,12938.885294967376,16561.305209549326
99,13233.864828057624,12116.3452136902,15017.299310147353
