,Netau_HMM,Netau_HMM_lower,Netau_HMM_upper
0,6750.114943943682,5955.837936513474,7606.207283186332
1,6347.980068171938,5598.349465564844,7159.532334070245
2,6456.733126629538,5722.511580909574,7235.578387990642
3,6577.537333050227,5749.2133153499,7407.018364049366
4,6838.279274963703,6056.359504609551,7787.38913916234
5,6245.29453811915,5504.284532741529,7090.5840671529595
6,6385.3329366609605,5638.002689773087,7173.426830498368
7,6246.941452128388,5503.853983146452,7048.901382454871
8,6580.713474757348,5823.359691696203,7411.531519443866
9,6559.730778154325,5801.194214791147,7355.907254790674
10,6019.453780079255,5330.597720069596,6841.194030504933
11,6373.504129032472,5609.6334059479805,7153.348396361684
12,6227.914123324693,5514.219972126403,6990.660818183562
13,6188.113385936103,5468.058230420706,6974.584736395695
14,6210.477521694444,5455.959613832942,7030.394038715657
15,6256.632360771262,5518.895023010314,7049.395759648971
16,6810.564253193676,6011.829908618602,7723.943353100203
17,6643.611076797932,5832.832219899272,7524.416291361481
18,5964.214348110477,5158.503790484031,6707.025418238823
19,6270.47003627611,5448.680844967858,7046.320892332571
20,6327.555572491851,5643.313448316062,7209.685908184531
21,6547.591784306333,5746.831435591282,7353.869514514415
22,6643.21042740444,5833.028872675743,7524.160903310704
23,6499.574166578152,5717.834677527548,7334.293809258039
24,5891.469268680151,5197.816306266024,6629.655897977838
25,6462.315894578106,5691.240923069684,7260.822877221648
26,6169.507701466122,5478.568331357068,7036.067509827548
27,6214.813870594491,5455.297026372168,7030.053403085626
28,6641.701599802365,5846.262963269474,7455.911232217862
29,6203.7643595533145,5466.3739155313215,7015.460886165018
30,6503.308744041433,5757.807546529019,7334.455660880102
31,6490.5086361407975,5574.651650941961,7387.76239261274
32,6035.493704468207,5333.724775113754,6832.562557495072
33,6362.543899051137,5606.51535454709,7195.421963222753
34,6047.610394837807,5204.513642633319,6690.698217906405
35,6116.961172887952,5332.0709746970615,6860.373899887558
36,6557.773322713316,5782.571533898538,7359.006252720642
37,6634.963617171094,5850.940066909495,7519.175393720946
38,6741.0552755274775,5949.557938778538,7546.375171425065
39,6060.061179674516,5359.2189989292665,6818.512768554878
40,6740.164593686079,5972.209094924689,7542.773559944011
41,6372.917574559739,5600.096188578853,7158.799247596246
42,6511.5606483068905,5757.128259187478,7334.898894008511
43,6174.076274687845,5497.535345055148,7029.398854278768
44,6512.345133123249,5741.916600574744,7343.512626889735
45,5966.048684013457,5180.073762942777,6698.91885237596
46,6102.570329453578,5396.776992755762,6868.733691982752
47,6474.920727856222,5705.542651854712,7347.957218044433
48,6558.338830603828,5822.7643472056125,7352.325806694867
49,5777.999493134698,5067.307452147323,6463.943112191968
50,6637.2011532152155,5835.852963667114,7544.925231730656
51,6543.142726197596,5742.772779354886,7343.3728614881675
52,6303.537487241435,5563.561252030489,7146.111345850828
53,6130.8921952742885,5310.947823941517,6871.805082781488
54,6598.512391068394,5718.788990812804,7417.526545108707
55,6087.52548991617,5376.098210576846,6817.9071683015145
56,6398.258571182651,5637.363133346984,7175.76001738029
57,6136.786958959451,5297.3929448381,6876.964532270322
58,6322.574043603852,5551.47094538057,7202.382179472226
59,6128.755232161545,5331.455881526459,6799.771079433381
60,6098.36043418484,5315.454693148545,6872.642570901915
61,6180.080360827208,5435.585415949737,6971.601942774906
62,6267.111420249251,5462.1326312918145,7041.8386766334215
63,6224.82358981392,5496.803500645317,7043.406298153094
64,6587.687939430702,5747.507440472669,7407.663698313664
65,5988.670532954081,5303.015609185465,6705.720535290539
66,6586.283456278554,5761.387688822146,7403.346322934848
67,6444.714074947883,5563.929065550211,7238.108570920029
68,6272.620934984243,5546.694098103612,7042.4116445646605
69,6129.086024206223,5336.151990967875,6797.2413074333135
70,6655.126486655678,5883.906387137385,7599.851387776191
71,6537.645730228531,5748.6422361096875,7339.8663259295145
72,6163.360264162489,5488.686619284932,6988.048809544776
73,6423.568220361411,5565.404573527997,7235.551632283807
74,6147.873628059102,5422.150702977596,6907.075643022263
75,6224.034775997322,5458.345672581019,7043.391697637483
76,6252.830889013463,5519.515882448712,7049.167445514245
77,6495.330812072174,5725.691252939605,7331.499604201089
78,5969.384728352512,5270.7383343267065,6695.31034886463
79,6049.3880645570935,5327.392402978659,6802.427468188525
80,6592.548383264312,5720.321869208362,7416.922985239787
81,6620.079832195396,5715.829130861353,7420.533616042995
82,6162.340532937729,5490.336384713709,6987.314071172998
83,6617.6428487841595,5741.309954563428,7411.223457254775
84,6838.213800422016,5864.541813471475,7772.047602893462
85,6188.052563369837,5468.063110782079,6974.58136893968
86,6213.620780832649,5464.890257053708,6976.650809064705
87,6262.599646412636,5438.3986849203675,7133.020295604434
88,6117.079049481634,5312.071639403751,6869.990969082892
89,6802.207398484728,5990.147524820877,7598.666383595324
90,6231.523376811296,5496.811521789924,6994.552597534511
91,6679.260387519079,5889.667522876589,7531.848179827776
92,6505.143609938239,5747.534270811406,7340.134704959362
93,6363.11579672694,5611.313917387298,7188.0493104482
94,6482.647840782749,5719.0962344093705,7394.442820827417
95,6161.0635226215345,5464.280699341854,6998.1300363562095
96,6141.732885215862,5439.39778187535,6877.863990976387
97,5891.469268680151,5171.426301531436,6537.590907360974
98,6317.899119051971,5580.089338392193,7155.195139882205
99,6536.164326158835,5753.840251879655,7336.931761182152
