,Netau_HMM,Netau_HMM_lower,Netau_HMM_upper
0,5891.469268680151,5124.19048811128,6745.578361151049
1,5668.817984253573,4966.374150366588,6461.6424371515
2,6085.3234491981775,5230.509436293405,6882.137091719271
3,5777.999493134698,5040.756397450688,6480.424459700459
4,5891.469268680151,5174.547494226725,6643.9081838481015
5,5624.525151764289,4906.13965686302,6481.0463170328
6,5590.299948668335,4914.630727752998,6318.122370183897
7,5777.999493134698,5017.532612959649,6550.319544168169
8,5891.469268680151,5170.345160380762,6646.687900435566
9,5891.469268680151,5166.861572660909,6717.558556220297
10,5530.972931464381,4788.846736963494,6225.777066044207
11,6025.1725672144075,5161.840564006698,6836.513562921121
12,5777.999493134698,5047.714140776076,6531.92323012491
13,5777.999493134698,5069.431793465659,6670.543463451612
14,5637.630793190549,4907.820325022795,6465.01349164039
15,5777.999493134698,5038.396138538023,6566.620545252489
16,5662.27804324482,4969.085816273314,6455.671253929435
17,6032.072060738509,5306.309866438122,6882.006947721392
18,6223.529666864801,5439.82882495885,7084.904653795345
19,5532.662614143762,4836.928008197607,6344.228297471277
20,5599.583148512666,4913.843192971,6318.818090033259
21,5891.469268680151,5125.517840561131,6717.381172573278
22,5590.103869622942,4878.274290231676,6315.158145923976
23,5546.828932478723,4840.32194611373,6302.811355527113
24,6012.533934879748,5169.149880731823,6734.68460490047
25,5525.439276481068,4775.645610013018,6217.916249994983
26,5891.469268680151,5144.383213696686,6677.907629405965
27,6082.846700602304,5231.378213282073,6881.053059099578
28,6101.87718104763,5224.262526016823,6862.925016298755
29,5625.226205267587,4906.018760019817,6481.353403430101
30,5777.999493134698,5038.69562037031,6566.470952613466
31,5777.999493134698,5042.027869390932,6539.9962091548405
32,5891.469268680151,5147.333138483769,6719.589546640611
33,6009.4850120454175,5170.786549709446,6734.587630120022
34,6370.543197279006,5559.108591461238,7238.6278741010365
35,6032.3560323185275,5199.227373006023,6842.682314403907
36,6101.065664374349,5348.942629459947,6995.512589875801
37,5777.999493134698,5017.5143256635065,6550.303513572567
38,5891.469268680151,5094.490474283885,6689.484903852579
39,5891.469268680151,5080.50757618857,6550.989909598561
40,5606.924912524276,4892.424043190137,6386.838551126385
41,5626.62961922195,4914.208256456259,6401.57891370807
42,6216.5603851250125,5436.213363662896,7067.306345921726
43,5668.817984253573,4981.184410579807,6388.513478810407
44,5777.999493134698,5038.451689432154,6566.591633238246
45,5891.469268680151,5088.874437553297,6736.267230737309
46,5891.469268680151,5087.968766203645,6738.77348512075
47,5548.49722403612,4839.986730889678,6362.007978155899
48,6012.582266810245,5164.735182575452,6796.477373456166
49,5777.999493134698,5003.770203647862,6477.241401486067
50,6098.318980041209,5225.569309082967,6860.891535509238
51,5777.999493134698,5036.626080686275,6623.467154917522
52,5657.426369049023,4970.2022017455765,6454.568265162392
53,6114.465559143091,5257.354024113934,6889.779785782819
54,5891.469268680151,5099.384311930496,6710.068058877512
55,5891.469268680151,5110.659461205189,6551.782860027471
56,5891.469268680151,5160.827960165415,6551.316245030368
57,5652.965326514892,4941.182652294677,6453.726156913519
58,5515.3864245456425,4787.674397306768,6317.576408967269
59,6156.025190517982,5354.2817659104485,7084.754257263451
60,6022.226129782541,5158.194341728953,6798.999876615812
61,6116.194868593192,5361.825992872395,6965.780769425186
62,5777.999493134698,5049.7502814051795,6474.405610283455
63,6208.293373693121,5414.49621088953,7068.405766827507
64,5516.140485501505,4787.513079288646,6318.010522426349
65,5777.999493134698,5037.532690368306,6644.060342463322
66,5362.317598293078,4698.5541852616725,6181.05427379691
67,6009.4850120454175,5170.19380945437,6734.537480110133
68,6167.894072787982,5367.523945279899,7058.329993981069
69,6016.6095887029705,5302.7799223027905,6817.660711504449
70,5891.469268680151,5174.207343138933,6644.19379832184
71,5668.817984253573,4969.756311879733,6488.1292029942715
72,5605.2639934008575,4892.679022416452,6387.146512199823
73,6118.57771207702,5245.101568883593,6810.598065184439
74,6099.492025261818,5218.663111548059,6911.6824208129165
75,5891.469268680151,5170.230273011056,6646.793950187322
76,6140.691696458276,5369.5367606314285,6895.919698036577
77,5620.382852892841,4911.086943861966,6456.55266158197
78,5268.252345830683,4571.0043247865015,5990.852105621861
79,5891.469268680151,5152.916484390375,6709.1769656916385
80,5596.270857213704,4914.156260443723,6318.546775552399
81,6114.1328257288,5257.412371010993,6889.756693878391
82,5891.469268680151,5097.347674485915,6620.7681706879075
83,5891.469268680151,5108.228916196,6552.975333109814
84,5777.999493134698,5036.400011674637,6623.960946151239
85,5777.999493134698,4985.765872064922,6479.883175071574
86,5891.469268680151,5094.228809103598,6627.224422852434
87,5891.469268680151,5167.609899873183,6718.007325905029
88,6145.538712858949,5429.283425868636,6892.0810269746335
89,5777.999493134698,5041.091752267226,6565.95298652578
90,5777.999493134698,5036.99609525117,6622.714728945149
91,5777.999493134698,5036.343274275623,6647.171669320107
92,6165.129955841486,5394.014532591211,7082.699331835932
93,5891.469268680151,5088.474942888593,6737.362449036468
94,5891.469268680151,5091.205960748896,6694.4259143446
95,5891.469268680151,5177.794087392906,6700.15668970687
96,6115.402694171594,5362.018990246417,6965.59665630508
97,5665.5302024881585,4982.524356160033,6387.853132181077
98,6214.95315850136,5445.881544069634,7047.576301555284
99,5508.035301032799,4750.002635735754,6225.444330991786
