,Netau_HMM,Netau_HMM_lower,Netau_HMM_upper
0,3857.88226430162,3323.194070713231,4485.217459346406
1,3725.158686686805,3192.078401194764,4304.195662311993
2,3883.615979705275,3344.3988744993876,4501.215131260224
3,4025.884980031103,3496.050733482106,4568.085676257809
4,3895.435152884174,3357.5052957272783,4488.891866332937
5,3908.745895936748,3354.970779874157,4529.343729872854
6,3857.2650530593696,3323.194070713231,4485.102864485795
7,3848.6595686374403,3323.194070713231,4361.979243841001
8,3974.767090485286,3422.3855531068916,4639.03484137485
9,3799.4095424879806,3273.47510313808,4376.464802651978
10,3952.4718164270535,3408.5268179112754,4592.100213974251
11,4063.833277304123,3496.050733482106,4688.151831010235
12,4050.8203255319563,3496.050733482106,4725.134684363295
13,4130.5629374511,3585.822082095444,4688.600505060221
14,3845.9225816926973,3323.194070713231,4357.856934101589
15,4228.612575379053,3633.5374180960553,4811.620351061706
16,3802.2429704557435,3276.8296193799383,4367.429526770177
17,3984.186682703652,3435.3490903071506,4605.499635911263
18,3911.9276173225558,3377.539629846716,4452.734440823705
19,3917.714923931715,3408.5268179112754,4453.077475244294
20,4026.9430006377165,3496.050733482106,4565.104623708299
21,3958.907959604651,3408.5268179112754,4609.396442341468
22,3876.3863135179295,3359.991808552417,4498.32529325676
23,3926.3655043222343,3408.5268179112754,4456.924905271998
24,4061.108705233885,3496.050733482106,4687.154355460455
25,4259.750412821522,3677.89857318131,4822.55556281821
26,4037.92897775724,3496.050733482106,4569.4227832964425
27,3853.389320731038,3323.194070713231,4491.421162942197
28,3866.8594164568663,3323.194070713231,4457.608669094782
29,3862.885718074626,3323.194070713231,4446.799173918298
30,3842.440509248537,3323.194070713231,4466.208635811462
31,3927.7519030601748,3408.5268179112754,4457.062371829115
32,4193.352836391861,3608.829164890493,4856.5625708637635
33,4029.0602254983123,3496.050733482106,4568.395684962517
34,4056.38004107284,3496.050733482106,4735.071383757353
35,3904.2192722577006,3355.9009778545023,4492.078370158949
36,3847.3997389740703,3323.194070713231,4358.132646973103
37,4028.1276487550413,3496.050733482106,4571.522795711177
38,4081.478816884043,3513.9202887299434,4746.872645551577
39,3695.051337713608,3158.884030445404,4226.409446758622
40,4039.5648179908635,3496.050733482106,4680.868451067403
41,4094.5538125967378,3532.7173491135864,4763.971766933854
42,4005.2059750701314,3441.7758638790356,4604.5011399854075
43,3999.3230139073626,3442.9040382492735,4605.734176857756
44,3895.5745809245504,3353.498247528569,4537.634665349044
45,3893.9818120687014,3349.729493547659,4558.132948492863
46,3967.1951827983985,3408.5268179112754,4563.441769432691
47,3897.4338148171396,3353.191885135384,4539.16995188045
48,4117.649712281106,3557.606015101298,4681.274222800758
49,3985.2312784462288,3425.143543982872,4659.588090629838
50,4170.7100443603,3585.822082095444,4798.268270242858
51,3937.0835179572414,3408.5268179112754,4454.9900978297965
52,3954.9261080013225,3408.5268179112754,4606.71105619066
53,4080.3597758138935,3538.7520065151316,4720.995147937866
54,3930.474513006367,3408.5268179112754,4457.349820453817
55,4112.127795908737,3525.497455419316,4768.41149302357
56,3792.3851783548057,3270.635684378134,4430.394195068134
57,3850.0480248727363,3323.194070713231,4463.999505008614
58,3988.7189139953016,3440.518013527315,4662.188441636848
59,4181.721737968659,3625.8712373453955,4873.663932865895
60,4059.4318313447056,3496.050733482106,4676.943970166051
61,4163.846766113399,3585.822082095444,4856.658338496628
62,3910.9907934275893,3346.692158160813,4536.152807939868
63,4053.7363122782335,3496.050733482106,4710.0165332346
64,3963.3723624236286,3408.5268179112754,4561.881344270671
65,4148.245736335156,3585.822082095444,4690.568135657985
66,3907.075982410788,3351.414360049537,4489.227077981032
67,4004.8233819205843,3441.852688649555,4604.5011399854075
68,4014.3490066738054,3468.066201429472,4564.153030723993
69,4054.0581927401586,3496.050733482106,4710.014813771691
70,3845.6491689417307,3323.194070713231,4357.8068178794765
71,4019.544763236778,3496.050733482106,4567.55778114504
72,3804.1431252768157,3272.636906720951,4378.087085183471
73,3899.636676191945,3356.7718863845657,4490.307720310175
74,3996.225546043,3439.3738999596003,4655.327569961754
75,3934.778846644774,3408.5268179112754,4454.700923473152
76,3962.1014443458844,3408.5268179112754,4561.394798377699
77,3947.581828283951,3408.5268179112754,4592.337615128236
78,3935.366833031665,3408.5268179112754,4454.773120201655
79,3721.2027336162964,3190.7978173970764,4268.299185236444
80,3822.523005410797,3323.194070713231,4338.780393431243
81,3775.596961993181,3254.197560791851,4397.616029108472
82,3812.4111620227923,3274.7486226799197,4412.827429937791
83,4141.059110239354,3585.822082095444,4689.667078088954
84,3868.754276472163,3323.194070713231,4449.140247811998
85,4037.877574796346,3496.050733482106,4569.416146233998
86,3825.8832857105035,3323.194070713231,4345.019699029945
87,4000.958753748276,3438.5546308655994,4659.561768996281
88,4106.98408117226,3530.608770143634,4725.423869639902
89,4088.000602676576,3513.1372218431115,4779.00926305211
90,3912.5811488069307,3377.316487055443,4452.767896176658
91,3726.3206566953877,3186.328680442388,4320.35063895261
92,4189.209367034595,3625.2302603330827,4854.945850712203
93,3989.4361477961747,3440.417148306554,4662.753171067164
94,4056.50293962619,3496.050733482106,4735.072276944315
95,3733.930124156288,3185.185771839761,4308.572340843029
96,3973.093089673564,3446.4333410214576,4613.2029371150065
97,4034.43497224485,3496.050733482106,4568.98979814091
98,3795.926210646895,3274.0373661066583,4414.754444162636
99,3956.9677828137865,3408.5268179112754,4600.618445545338
