,Netau_HMM,Netau_HMM_lower,Netau_HMM_upper
0,2150.278977157248,1854.8229082193325,2425.165394725917
1,2223.35601656377,1902.4509223997559,2551.9827577435717
2,2089.4704257676776,1808.3872652628195,2366.3166363906057
3,2129.3156351635744,1819.7606262126687,2449.9283421597424
4,2091.245989713444,1808.3872652628195,2364.7396824894877
5,2136.972649897836,1824.60443394669,2470.6306949587806
6,2413.9943345501656,2054.8520348184525,2789.4147055760386
7,2244.302869649475,1921.416453832763,2571.112373100217
8,2105.261570062929,1808.3872652628195,2444.0762654926343
9,2239.9567877909576,1922.3290700063426,2569.3512532930745
10,2245.744252776546,1921.113205020656,2569.977561838267
11,2181.4337871896264,1864.1205107530097,2526.3983306701934
12,2140.9348612487884,1826.0085129383383,2442.9091127234583
13,2248.6879310109675,1915.9815531291497,2596.8293660586196
14,2223.35601656377,1902.4509223997559,2552.0734737382018
15,2280.387949715376,1959.6014839458494,2654.925928891832
16,2084.99198166348,1808.3872652628195,2362.5745513498914
17,2177.05705049818,1862.5357168238459,2524.052083644934
18,2268.609881768151,1951.3019254297985,2637.3608555704072
19,2058.736496325995,1763.1141424192667,2375.3357445136194
20,2223.35601656377,1902.4509223997559,2494.8218515956687
21,2239.9567877909576,1914.634646455965,2576.7074957049413
22,2206.9994982097446,1882.2991361076045,2487.0464979718377
23,2239.9567877909576,1922.4749269285544,2592.052501343232
24,2206.9994982097446,1902.4509223997559,2487.195603665602
25,2223.35601656377,1902.4509223997559,2528.416795751421
26,2223.35601656377,1902.4509223997559,2546.672484343713
27,2130.7173888844777,1822.3551790214478,2444.093690930038
28,2241.895905081825,1921.8890959438152,2570.1744176889115
29,2241.129884608047,1919.7516617433428,2597.9269839075296
30,2139.098443551527,1822.0653066021962,2484.868383697566
31,2145.8965002503123,1837.3872057223907,2423.1414326205095
32,2304.4575161645525,1968.8669735914405,2665.5431471653274
33,2133.395743798373,1825.1631764769736,2467.8626623470973
34,2378.3763416574275,2031.1442822254426,2683.580679173117
35,2263.790827596083,1951.3019254297985,2552.342803333369
36,2206.9994982097446,1902.4509223997559,2488.981589365261
37,2269.05290658883,1951.3019254297985,2595.6026678340613
38,2268.225785929492,1951.3019254297985,2561.417886514407
39,2097.151438154599,1808.3872652628195,2365.396218718389
40,2223.35601656377,1902.4509223997559,2565.448333491458
41,2127.884329436102,1817.9764258559069,2426.7750545415743
42,2223.35601656377,1902.4509223997559,2525.890077160155
43,2177.2395094811745,1862.497801747088,2524.1361809753253
44,2375.8433706872897,2020.5387294709717,2727.816600625278
45,2223.35601656377,1902.4509223997559,2545.731690418181
46,2179.458785727572,1864.357483754073,2518.246779671462
47,2264.1388153266344,1951.3019254297985,2552.3958633307016
48,2152.1655328680727,1854.8229082193325,2425.3403623155777
49,2034.9339749177643,1734.8795179055412,2346.041222272471
50,2271.8243789065814,1951.3019254297985,2637.2323310188654
51,2206.9994982097446,1868.6382074756737,2525.868777334938
52,2260.6553833950725,1951.3019254297985,2551.9020243316886
53,2206.9994982097446,1882.5805154734933,2487.003065274193
54,2254.55114710744,1951.3019254297985,2553.108831631169
55,2106.5251072255605,1808.3872652628195,2418.7817701880263
56,2083.826645273271,1808.3872652628195,2364.160244411445
57,2340.634602310255,2001.4073211324394,2704.9618780692754
58,2325.0088342306594,2001.4073211324394,2615.0947832433553
59,2188.520745008135,1871.702682651799,2532.827060338088
60,2206.9994982097446,1902.4509223997559,2496.7293415199547
61,2256.7972898681182,1951.3019254297985,2553.329317250184
62,2254.4796755973675,1951.3019254297985,2551.2278370850127
63,2167.1034466304677,1854.8229082193325,2506.835771844059
64,2245.6891812226063,1921.125065270714,2569.977561838267
65,2206.9994982097446,1902.4509223997559,2484.064203145292
66,2295.755603969155,1961.0645515633225,2657.8995874946663
67,2120.4151005774957,1808.3872652628195,2424.7276625218606
68,2438.0584695354005,2070.314101367859,2773.0797827740535
69,2223.35601656377,1902.4509223997559,2571.208529789638
70,2266.521425393855,1951.3019254297985,2558.9369398066838
71,2206.9994982097446,1902.4509223997559,2487.193918062923
72,2090.2404877248687,1776.5496728850235,2422.0522836359996
73,2239.9567877909576,1923.412165884749,2575.582139008898
74,2270.2990250430817,1951.3019254297985,2637.244328412856
75,2206.9994982097446,1902.4509223997559,2487.2842764487755
76,2338.7053879874816,2001.4073211324394,2705.0733310268147
77,2355.714162601259,2021.056339449539,2716.865372296553
78,2268.5229286269637,1951.3019254297985,2637.369822396111
79,2261.54422775622,1951.3019254297985,2553.906265911556
80,2206.9994982097446,1902.4509223997559,2487.811589434215
81,2105.2536667960203,1808.3872652628195,2436.3292507228116
82,2144.11550753425,1838.0063136625347,2423.0441464825612
83,2223.35601656377,1902.4509223997559,2539.980574858897
84,2121.405032643723,1808.3872652628195,2425.1178320003146
85,2080.097213236012,1779.9229266584637,2403.040093007949
86,2249.578842635597,1930.8625707298245,2550.872987854761
87,2172.115091733109,1854.8229082193325,2487.712210807417
88,2053.814343031149,1763.1141424192667,2313.9676358815154
89,2172.2659416782185,1854.8229082193325,2482.613842734897
90,2308.513835774374,1968.162972238828,2635.969267685868
91,2065.9292808987734,1763.1141424192667,2360.2407843780243
92,2142.817876350331,1823.4978911368553,2466.5500860454235
93,2166.878870460319,1854.8229082193325,2506.833601647355
94,2278.3811173656377,1957.1555037954702,2593.863913070855
95,2326.043549111897,2001.4073211324394,2615.1937668946357
96,2243.642970656509,1921.55027106202,2570.8418381258116
97,2241.096137600589,1919.757571834005,2597.897515810814
98,2223.35601656377,1902.4509223997559,2550.743966398462
99,2147.8031253974927,1854.8229082193325,2426.747144142311
