,Netau_HMM,Netau_HMM_lower,Netau_HMM_upper
0,12906.345356357151,11548.886079364915,14655.004223350268
1,14229.896277898779,12824.96207714706,15979.193185414595
2,14281.484969358893,12682.836511384054,15979.193185414595
3,14268.393261434725,12793.392960783378,15979.193185414595
4,15126.99764578336,13409.595655675683,16600.702685767614
5,15126.99764578336,13409.595655675683,16782.0082269028
6,13701.8139115842,12208.338854834523,15287.386938821466
7,14400.858268437722,13073.885333521031,16452.36392396648
8,14400.858268437722,12528.120177684204,15782.978249925955
9,13521.626290190887,12057.650819477816,15306.861152056781
10,15126.99764578336,13409.595655675683,16800.728996130998
11,14400.858268437722,12866.662271600282,16181.156489566749
12,14238.767582388558,12935.913277540905,15979.193185414595
13,15126.99764578336,13384.446399254966,16810.35439628458
14,13653.14747312829,12236.079848950256,15189.127417399017
15,13525.175999025065,12075.82264286403,15332.516732851356
16,13356.543496391554,12116.3452136902,15161.137467080876
17,15126.99764578336,13405.440348314149,16810.35439628458
18,14400.858268437722,12746.579546692776,15778.616344401904
19,14139.924406480559,12301.497403357302,15710.270100031956
20,14309.742881147084,12414.666142123084,15579.152779291171
21,15126.99764578336,13019.982615596618,16389.50580138139
22,14400.858268437722,12512.049825407812,15681.338806471773
23,14400.858268437722,12746.579546692776,15970.821757745822
24,14212.316244669788,12851.347024828734,15979.193185414595
25,14400.858268437722,12746.579546692776,15780.001613834593
26,13164.31270612383,11808.75142716715,14808.866372288023
27,14168.14487499767,12164.323880909642,15647.729580232988
28,14280.897110541122,12703.980067366298,15979.193185414595
29,14257.268956644824,12493.565619764271,15579.152779291171
30,14037.08538402828,12427.467886962831,15661.626648310392
31,15126.99764578336,13473.334282400538,16924.701366192392
32,14400.858268437722,12758.475229263831,16210.971237910331
33,14400.858268437722,12746.579546692776,15795.753160870938
34,13822.364900111343,12427.467886962831,15396.0320811213
35,15126.99764578336,13281.339820520194,16951.31401677889
36,14400.858268437722,13073.885333521031,16197.025474424108
37,15126.99764578336,12814.027915360613,16389.50580138139
38,14400.858268437722,13073.885333521031,16530.787749688872
39,14400.858268437722,13030.432982869457,16542.731152779703
40,13919.672744635121,12427.467886962831,15393.91881945982
41,13228.32292356415,12116.3452136902,15009.98282920811
42,14400.858268437722,12746.579546692776,15784.686103540842
43,15126.99764578336,13085.253526254983,16512.428336031004
44,13582.868943883634,12090.894482554211,15189.127417399017
45,15126.99764578336,13268.078503013488,16987.260405299046
46,14400.858268437722,13073.885333521031,16530.78022617347
47,14400.858268437722,12746.579546692776,15781.164115474554
48,14400.858268437722,12746.579546692776,15805.25975357719
49,14371.439820036578,12582.12684556971,15579.152779291171
50,13887.048688033165,12427.467886962831,15391.879034088617
51,15126.99764578336,13047.992879272979,16389.50580138139
52,13518.082608532262,12058.481625288576,15306.04502205588
53,15126.99764578336,13019.930780666258,16389.50580138139
54,14400.858268437722,13073.885333521031,16445.789956476692
55,13549.731582314924,12096.082774008348,15189.127417399017
56,14400.858268437722,13073.885333521031,16188.74142605225
57,14137.997172997317,12291.699913777036,15735.873178267524
58,13146.344853421255,11812.858797668063,14808.866372288023
59,14400.858268437722,12814.710204278126,16389.50580138139
60,14400.858268437722,12746.579546692776,15792.55418864809
61,14400.858268437722,12746.579546692776,15792.525720691941
62,14400.858268437722,12369.82584647345,15689.768701663803
63,15126.99764578336,13478.965547376112,16810.35439628458
64,14228.790918190103,12165.690793905898,15579.152779291171
65,13966.2133686763,12427.467886962831,15513.01938031643
66,15126.99764578336,13530.67605253734,16916.35948765927
67,14020.45325535589,12427.467886962831,15631.97752276859
68,14400.858268437722,13073.885333521031,16468.948610258572
69,15126.99764578336,13409.595655675683,16942.94903647284
70,15126.99764578336,13409.595655675683,16614.650072110642
71,14095.425419396834,12427.467886962831,15654.550061283022
72,13784.242100171861,12146.955717870967,15394.996466714427
73,15930.254278632567,13884.498015012821,17459.843337536564
74,14400.858268437722,12543.256060832036,15769.140491790653
75,14400.858268437722,13073.885333521031,16489.034349250207
76,15126.99764578336,13407.069397614932,16810.35439628458
77,13218.435737445849,12116.3452136902,15002.777743558783
78,15126.99764578336,13753.926324232838,17041.482757260015
79,15126.99764578336,13049.129004881368,16389.50580138139
80,15126.99764578336,13707.500742408927,17242.009512261546
81,13971.68743246596,12427.467886962831,15570.31083178169
82,14229.196312076418,12746.579546692776,16076.160154428257
83,15126.99764578336,13383.712636472608,16810.35439628458
84,14400.858268437722,13073.885333521031,16203.295802021337
85,13344.554876011836,12116.3452136902,15181.92486299985
86,14202.751447986722,12746.579546692776,16034.446685204804
87,14238.619766146874,12850.772385232392,16081.505259908334
88,13540.395264502811,12052.876222007591,15189.127417399017
89,15126.99764578336,13753.926324232838,17032.250109850742
90,14227.182377227256,12746.579546692776,16040.757700606326
91,13206.099538516894,11820.95836056716,15016.498512594235
92,14009.839961496604,12427.467886962831,15475.935040910468
93,15126.99764578336,13217.030759492682,16389.50580138139
94,14400.858268437722,13073.885333521031,16360.987578908253
95,13022.868721256236,11813.011521946586,14799.849633202408
96,15126.99764578336,13471.238150259018,17030.43772861318
97,15126.99764578336,13281.403910200464,16951.31045229661
98,15126.99764578336,13143.244116753878,16389.50580138139
99,14400.858268437722,12746.579546692776,15770.383752537855
