,Netau_HMM,Netau_HMM_lower,Netau_HMM_upper
0,13674.84949997819,12224.277524870124,15285.11756856971
1,12950.850363317844,11813.011521946586,14616.150352944296
2,13161.546486401963,11809.445174193546,14808.866372288023
3,13334.168937052587,12116.3452136902,15144.4477701193
4,14130.979866257892,12327.640957324813,15697.670997572597
5,14302.99857466918,12481.94807356259,15579.152779291171
6,13191.632505263466,11906.649431859332,14904.558368720267
7,13153.183003913804,11862.169816397254,14808.866372288023
8,12617.31216840192,11025.513240838993,14076.665550375357
9,12815.296389798723,11517.271813943475,14332.833803045316
10,12763.66511834182,11394.677531250778,14560.154048284368
11,12600.404211959429,11228.935973677817,14152.261201839401
12,14080.046255265834,12427.467886962831,15641.072686588406
13,13033.158425859572,11813.011521946586,14863.3113047074
14,13204.495619953168,11894.861899887872,14995.77031980769
15,14273.396928960936,12489.788833000308,15579.152779291171
16,12790.462727911157,11517.271813943475,14431.625494936143
17,13136.384624573147,11912.706963175766,14903.239095252982
18,13156.35597321929,11579.991687431419,14808.866372288023
19,12697.648757394776,11301.366517843571,14169.57308471091
20,13454.350400776944,12116.3452136902,15247.630387501087
21,12647.182102051214,11020.981058192008,14076.665550375357
22,13221.567207734515,12116.3452136902,14996.154123328117
23,12701.977218453745,11330.4591914685,14165.86765286167
24,12934.453495703081,11813.011521946586,14602.876344247648
25,12979.295175708396,11813.011521946586,14631.740587217058
26,13193.117842123302,11862.03262954268,14808.866372288023
27,13346.632516945305,12116.3452136902,15161.987924265126
28,13256.557571736943,12116.3452136902,14990.96132934526
29,12852.773804385413,11577.534257583842,14438.125193490272
30,12662.432215654064,11288.9829463166,14076.665550375357
31,14272.580685992014,12511.69224413071,15579.152779291171
32,14167.82975904487,12372.187632039759,15694.984226786872
33,13183.766091656875,11913.660894856526,14903.57053273177
34,13825.946180191757,12427.467886962831,15368.937266353809
35,13215.302088248309,11842.735257147542,15009.60123098082
36,13667.401393892378,12188.451140020798,15189.127417399017
37,13738.047949345415,12264.237392973193,15189.127417399017
38,13168.341633358175,11894.390773689269,14808.866372288023
39,12368.353252860863,10947.818644716312,13779.670752575881
40,13185.923577957967,11908.904085151524,14808.866372288023
41,13156.557840581208,11877.881704420826,14808.866372288023
42,14146.177784073945,12427.467886962831,15674.392512369783
43,12768.144687131635,11273.594855320463,14501.643025581418
44,13613.694900734654,12213.470999892103,15189.127417399017
45,12130.966643488275,10672.480543184629,13380.66723243105
46,12189.2106349302,10947.818644716312,13699.77571654744
47,13789.133953650666,12427.467886962831,15381.135368723071
48,12715.256384417116,11320.979130936305,14260.741832445356
49,14370.743901669868,12490.280886232193,15579.152779291171
50,12540.01069369796,11228.935973677817,14069.640062372358
51,12634.305027849436,11227.91557068453,14076.665550375357
52,12716.070451457343,11375.004164208343,14242.203228680739
53,12835.887668788937,11602.09090091869,14438.125193490272
54,13039.082114977547,11813.011521946586,14863.490582321745
55,13171.326079603896,11761.145900802101,14912.32658184722
56,12939.605686606214,11813.011521946586,14609.191103966601
57,13982.694407083245,12169.483562839776,15590.736027909812
58,13236.970523591384,12116.3452136902,14996.656043167366
59,14400.858268437722,12517.524142486074,15680.551554584088
60,12833.237592151658,11470.639512791113,14438.125193490272
61,13199.94278917639,11899.778383674578,14808.866372288023
62,12792.87774347706,11275.256245853834,14438.125193490272
63,14253.417407895064,12496.849955066731,16045.286606291189
64,13199.762190482326,11937.43480425789,14989.191291159566
65,12539.815941897528,11228.935973677817,14051.417420012165
66,12380.006303276645,10947.818644716312,13797.432208396658
67,14183.129617023314,12476.428438639057,15647.959698643112
68,13179.525486238976,11804.544486670986,14808.866372288023
69,13294.798129804041,12116.3452136902,14993.244171431072
70,13948.407754647653,12427.467886962831,15551.816922573524
71,13037.472550966137,11813.011521946586,14710.950898712374
72,13943.533059101168,12427.467886962831,15552.24310221302
73,12431.46221008995,10947.818644716312,13764.84476798583
74,13215.336048058829,11922.34474247302,14989.477514785232
75,13856.54528205667,12427.467886962831,15383.387793681311
76,12903.813125922085,11600.599119978657,14620.289659273893
77,13194.343025686281,11943.856662728112,14808.866372288023
78,12574.05534415837,10908.738299808349,13724.255078939555
79,12599.136870214654,11228.935973677817,14131.354364730902
80,13596.07326086661,12195.045592824981,15189.127417399017
81,15126.99764578336,13409.595655675683,16780.52398462689
82,14400.858268437722,12512.346917074481,15681.29599972236
83,13151.01358934327,11941.079803250452,14899.761218345076
84,13169.348953679171,11887.491170909767,14906.880864598832
85,13180.241537197042,11868.244647804768,14808.866372288023
86,12969.916820704382,11813.011521946586,14630.768592551745
87,13854.651049038814,12427.467886962831,15404.662794487978
88,12858.390455487544,11657.373502103072,14438.125193490272
89,13652.30196551627,12185.389762371737,15189.127417399017
90,14039.020304881371,12427.467886962831,15637.637584385031
91,12896.987357196527,11575.059719614026,14536.301934879415
92,14400.858268437722,12746.579546692776,15770.615767367724
93,13485.044588767883,12116.3452136902,15270.980323225358
94,12936.664496031231,11813.011521946586,14621.5823240206
95,12702.523173160182,11294.10304012197,14170.814815022137
96,12951.015163888967,11036.397683222975,13903.820452249893
97,13199.06109114916,11911.789752039645,15002.381639014919
98,13523.618832498796,11876.515417470018,15189.127417399017
99,14208.711627056855,12746.579546692776,16065.050884074455
