,lineage,s
1335,1335,-5.1038
1336,1336,-3.9142
1337,1337,-1.5081
1338,1338,-3.6408
1339,1339,-3.3793
1340,1340,-1.4328
1341,1341,-4.9024
1342,1342,-3.8511
1343,1343,-0.085459
1344,1344,-0.90987
1345,1345,-3.7431
1346,1346,-2.1299
1347,1347,-1.5459
1348,1348,-1.6018
1349,1349,-3.7431
1350,1350,-0.70784
1351,1351,-1.2608
1352,1352,-2.0314
1353,1353,-1.6692
1354,1354,-3.6408
1355,1355,-0.79361
1356,1356,-2.2304
1357,1357,-2.6552
1358,1358,-3.2285
1359,1359,-0.30887
1360,1360,-0.90614
1361,1361,-1.0504
1362,1362,-7.0497
1363,1363,-3.2285
1364,1364,-2.9282
1365,1365,-3.3793
1366,1366,-2.9487
1367,1367,-2.9282
1368,1368,-3.8038
1369,1369,-3.7431
1370,1370,-3.2285
1371,1371,-1.3874
1372,1372,-2.5422
1373,1373,-0.79962
1374,1374,-0.36829
1375,1375,-4.9983
1376,1376,-2.6445
1377,1377,-3.3793
1378,1378,-3.2285
1379,1379,-2.6445
1380,1380,-1.0325
1381,1381,-2.5422
1382,1382,-4.0995
1383,1383,-3.8038
1384,1384,-2.3926
1385,1385,-1.3411
1386,1386,-0.46601
1387,1387,-3.3793
1388,1388,-3.3793
1389,1389,-0.24784
1390,1390,-1.055
1391,1391,-0.36357
1392,1392,-1.2429
1393,1393,-1.7699
1394,1394,-1.958
1395,1395,-3.3793
1396,1396,-0.82715
1397,1397,-7.0497
1398,1398,-2.5422
1399,1399,-3.2285
1400,1400,-0.25337
1401,1401,-0.60759
1402,1402,-4.3772
1403,1403,-3.7431
1404,1404,-2.9282
1405,1405,-1.7699
1406,1406,-1.6692
1407,1407,-0.035456
1408,1408,-2.2508
1409,1409,-3.8997
1410,1410,-0.033421
1411,1411,-0.78318
1412,1412,-2.2903
1413,1413,-0.36321
1414,1414,-0.40318
1415,1415,-0.6545
1416,1416,-2.9994
1417,1417,-0.86956
1418,1418,-2.9282
1419,1419,-1.2847
1420,1420,-2.1299
1421,1421,-0.0092162
1422,1422,-3.6408
1423,1423,-0.063827
1424,1424,-0.79864
1425,1425,-1.0759
1426,1426,-1.0028
1427,1427,-2.9487
1428,1428,-0.25337
1429,1429,-1.2388
1430,1430,-5.7599
1431,1431,-3.3793
1432,1432,-3.293
1433,1433,-2.1299
1434,1434,-2.5045
1435,1435,-2.5422
1436,1436,-1.5176
1437,1437,-0.57946
1438,1438,-1.3393
1439,1439,-4.3772
1440,1440,-4.3772
1441,1441,-3.3793
1442,1442,-1.8501
1443,1443,-2.2807
1444,1444,-1.7025
1445,1445,-3.2285
1446,1446,-0.23613
1447,1447,-1.3277
1448,1448,-3.7431
1449,1449,-2.9282
1450,1450,-2.3673
1451,1451,-2.9487
1452,1452,-4.9024
1453,1453,-0.60759
1454,1454,-2.9487
1455,1455,-2.9487
1456,1456,-3.2684
1457,1457,-3.293
1458,1458,-1.3914
1459,1459,-3.3793
1460,1460,-1.2371
1461,1461,-3.6408
1462,1462,-0.17253
1463,1463,-1.1775
1464,1464,-2.9282
1465,1465,-2.0314
1466,1466,-1.2847
1467,1467,-0.59512
1468,1468,-1.1781
1469,1469,-3.7431
1470,1470,-2.5422
1471,1471,-1.2782
1472,1472,-0.58589
1473,1473,-1.3187
1474,1474,-0.83993
1475,1475,-1.443
1476,1476,-0.36321
1477,1477,-2.0314
1478,1478,-2.1948
1479,1479,-0.53026
1480,1480,-0.4657
1481,1481,-4.901
1482,1482,-2.4334
1483,1483,-1.7831
1484,1484,-1.6191
1485,1485,-0.36989
1486,1486,-2.9487
1487,1487,-1.6515
1488,1488,-0.53026
1489,1489,-0.83059
1490,1490,-0.40318
1491,1491,-3.3793
1492,1492,-1.015
1493,1493,-7.0497
1494,1494,-0.96412
1495,1495,-1.2417
1496,1496,-2.9282
1497,1497,-5.4119
1498,1498,-0.1231
1499,1499,-3.7431
1500,1500,-0.57423
1501,1501,-0.98145
1502,1502,-3.8511
1503,1503,-0.91615
1504,1504,-4.6518
1505,1505,-2.0314
1506,1506,-2.5045
1507,1507,-1.9793
1508,1508,-0.89234
1509,1509,-3.7431
1510,1510,-3.6408
1511,1511,-2.5422
1512,1512,-3.3793
1513,1513,-3.8038
1514,1514,-3.3793
1515,1515,-1.5649
1516,1516,-1.8186
1517,1517,-1.9559
1518,1518,-0.30887
1519,1519,-3.2285
1520,1520,-3.293
1521,1521,-3.2285
1522,1522,-0.85517
1523,1523,-0.74068
1524,1524,-0.55565
1525,1525,-1.4972
1526,1526,-2.6445
1527,1527,-3.3793
1528,1528,-3.3793
1529,1529,-3.2285
1530,1530,-0.87623
1531,1531,-0.83059
1532,1532,-1.6949
1533,1533,-6.5105
1534,1534,-2.9487
1535,1535,-0.48744
1536,1536,-4.9024
1537,1537,-3.5444
1538,1538,-1.3187
1539,1539,-0.38377
1540,1540,-2.5422
1541,1541,-5.7599
1542,1542,-2.1299
1543,1543,-1.0613
1544,1544,-3.3793
1545,1545,-1.5643
1546,1546,-0.61825
1547,1547,-2.0314
1548,1548,-5.7599
1549,1549,-4.6613
1550,1550,-1.4161
1551,1551,-1.3393
1552,1552,-4.3772
1553,1553,-1.3452
1554,1554,-0.34434
1555,1555,-1.5782
1556,1556,-1.7483
1557,1557,-3.8997
1558,1558,-3.8511
1559,1559,-2.9487
1560,1560,-0.33829
1561,1561,-2.9487
1562,1562,-2.6186
1563,1563,-3.7431
1564,1564,-7.0497
1565,1565,-3.7431
1566,1566,-3.4387
1567,1567,-0.68081
1568,1568,-1.0854
1569,1569,-3.3793
1570,1570,-0.98145
1571,1571,-2.9282
1572,1572,-1.8565
1573,1573,-4.6613
1574,1574,-0.45975
1575,1575,-1.8579
1576,1576,-1.1523
1577,1577,-3.2285
1578,1578,-2.6445
1579,1579,-4.3772
1580,1580,-2.1299
1581,1581,-3.2285
1582,1582,-1.8295
1583,1583,-0.56187
1584,1584,-4.1126
1585,1585,-4.8524
1586,1586,-2.9487
1587,1587,-2.1336
1588,1588,-3.3793
1589,1589,-0.38377
1590,1590,-4.9983
1591,1591,-0.0073375
1592,1592,-1.3187
1593,1593,-2.9282
1594,1594,-0.70784
1595,1595,-3.7431
1596,1596,-0.80759
1597,1597,-1.3471
1598,1598,-0.43649
1599,1599,-2.9487
1600,1600,-2.9487
1601,1601,-0.10661
1602,1602,-0.55526
1603,1603,-3.7431
1604,1604,-2.2807
1605,1605,-0.73562
1606,1606,-3.2285
1607,1607,-3.6408
1608,1608,-2.3595
1609,1609,-1.3393
1610,1610,-4.098
1611,1611,-3.6408
1612,1612,-0.4657
1613,1613,-1.8501
1614,1614,-1.7001
1615,1615,-1.9779
1616,1616,-1.8219
1617,1617,-6.5105
1618,1618,-0.20767
1619,1619,-0.68574
1620,1620,-0.19266
1621,1621,-1.2826
1622,1622,-1.1821
1623,1623,-1.028
1624,1624,-1.4328
1625,1625,-0.78246
1626,1626,-3.3793
1627,1627,-3.2285
1628,1628,-4.0995
1629,1629,-2.9282
1630,1630,-3.7431
1631,1631,-0.3478
1632,1632,-3.2285
1633,1633,-1.4972
1634,1634,-1.3972
1635,1635,-2.9487
1636,1636,-3.3793
1637,1637,-2.6445
1638,1638,-2.4313
1639,1639,-0.1155
1640,1640,-0.71366
1641,1641,-2.1336
1642,1642,-0.81439
1643,1643,-0.8937
1644,1644,-0.75927
1645,1645,-4.3772
1646,1646,-1.7016
1647,1647,-0.36357
1648,1648,-5.1038
1649,1649,-5.4402
1650,1650,-1.8501
1651,1651,-5.4119
1652,1652,-3.3889
1653,1653,-0.38377
1654,1654,-1.2847
1655,1655,-2.1299
1656,1656,-1.3393
1657,1657,-0.43973
1658,1658,-2.1336
1659,1659,-2.6004
1660,1660,-3.0009
1661,1661,-0.17253
1662,1662,-0.49722
1663,1663,-2.9282
1664,1664,-0.73219
1665,1665,-0.95803
1666,1666,-1.2648
1667,1667,-0.38377
1668,1668,-3.2285
1669,1669,-0.9561
1670,1670,-2.2807
1671,1671,-2.5422
1672,1672,-1.6426
1673,1673,-3.0981
1674,1674,-2.9282
1675,1675,-3.7431
1676,1676,-1.6986
1677,1677,-6.5105
1678,1678,-3.6408
1679,1679,-2.9487
1680,1680,-0.77776
1681,1681,-1.6168
1682,1682,-2.8011
1683,1683,-0.75927
1684,1684,-3.3793
1685,1685,-0.027204
1686,1686,-0.15411
1687,1687,-0.55565
1688,1688,-2.5422
1689,1689,-0.75596
1690,1690,-1.7626
1691,1691,-3.2285
1692,1692,-2.3673
1693,1693,-0.50795
1694,1694,-3.2285
1695,1695,-3.8038
1696,1696,-3.3793
1697,1697,-0.17932
1698,1698,-2.6445
1699,1699,-1.6191
1700,1700,-0.17932
1701,1701,-3.3793
1702,1702,-2.4329
1703,1703,-1.3187
1704,1704,-3.7431
1705,1705,-2.141
1706,1706,-3.014
1707,1707,-1.6168
1708,1708,-0.38592
1709,1709,-7.0497
1710,1710,-0.68447
1711,1711,-1.2826
1712,1712,-0.1231
1713,1713,-0.80215
1714,1714,-0.57946
1715,1715,-0.75149
1716,1716,-2.0314
1717,1717,-0.43593
1718,1718,-2.5873
1719,1719,-0.70026
1720,1720,-2.9487
1721,1721,-2.9282
1722,1722,-2.1336
1723,1723,-3.3793
1724,1724,-1.1412
1725,1725,-0.48331
1726,1726,-0.58041
1727,1727,-5.1966
1728,1728,-4.4847
1729,1729,-0.24066
1730,1730,-5.4119
1731,1731,-2.2807
1732,1732,-1.6692
1733,1733,-0.41711
1734,1734,-1.3187
1735,1735,-3.566
1736,1736,-0.85464
1737,1737,-4.9983
1738,1738,-0.40693
1739,1739,-3.0524
1740,1740,-1.0423
1741,1741,-2.9282
1742,1742,-0.82486
1743,1743,-0.50966
1744,1744,-3.2285
1745,1745,-3.8038
1746,1746,-3.6408
1747,1747,-2.1299
1748,1748,-3.7431
1749,1749,-2.5422
1750,1750,-2.9565
1751,1751,-0.34434
1752,1752,-3.3793
1753,1753,-0.45933
1754,1754,-3.9949
1755,1755,-3.8511
1756,1756,-3.4659
1757,1757,-4.9024
1758,1758,-2.9282
1759,1759,-0.1152
1760,1760,-1.8501
1761,1761,-4.3772
1762,1762,-0.60385
1763,1763,-4.9024
1764,1764,-5.7599
1765,1765,-2.9282
1766,1766,-0.98225
1767,1767,-3.8511
1768,1768,-0.68081
1769,1769,-2.4334
1770,1770,-2.8469
1771,1771,-2.9282
1772,1772,-3.3793
1773,1773,-1.9735
1774,1774,-3.8511
1775,1775,-3.7431
1776,1776,-2.9282
1777,1777,-0.73094
1778,1778,-0.9316
1779,1779,-3.7431
1780,1780,-2.7592
1781,1781,-0.99097
1782,1782,-1.6191
1783,1783,-4.3772
1784,1784,-4.1505
1785,1785,-3.3793
1786,1786,-2.3375
1787,1787,-0.4454
1788,1788,-4.1505
1789,1789,-1.5643
1790,1790,-2.9282
1791,1791,-1.0957
1792,1792,-0.14036
1793,1793,-0.093242
1794,1794,-2.49
1795,1795,-3.293
1796,1796,-4.9983
1797,1797,-3.1432
1798,1798,-0.81722
1799,1799,-3.2285
1800,1800,-5.4119
1801,1801,-1.0028
1802,1802,-1.8501
1803,1803,-0.23613
1804,1804,-0.30455
1805,1805,-3.293
1806,1806,-0.9316
1807,1807,-0.53026
1808,1808,-0.089151
1809,1809,-0.73094
1810,1810,-3.2916
1811,1811,-3.2285
1812,1812,-2.9282
1813,1813,-3.6408
1814,1814,-3.2285
1815,1815,-3.3793
1816,1816,-3.2285
1817,1817,-0.75149
1818,1818,-2.9282
1819,1819,-3.8511
1820,1820,-1.4328
1821,1821,-0.22011
1822,1822,-2.9282
1823,1823,-0.79619
1824,1824,-0.14036
1825,1825,-3.6408
1826,1826,-1.452
1827,1827,-4.1052
1828,1828,-0.38592
1829,1829,-3.2285
1830,1830,-3.8038
1831,1831,-2.8968
1832,1832,-4.4847
1833,1833,-5.1966
1834,1834,-2.2903
1835,1835,-1.3393
1836,1836,-0.38008
1837,1837,-0.83059
1838,1838,-0.60759
1839,1839,-3.2285
1840,1840,-0.98225
1841,1841,-3.3793
1842,1842,-1.0759
1843,1843,-2.2807
1844,1844,-3.9455
1845,1845,-2.2807
1846,1846,-2.9065
1847,1847,-3.3793
1848,1848,-1.3187
1849,1849,-2.6445
1850,1850,-4.8524
1851,1851,-3.7431
1852,1852,-3.3793
1853,1853,-3.3793
1854,1854,-0.75149
1855,1855,-0.88072
1856,1856,-1.5603
1857,1857,-2.541
1858,1858,-3.3793
1859,1859,-3.3793
1860,1860,-0.1031
1861,1861,-2.9487
1862,1862,-0.59512
1863,1863,-2.5838
1864,1864,-1.7972
1865,1865,-0.40805
1866,1866,-0.55082
1867,1867,-0.066178
1868,1868,-6.5105
1869,1869,-2.9487
1870,1870,-3.2285
1871,1871,-0.17712
1872,1872,-6.5105
1873,1873,-5.7599
1874,1874,-2.2807
1875,1875,-1.1536
1876,1876,-5.0935
1877,1877,-1.6692
1878,1878,-1.5351
1879,1879,-2.5422
1880,1880,-1.4334
1881,1881,-2.5422
1882,1882,-0.60662
1883,1883,-3.6408
1884,1884,-1.1781
1885,1885,-1.7669
1886,1886,-1.8295
1887,1887,-1.0871
1888,1888,-0.1443
1889,1889,-0.95525
1890,1890,-4.3772
1891,1891,-4.6613
1892,1892,-1.3452
1893,1893,-1.0325
1894,1894,-2.9282
1895,1895,-0.059467
1896,1896,-1.1121
1897,1897,-3.2285
1898,1898,-0.73094
1899,1899,-4.9024
1900,1900,-1.4436
1901,1901,-1.2429
1902,1902,-0.90987
1903,1903,-3.2885
1904,1904,-1.2263
1905,1905,-3.8038
1906,1906,-1.7972
1907,1907,-3.8997
1908,1908,-0.24066
1909,1909,-4.9983
1910,1910,-1.1821
1911,1911,-0.30909
1912,1912,-7.0497
1913,1913,-1.649
1914,1914,-0.75149
1915,1915,-5.7599
1916,1916,-0.6076
1917,1917,-2.9282
1918,1918,-1.0313
1919,1919,-2.3341
1920,1920,-0.35826
1921,1921,-4.901
1922,1922,-0.60759
1923,1923,-2.1372
1924,1924,-4.8524
1925,1925,-1.7699
1926,1926,-0.80658
1927,1927,-2.1299
1928,1928,-0.50531
1929,1929,-0.6545
1930,1930,-2.0314
1931,1931,-1.3393
1932,1932,-3.8024
1933,1933,-4.9983
1934,1934,-1.3393
1935,1935,-4.9024
1936,1936,-0.44464
1937,1937,-1.7365
1938,1938,-3.8511
1939,1939,-4.9024
1940,1940,-3.3793
1941,1941,-1.4972
1942,1942,-2.7678
1943,1943,-2.1593
1944,1944,-2.9487
1945,1945,-0.34852
1946,1946,-0.23613
1947,1947,-0.50966
1948,1948,-0.45975
1949,1949,-3.2285
1950,1950,-3.7431
1951,1951,-0.18974
1952,1952,-1.7699
1953,1953,-0.73094
1954,1954,-3.8511
1955,1955,-7.0497
1956,1956,-1.6191
1957,1957,-1.9103
1958,1958,-2.5422
1959,1959,-3.7431
1960,1960,-1.3914
1961,1961,-2.9282
1962,1962,-0.68081
1963,1963,-0.27091
1964,1964,-2.5422
1965,1965,-3.6408
1966,1966,-2.6445
1967,1967,-1.8295
1968,1968,-0.83993
1969,1969,-0.56724
1970,1970,-2.8011
1971,1971,-2.9487
1972,1972,-1.5476
1973,1973,-0.094947
1974,1974,-2.9487
1975,1975,-2.9282
1976,1976,-2.9282
1977,1977,-0.90334
1978,1978,-0.26608
1979,1979,-0.75149
1980,1980,-2.1651
1981,1981,-3.8511
1982,1982,-0.55526
1983,1983,-3.566
1984,1984,-0.43593
1985,1985,-0.04331
1986,1986,-0.9316
1987,1987,-1.2429
1988,1988,-2.9282
1989,1989,-1.8501
1990,1990,-1.4928
1991,1991,-4.2165
1992,1992,-5.9511
1993,1993,-3.2285
1994,1994,-1.8591
1995,1995,-3.2285
1996,1996,-0.33482
1997,1997,-2.9282
1998,1998,-0.71987
1999,1999,-3.2786
2000,2000,-2.6445
2001,2001,-0.75149
2002,2002,-1.0028
2003,2003,-1.7699
2004,2004,-3.3793
2005,2005,-2.4867
2006,2006,-2.3361
2007,2007,-1.4695
2008,2008,-2.5422
2009,2009,-2.5422
2010,2010,-4.9024
2011,2011,-2.9282
2012,2012,-1.6692
2013,2013,-2.2807
2014,2014,-3.0981
2015,2015,-4.643
2016,2016,-2.0539
2017,2017,-0.79153
2018,2018,-0.11463
2019,2019,-3.0009
2020,2020,-1.1781
2021,2021,-3.7431
2022,2022,-0.22011
2023,2023,-0.21083
2024,2024,-2.2807
2025,2025,-2.1299
2026,2026,-1.2733
2027,2027,-2.9487
2028,2028,-0.63457
2029,2029,-1.8501
2030,2030,-2.1336
2031,2031,-0.62546
2032,2032,-4.1968
2033,2033,-3.6157
2034,2034,-0.42707
2035,2035,-1.3047
2036,2036,-1.1781
2037,2037,-0.75596
2038,2038,-0.13692
2039,2039,-6.5105
2040,2040,-3.3793
2041,2041,-3.8038
2042,2042,-1.4851
2043,2043,-1.3187
2044,2044,-3.2285
2045,2045,-2.9282
2046,2046,-0.066703
2047,2047,-0.91615
2048,2048,-1.1916
2049,2049,-1.9098
2050,2050,-5.4119
2051,2051,-1.8501
2052,2052,-1.0814
2053,2053,-0.98145
2054,2054,-5.8705
2055,2055,-6.5105
2056,2056,-2.5422
2057,2057,-3.7431
2058,2058,-1.6885
2059,2059,-0.71366
2060,2060,-2.6445
2061,2061,-0.57793
2062,2062,-1.1482
2063,2063,-0.22011
2064,2064,-4.9548
2065,2065,-3.8997
2066,2066,-1.2782
2067,2067,-1.6191
2068,2068,-2.9282
2069,2069,-1.6191
2070,2070,-5.7599
2071,2071,-0.94773
2072,2072,-2.1299
2073,2073,-0.18754
2074,2074,-3.2285
2075,2075,-3.7431
2076,2076,-4.9024
2077,2077,-3.3793
2078,2078,-3.3793
2079,2079,-3.2684
2080,2080,-1.5552
2081,2081,-0.23613
2082,2082,-1.6191
2083,2083,-2.0692
2084,2084,-0.20251
2085,2085,-3.3793
2086,2086,-1.8295
2087,2087,-1.4462
2088,2088,-1.5459
2089,2089,-1.3187
2090,2090,-7.0497
2091,2091,-5.9511
2092,2092,-2.7678
2093,2093,-2.9487
2094,2094,-5.4656
2095,2095,-0.96399
2096,2096,-1.5351
2097,2097,-0.48541
2098,2098,-3.014
2099,2099,-1.5459
2100,2100,-1.3187
2101,2101,-0.074087
2102,2102,-0.0092162
2103,2103,-3.6408
2104,2104,-5.4656
2105,2105,-2.9487
2106,2106,-2.1299
2107,2107,-0.90049
2108,2108,-3.3793
2109,2109,-2.4983
2110,2110,-4.9983
2111,2111,-4.3772
2112,2112,-2.2903
2113,2113,-2.2807
2114,2114,-3.2285
2115,2115,-0.3214
2116,2116,-2.1299
2117,2117,-2.9487
2118,2118,-3.8511
2119,2119,-1.3187
2120,2120,-4.3772
2121,2121,-2.2508
2122,2122,-0.60298
2123,2123,-0.21083
2124,2124,-0.48691
2125,2125,-1.0712
2126,2126,-2.1299
2127,2127,-0.99097
2128,2128,-2.2903
2129,2129,-5.7599
2130,2130,-2.9267
2131,2131,-1.3874
2132,2132,-0.49147
2133,2133,-4.3772
2134,2134,-0.76419
2135,2135,-1.5018
2136,2136,-0.75149
2137,2137,-0.75149
2138,2138,-3.3793
2139,2139,-1.8281
2140,2140,-2.6445
2141,2141,-1.5459
2142,2142,-2.6445
2143,2143,-0.664
2144,2144,-3.2786
2145,2145,-7.0497
2146,2146,-2.9487
2147,2147,-1.2845
2148,2148,-3.3793
2149,2149,-0.15411
2150,2150,-1.7699
2151,2151,-1.8295
2152,2152,-3.3793
2153,2153,-3.3793
2154,2154,-4.3772
2155,2155,-0.67129
2156,2156,-0.17961
2157,2157,-0.92076
2158,2158,-2.9487
2159,2159,-0.17501
2160,2160,-3.3793
2161,2161,-1.8501
2162,2162,-4.9983
2163,2163,-3.6773
2164,2164,-3.3793
2165,2165,-2.3791
2166,2166,-0.50795
2167,2167,-2.9487
2168,2168,-4.3132
2169,2169,-2.116
2170,2170,-4.9983
2171,2171,-1.0028
2172,2172,-5.4119
2173,2173,-3.2285
2174,2174,-3.8511
2175,2175,-3.6408
2176,2176,-0.62885
2177,2177,-2.7154
2178,2178,-3.2285
2179,2179,-2.1745
2180,2180,-2.9487
2181,2181,-3.6408
2182,2182,-2.9282
2183,2183,-4.643
2184,2184,-0.13936
2185,2185,-1.6413
2186,2186,-0.83059
2187,2187,-3.3793
2188,2188,-4.9024
2189,2189,-1.958
2190,2190,-3.0981
2191,2191,-3.6408
2192,2192,-0.66365
2193,2193,-1.3452
2194,2194,-0.93276
2195,2195,-1.72
2196,2196,-0.92076
2197,2197,-2.9565
2198,2198,-0.69522
2199,2199,-3.2285
2200,2200,-1.3763
2201,2201,-1.8295
2202,2202,-3.7431
2203,2203,-0.30909
2204,2204,-1.7699
2205,2205,-0.97058
2206,2206,-0.87911
2207,2207,-3.2285
2208,2208,-2.9487
2209,2209,-0.70784
2210,2210,-2.9487
2211,2211,-2.9487
2212,2212,-2.6445
2213,2213,-0.094947
2214,2214,-4.8524
2215,2215,-0.55082
2216,2216,-3.3793
2217,2217,-2.9282
2218,2218,-1.4532
2219,2219,-1.7972
2220,2220,-3.293
2221,2221,-0.25865
2222,2222,-1.028
2223,2223,-1.2845
2224,2224,-3.2285
2225,2225,-1.0106
2226,2226,-1.52
2227,2227,-2.9487
2228,2228,-0.36357
2229,2229,-1.0714
2230,2230,-1.1482
2231,2231,-1.2847
2232,2232,-0.80759
2233,2233,-2.9282
2234,2234,-3.6408
2235,2235,-1.028
2236,2236,-3.3793
2237,2237,-0.53026
2238,2238,-0.80162
2239,2239,-2.18
2240,2240,-0.33417
2241,2241,-1.2017
2242,2242,-0.55587
2243,2243,-1.5855
2244,2244,-2.8156
2245,2245,-0.98455
2246,2246,-0.38927
2247,2247,-2.9487
2248,2248,-1.8295
2249,2249,-0.21987
2250,2250,-2.6445
2251,2251,-6.5105
2252,2252,-0.57946
2253,2253,-1.3902
2254,2254,-1.8295
2255,2255,-1.3187
2256,2256,-3.2285
2257,2257,-0.33829
2258,2258,-3.7431
2259,2259,-1.5459
2260,2260,-0.02951
2261,2261,-0.16223
2262,2262,-1.6692
2263,2263,-1.3452
2264,2264,-1.8295
2265,2265,-3.3793
2266,2266,-0.53026
2267,2267,-0.86579
2268,2268,-0.32547
2269,2269,-1.0957
2270,2270,-6.5105
2271,2271,-3.0524
2272,2272,-0.71366
2273,2273,-4.9024
2274,2274,-1.9023
2275,2275,-0.29969
2276,2276,-1.1888
2277,2277,-1.3173
2278,2278,-0.71366
2279,2279,-3.0981
2280,2280,-1.8295
2281,2281,-3.2285
2282,2282,-3.0009
2283,2283,-3.2285
2284,2284,-3.9455
2285,2285,-0.50525
2286,2286,-3.0982
2287,2287,-3.8997
2288,2288,-1.9162
2289,2289,-3.2285
2290,2290,-5.1038
2291,2291,-6.5105
2292,2292,-0.94324
2293,2293,-1.7699
2294,2294,-3.2786
2295,2295,-1.3393
2296,2296,-2.9282
2297,2297,-6.5105
2298,2298,-0.37214
2299,2299,-0.4657
2300,2300,-1.0548
2301,2301,-0.012048
2302,2302,-2.8469
2303,2303,-3.2285
2304,2304,-3.7431
2305,2305,-4.9024
2306,2306,-3.293
2307,2307,-3.3793
2308,2308,-2.9282
2309,2309,-0.92937
2310,2310,-1.7699
2311,2311,-3.2146
2312,2312,-1.9777
2313,2313,-3.0524
2314,2314,-3.7431
2315,2315,-2.7678
2316,2316,-0.8133
2317,2317,-2.9282
2318,2318,-0.59512
2319,2319,-0.38377
2320,2320,-2.9487
2321,2321,-0.16999
2322,2322,-3.8997
2323,2323,-3.2285
2324,2324,-0.63972
2325,2325,-1.7754
2326,2326,-0.15318
2327,2327,-5.4119
2328,2328,-1.2415
2329,2329,-2.9282
2330,2330,-2.5939
2331,2331,-0.32547
2332,2332,-1.4185
2333,2333,-4.0995
2334,2334,-3.8038
2335,2335,-2.1299
2336,2336,-6.5105
2337,2337,-0.9625
2338,2338,-5.4119
2339,2339,-1.7699
2340,2340,-4.643
2341,2341,-3.7431
2342,2342,-4.5196
2343,2343,-3.3793
2344,2344,-1.1821
2345,2345,-0.93211
2346,2346,-1.5459
2347,2347,-2.475
2348,2348,-3.814
2349,2349,-0.92076
2350,2350,-5.4119
2351,2351,-3.8997
2352,2352,-0.85517
2353,2353,-2.1299
2354,2354,-0.094947
2355,2355,-2.3259
2356,2356,-1.8295
2357,2357,-0.60259
2358,2358,-3.6408
2359,2359,-0.53026
2360,2360,-4.9983
2361,2361,-3.2146
2362,2362,-2.0314
2363,2363,-1.6191
2364,2364,-1.8295
2365,2365,-0.67851
2366,2366,-3.3793
2367,2367,-0.53026
2368,2368,-3.814
2369,2369,-4.1663
2370,2370,-6.5105
2371,2371,-3.6408
2372,2372,-1.8295
2373,2373,-1.3806
2374,2374,-1.6949
2375,2375,-1.6949
2376,2376,-2.49
2377,2377,-0.1155
2378,2378,-3.4841
2379,2379,-1.7699
2380,2380,-3.6408
2381,2381,-3.3793
2382,2382,-0.10173
2383,2383,-1.4161
2384,2384,-0.34104
2385,2385,-3.3793
2386,2386,-0.22553
2387,2387,-1.7767
2388,2388,-3.2285
2389,2389,-3.195
2390,2390,-4.643
2391,2391,-0.70784
2392,2392,-3.3793
2393,2393,-1.631
2394,2394,-0.98145
2395,2395,-2.0314
2396,2396,-5.4119
2397,2397,-2.6445
2398,2398,-0.20617
2399,2399,-4.3772
2400,2400,-6.5105
2401,2401,-3.375
2402,2402,-0.29133
2403,2403,-4.5351
2404,2404,-4.9024
2405,2405,-3.2285
2406,2406,-1.7794
2407,2407,-0.57865
2408,2408,-4.643
2409,2409,-1.1482
2410,2410,-1.8501
2411,2411,-1.6949
2412,2412,-1.0386
2413,2413,-3.0009
2414,2414,-3.9142
2415,2415,-1.3173
2416,2416,-3.2285
2417,2417,-2.3926
2418,2418,-0.38653
2419,2419,-2.0314
2420,2420,-3.7431
2421,2421,-2.9487
2422,2422,-3.7431
2423,2423,-0.38377
2424,2424,-2.0218
2425,2425,-3.3793
2426,2426,-3.6408
2427,2427,-0.46661
2428,2428,-3.3793
2429,2429,-0.81713
2430,2430,-3.3793
2431,2431,-2.9282
2432,2432,-1.6949
2433,2433,-3.3793
2434,2434,-3.9993
2435,2435,-1.5345
2436,2436,-3.293
2437,2437,-6.5105
2438,2438,-0.88072
2439,2439,-5.7599
2440,2440,-0.57946
2441,2441,-0.33417
2442,2442,-3.293
2443,2443,-3.7975
2444,2444,-3.8038
2445,2445,-6.4515
2446,2446,-2.4674
2447,2447,-2.6445
2448,2448,-0.67129
2449,2449,-0.049541
2450,2450,-1.8295
2451,2451,-0.049541
2452,2452,-1.8501
2453,2453,-4.3132
2454,2454,-2.0446
2455,2455,-3.2285
2456,2456,-0.73282
2457,2457,-1.7483
2458,2458,-0.079737
2459,2459,-1.2861
2460,2460,-1.0523
2461,2461,-2.9282
2462,2462,-1.7073
2463,2463,-2.2508
2464,2464,-1.1778
2465,2465,-0.21918
2466,2466,-3.0009
2467,2467,-1.4334
2468,2468,-1.1492
2469,2469,-2.9282
2470,2470,-0.29133
2471,2471,-2.4334
2472,2472,-1.8501
2473,2473,-1.3217
2474,2474,-0.24385
2475,2475,-1.8681
2476,2476,-2.9565
2477,2477,-2.9487
2478,2478,-2.9551
2479,2479,-2.8011
2480,2480,-0.22011
2481,2481,-2.5873
2482,2482,-1.483
2483,2483,-0.24066
2484,2484,-3.3793
2485,2485,-5.4119
2486,2486,-0.98225
2487,2487,-1.4334
2488,2488,-0.94264
2489,2489,-2.1336
2490,2490,-0.18773
2491,2491,-3.0982
2492,2492,-4.9024
2493,2493,-4.3772
2494,2494,-1.5459
2495,2495,-2.5669
2496,2496,-1.3187
2497,2497,-1.7972
2498,2498,-3.2285
2499,2499,-5.9511
2500,2500,-3.6408
2501,2501,-2.5636
2502,2502,-1.3173
2503,2503,-1.7699
