,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107
0,63,3,2,3,72,403,363,185,222,2,43,28,1,2,55,30,142,34,358,719,782,147,987,1302,1054,112,1505,1254,537,613,104,558,376,258,706,1307,3380,2966,4324,973,2315,2835,2312,1803,1468,2008,2629,1673,877,732,830,1030,1333,1555,2627,3999,5503,5376,4208,3139,2149,1657,1359,2233,2663,2588,1810,2440,3270,3085,3817,3825,3556,3508,3809,2249,1859,2226,3423,3735,3645,3654,3566,4590,4283,3035,5727,4946,163
