,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,17.0,18.0,19.0
0,500.0,498.0,488.0,488.0,482.0,479.0,465.0,466.0,475.0,498.0,485.0,477.0,474.0,475.0,467.0,497.0,528.0,548.0,559.0,541.0
