,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,17.0,18.0,19.0
0,1088.0,1128.0,954.0,871.0,1009.0,1068.0,1029.0,932.0,942.0,1098.0,1068.0,1045.0,943.0,934.0,913.0,951.0,1148.0,1237.0,1048.0,1047.0
