,18,19,20,21,22,23,24,25,26,27,28,29,30,31,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107
0,5,13,8,4,1,13,72,45,29,45,26,81,28,13,133,178,244,117,51,152,91,261,372,669,299,709,940,549,361,230,766,1265,387,843,922,872,877,1817,978,860,1054,979,774,849,508,530,340,403,379,302,252,272,298,365,979,1712,1489,947,1340,2768,1489,1912,2181,1900,2750,2917,3240,2948,3253,2969,3430,2574,4226,3876,3374,5068,3066,5089,4836,6875,8900,9712,8202,8404,2864,5173,5525,808
