,19,20,21,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57
0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9298245614035088,0.9310344827586207,0.9278350515463918,0.8888888888888888,0.7894736842105263,0.828080229226361,0.7055555555555556,0.7452135493372607,0.5355450236966824,0.49282296650717705,0.48878923766816146,0.43109540636042404,0.36895674300254455,0.31806615776081426,0.32642487046632124,0.29770992366412213,0.3170731707317073,0.24896265560165975,0.20833333333333334,0.12269938650306748,0.06829268292682927,0.011811023622047244,0.03873239436619718,0.0056179775280898875,0.011363636363636364
