,19,20,21,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57
0,6,14,10,5,54,54,20,4,1,5,7,5,41,114,87,97,189,266,349,360,679,211,209,223,283,393,393,193,131,41,241,96,163,205,254,284,356,88
