,19,20,21,23,24,25,26,27,28,29,30,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107
0,62,1,2,58,663,575,271,298,3,42,9,3,25,6,51,53,228,190,259,171,857,708,606,33,326,87,169,61,24,75,151,58,74,64,452,420,611,94,387,702,552,652,570,746,971,742,427,413,459,927,894,886,803,751,996,756,597,1332,1195,878,349,367,140,250,294,297,481,1445,1969,2148,3121,1839,1586,2045,412,1564,1545,2199,1361,1070,725,618,731,584,1459,1145,39
