,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,17.0,18.0,19.0,20.0,21.0,22.0,23.0,24.0,25.0,26.0,27.0,28.0,29.0,30.0,31.0,32.0,33.0,34.0,35.0,36.0,37.0,38.0,39.0,40.0,41.0,42.0
0,0.0,0.0,0.0,5.0,13.0,32.0,69.0,137.0,267.0,535.0,1076.0,2214.0,4515.0,9048.0,17756.0,34514.0,65889.0,120160.0,204566.0,317448.0,442331.0,556663.0,645118.0,705604.0,744228.0,767165.0,780293.0,787993.0,792342.0,794712.0,796052.0,796805.0,797242.0,797498.0,797621.0,797677.0,797718.0,797737.0,797746.0,797750.0,797753.0,797754.0,797756.0
