,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,17.0,18.0,19.0,20.0,21.0,22.0,23.0,24.0,25.0,26.0,27.0,28.0,29.0,30.0,31.0,32.0,33.0,34.0,35.0,36.0,37.0,38.0,39.0,40.0,41.0,42.0,lineage
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,30.0,112.0,277.0,588.0,1109.0,1998.0,3418.0,5385.0,7553.0,9604.0,11186.0,12207.0,12917.0,13333.0,13569.0,13699.0,13768.0,13813.0,13827.0,13838.0,13842.0,13847.0,13849.0,13851.0,13852.0,13855.0,13855.0,13855.0,13855.0,13855.0,13855.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,32.0,71.0,160.0,343.0,602.0,1100.0,1822.0,2770.0,3831.0,4862.0,5617.0,6161.0,6493.0,6683.0,6797.0,6858.0,6905.0,6934.0,6951.0,6953.0,6954.0,6957.0,6957.0,6957.0,6957.0,6957.0,6957.0,6957.0,6957.0,6957.0,6957.0,1.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,40.0,82.0,152.0,311.0,611.0,1063.0,1741.0,2713.0,3697.0,4646.0,5413.0,5930.0,6234.0,6406.0,6510.0,6567.0,6605.0,6627.0,6642.0,6647.0,6647.0,6648.0,6648.0,6648.0,6648.0,6648.0,6648.0,6648.0,6648.0,6648.0,6648.0,2.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,28.0,77.0,173.0,334.0,656.0,1143.0,1976.0,3067.0,4278.0,5336.0,6186.0,6761.0,7135.0,7399.0,7549.0,7636.0,7689.0,7714.0,7729.0,7734.0,7743.0,7744.0,7745.0,7745.0,7745.0,7745.0,7745.0,7745.0,7745.0,7745.0,7745.0,3.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,36.0,97.0,201.0,380.0,765.0,1416.0,2416.0,3720.0,5080.0,6394.0,7382.0,8098.0,8509.0,8777.0,8927.0,9008.0,9047.0,9063.0,9070.0,9074.0,9076.0,9076.0,9076.0,9076.0,9076.0,9076.0,9076.0,9076.0,9076.0,9076.0,9076.0,4.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0,70.0,160.0,333.0,671.0,1243.0,2105.0,3304.0,4543.0,5585.0,6382.0,6925.0,7253.0,7453.0,7540.0,7602.0,7631.0,7644.0,7651.0,7655.0,7657.0,7659.0,7660.0,7660.0,7660.0,7660.0,7660.0,7660.0,7660.0,7660.0,7660.0,5.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,18.0,50.0,95.0,183.0,363.0,619.0,1059.0,1729.0,2435.0,3082.0,3579.0,3902.0,4073.0,4180.0,4243.0,4284.0,4313.0,4333.0,4336.0,4344.0,4347.0,4349.0,4349.0,4349.0,4349.0,4349.0,4349.0,4349.0,4349.0,4349.0,4349.0,6.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,22.0,49.0,84.0,155.0,305.0,540.0,897.0,1335.0,1750.0,2181.0,2492.0,2731.0,2871.0,2965.0,3019.0,3056.0,3067.0,3076.0,3079.0,3079.0,3079.0,3079.0,3079.0,3079.0,3079.0,3079.0,3079.0,3079.0,3079.0,3079.0,3079.0,7.0
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,30.0,67.0,162.0,335.0,633.0,1133.0,1946.0,2958.0,4084.0,5136.0,5960.0,6520.0,6853.0,7042.0,7144.0,7201.0,7237.0,7262.0,7274.0,7279.0,7283.0,7283.0,7283.0,7283.0,7283.0,7283.0,7283.0,7283.0,7283.0,7283.0,7283.0,8.0
