,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,17.0,18.0,19.0,20.0,21.0,22.0,23.0,24.0,25.0,26.0,27.0,28.0,29.0,30.0,31.0,32.0,33.0,34.0,35.0,36.0,37.0,38.0,39.0,40.0,41.0,42.0
0,0.0,1.0,2.0,6.0,10.0,14.0,38.0,67.0,148.0,301.0,593.0,1238.0,2494.0,4841.0,9496.0,17938.0,32454.0,53635.0,78660.0,96395.0,96453.0,80485.0,57839.0,37922.0,23066.0,13512.0,7969.0,4556.0,2485.0,1385.0,754.0,455.0,262.0,136.0,64.0,43.0,21.0,12.0,5.0,3.0,2.0,2.0,0.0
