,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01639344262295082,0.021739130434782608,0.5,0.08571428571428572,0.14285714285714285,0.1925925925925926,0.22767857142857142,0.2465753424657534,0.4318181818181818,0.4722222222222222,0.6063218390804598,0.6387665198237885,0.7430340557275542,0.7231182795698925,0.758485639686684,0.7511210762331838,0.7642276422764228,0.7959183673469388,0.6600985221674877,0.5746753246753247,0.46875,0.31277533039647576,0.2625482625482625,0.17018072289156627,0.10978043912175649,0.05571227080394922,0.03938115330520394,0.02910266774454325,0.021235521235521235,0.015355086372360844,0.004846526655896607,0.0065005417118093175,0.0009514747859181732,0.0,0.0,0.00186219739292365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
