,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001026694045174538,0.0,0.0021598272138228943,0.024822695035460994,0.013245033112582781,0.014925373134328358,0.03546099290780142,0.21597633136094674,0.20853080568720378,0.21835443037974683,0.2993762993762994,0.3512064343163539,0.41948579161028415,0.4559925093632959,0.5467605633802817,0.5877712031558185,0.6226038338658147,0.6359353970390309,0.6684068406840684,0.6504417402900483,0.6399575484213319,0.5889712696941612,0.4564198687910028,0.39325,0.2702304147465438,0.22814321398834306,0.14184091399008408,0.14064272211720227,0.13814850071394574,0.08449558344955835,0.04780907067761492,0.02407678542378396,0.018058161350844277,0.012476115544565585,0.0051338975995559874,0.004919073310060298,0.00417910447761194,0.0009922041105598866,0.0010224948875255625,0.0005333333333333334,0.00026809651474530834,0.0,0.0,0.00023607176581680832,0.0002121790791427965,0.00038752179810114316,0.0,0.0,6.916585973163646e-05,6.889424733034792e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
