,epiweek_start,epiweek_middle,epiweek_end,superlineage_combo,c0_MSD,c1_MSD,c2_MSD,c3_MSD,c4_MSD,Netau_MSD,c0,c1,c2,c3,c4,Netau_HMM,Netau_HMM_lower,Netau_HMM_upper,T,delta_t
7132,88.0,90.0,92.0,32,2.731611366151631,1.1008040948615418,1.0,1.4310441142445294,1.0,6947.765640408244,1.5247076862823759,1.095340384031824,1.0,1.5608814390234438,1.0,7039.060313203604,4065.057330875081,13376.470704161593,5,1
7133,88.0,90.0,92.0,33,3.7536879545455175,1.2483585318646033,1.0,1.0617362011095453,1.0,7329.304633983426,2.703892167777979,1.000000383257497,1.0,1.0,1.0,7099.30545839007,4188.590220450142,13782.967819429954,5,1
7134,88.0,90.0,92.0,34,1.9176675394411606,1.0,1.0,1.4905337274783574,1.0,7706.549153202465,1.649454799707575,1.000000017832075,1.0,1.7210875967618997,1.1011174344291912,8355.098227459608,5138.385409887659,13043.59373279175,5,1
7135,88.0,90.0,92.0,35,3.3972038354605507,1.0,1.0,1.8857991493117152,1.0,8765.446011175214,2.888963139066789,1.0,1.1602829020095882,1.5150926555452633,1.0,8892.219771185772,5122.56628694081,16499.174494827184,5,1
7136,88.0,90.0,92.0,36,2.2183003738529123,1.0667070432498278,1.0,1.0,1.0,5702.175383210959,1.616402097461032,1.173750783156818,1.0,1.0,1.0,6261.274389301506,3942.3290759431775,12155.969893417412,5,1
7137,88.0,90.0,92.0,37,2.8579915928866853,1.1887681624040545,1.0,1.403227677242161,1.0,7358.067192111244,1.8699012022282056,1.0,1.0,1.1538342910142183,1.0,7295.728941080662,4436.194246467998,14164.314777491218,5,1
7138,88.0,90.0,92.0,38,4.6045154840136755,1.0,1.0,1.0,1.0,7651.6180465352545,3.4336504327401083,1.0,1.0,1.0,1.000000010418308,7953.86390845337,4692.779705987487,15442.052878676775,5,1
7139,88.0,90.0,92.0,39,2.7382415142290366,1.0,1.0,1.0657673008292787,1.0,6880.253964781042,1.6038742864094275,1.0,1.0,1.2007786529760682,1.0,7192.32784286462,4463.538044210165,13539.296820428244,5,1
7140,88.0,90.0,92.0,40,1.8563877623447302,1.1198837972446494,1.0,1.3583042663140588,1.0,7008.497150972014,1.0,1.0,1.0,1.0000000003331189,1.0,6877.662356854155,5033.587833054119,13047.259254150376,5,1
7141,88.0,90.0,92.0,41,3.6184796224376363,1.0,1.0,1.0502356718949846,1.0,8838.962137174338,2.7699210521866395,1.0,1.0,1.0,1.0,9162.104192949364,5405.6414738401245,17787.79459340554,5,1
7142,88.0,90.0,92.0,42,3.2883981023806217,1.0,1.0,1.6216998142156056,1.0,7895.523992965681,2.994327573973578,1.0,1.0,1.4078129896494538,1.0,8277.621397195455,4823.509172086142,15730.133738452518,5,1
7143,88.0,90.0,92.0,43,3.634815825992339,1.3832485094747844,1.0,1.8597834786927965,1.0,9601.664517526471,3.436352631283017,1.244103479708858,1.0,1.5957492580290498,1.0,10158.558115350923,5866.567311615158,19304.51636728065,5,1
7144,88.0,90.0,92.0,44,3.316506519398788,1.2152970455875365,1.0,1.585830055186825,1.0,9298.411125696946,2.71406007622627,1.0163751592628785,1.0,1.5967122139745704,1.0,9570.303536410578,5646.479086482242,18580.29442987746,5,1
7145,88.0,90.0,92.0,45,1.835529629259389,1.354798423014105,1.0,1.0,1.0,6903.56390539588,1.4031438564357246,1.1444302731356568,1.0,1.0,1.0,7277.495418403755,4513.92869657525,13829.573825549958,5,1
7146,88.0,90.0,92.0,46,4.3109266240649555,1.0,1.0,1.4381364351389534,1.0,8350.636874046291,4.03546968673775,1.0,1.0,1.3299300522697455,1.0,9068.669680539204,5350.515111518132,17606.395879781885,5,1
7147,88.0,90.0,92.0,47,4.760986672787186,1.4554162481222916,1.0,1.0,1.0,7854.112239028601,4.333874364222055,1.0066157381062872,1.0,1.0,1.0,7952.10020104171,4760.884024728624,15111.539132043687,5,1
7148,88.0,90.0,92.0,48,2.944332863378363,1.1944769664646062,1.0,1.5354333124595891,1.0,7430.351916724018,2.5080356825329635,1.0489506371027555,1.0,1.7613319183437428,1.0,7942.608292702964,4686.1388926947475,15420.200629807507,5,1
7149,88.0,90.0,92.0,49,4.224397487234977,1.7996409697614877,1.0,1.5118444742121062,1.0,10169.463363126843,4.076845374544375,1.7282299030709418,1.0,1.3040841142419302,1.0,10204.077542510373,5892.854780799741,19391.01786844359,5,1
7150,88.0,90.0,92.0,50,3.330991707816436,1.3708603226948661,1.0,1.7965583230972093,1.0,8403.657368243626,1.9310911463810532,1.0538648935401038,1.0,1.3560193770591829,1.0,7648.536344094398,4512.6364430156955,14849.273765479,5,1
7151,88.0,90.0,92.0,51,2.046688688827827,1.0,1.0,1.4430662056165344,1.0,7266.468907192986,1.0,1.0,1.0,1.4784762982964004,1.0,7507.9065291961615,5047.3848495464445,14576.247590657335,5,1
7152,88.0,90.0,92.0,52,2.276608513963175,1.255085351053276,1.0,1.0,1.0,5903.834355315173,1.881960959612218,1.090189225032969,1.0,1.3157694880455169,1.1796785523583835,6200.759805771483,3575.253063988959,11528.378433764463,5,1
7153,88.0,90.0,92.0,53,4.417500434208641,1.2043610157723097,1.0,1.7877436092409644,1.0,8093.334833659334,3.456130973576321,1.0630800768175732,1.0,1.6783439816747374,1.0,8003.982870633264,4822.399679556542,12241.47610964353,5,1
7154,88.0,90.0,92.0,54,5.48866402316619,1.8463407733801886,1.0,1.8162265559467994,1.0,8723.501823108825,5.076369769944047,1.8851163210540969,1.0,1.4529572498042298,1.0,8670.985930409151,4682.332402420942,15407.674999419341,5,1
7155,88.0,90.0,92.0,55,3.3399943021183227,1.0,1.0,1.9188970470504108,1.0,9285.15174959851,2.9096024626422916,1.0,1.0,1.685328087794125,1.0,9671.286312344717,5585.167845379075,18378.54376470892,5,1
7156,88.0,90.0,92.0,56,3.0885256251273687,1.3121653439714598,1.0,2.5618631899112025,1.0,9510.787023875353,2.002102581658092,1.1044868820188334,1.1882258644164632,2.120923781419595,1.0,8932.513495928126,5046.870125199391,16607.222206852697,5,1
7157,88.0,90.0,92.0,57,3.0575258131824743,1.3175187518371811,1.0,1.2455182672968301,1.0,7673.7938521670285,2.4570097720937136,1.0275672329344054,1.0,1.1940253369858111,1.0,7934.471180148929,4681.337996287869,15404.402808297691,5,1
7158,88.0,90.0,92.0,58,3.062156715303742,1.0,1.0,1.3924838730692943,1.0,7767.187315811727,2.2829894583269166,1.0,1.0,1.0483699915771172,1.0,8154.391429917976,5284.651500470392,15831.367635092893,5,1
7159,88.0,90.0,92.0,59,3.8884480426036596,1.0,1.0,1.0311632021837993,1.0,6816.987464788602,3.4558665575673677,1.0,1.0252053223615676,1.4421301037146588,1.0,7567.4206693435,4506.534332435736,13431.585922472392,5,1
7160,88.0,90.0,92.0,60,2.79481637558607,1.1028818095540183,1.0,1.0,1.0,7768.311884414784,2.287858012167942,1.0,1.0,1.0,1.0000000125572717,7942.821867911695,4686.264902067901,15420.6152760354,5,1
7161,88.0,90.0,92.0,61,2.8116732793478905,1.0951447751114303,1.0,1.0054927272497998,1.0,6993.727971496001,2.3615329584051197,1.0,1.0,1.0001815756991013,1.0,7224.748207260601,4383.782581227453,14026.509019480734,5,1
7162,88.0,90.0,92.0,62,3.224667711488521,1.0,1.0,1.3885995686811294,1.0,7322.150201483189,2.045717292842018,1.0,1.0,1.0720275677223354,1.0,7167.791581457241,4779.339421556206,13915.930407931732,5,1
7163,88.0,90.0,92.0,63,3.303305979039906,2.1202478483611538,1.0,1.414253272079206,1.0,8144.531260786989,2.9963530152587756,2.073516510247714,1.0,1.722536229017056,1.0,8591.252003124375,4854.057381765271,15972.752922902819,5,1
7164,88.0,90.0,92.0,64,2.6891032204738567,1.0,1.0,1.0,1.0,6054.36831588345,1.9263340352392706,1.0,1.0,1.6431807815001291,1.0,6727.442302079738,4348.379727578026,10387.629754313579,5,1
7165,88.0,90.0,92.0,65,1.8053092977619616,1.6314521487235203,1.0,1.7759432178746746,1.0,7365.366093194303,1.2350790264026397,1.4349849703633457,1.0,1.871180770812243,1.0000000086403007,7604.495714908541,4486.652471796038,14763.770954200641,5,1
7166,88.0,90.0,92.0,66,1.7145142511779536,1.0358111492574131,1.0,1.741286217511915,1.0,8401.825480571353,1.1359194423311845,1.3444192309790497,1.0,1.685750132296158,1.0000000032621918,8614.099196663099,4974.64228607294,16369.549402889588,5,1
7167,88.0,90.0,92.0,67,2.8977418444309317,1.1353905608071135,1.0,1.0,1.0,7596.153299017399,1.7717019081781764,1.0,1.0,1.0000000011582033,1.0,7647.102999528347,5118.914376077115,14846.490994383455,5,1
7168,88.0,90.0,92.0,68,2.700656124900468,1.6122857080955042,1.0,1.083282978546411,1.0,8501.254868836793,2.2676138033574134,1.9018830448702648,1.0,1.000298916180443,1.0000000007861551,8831.33876289663,5100.098135572804,16782.3742067994,5,1
7169,88.0,90.0,92.0,69,1.6678891575961872,1.0,1.0,1.0182747894985191,1.0,7061.590530403934,1.4174486803068687,1.24308652951533,1.39219096329618,1.0714912017410352,1.0,7664.710777886357,4330.561589505792,14250.138563758375,5,1
7170,88.0,90.0,92.0,70,2.4488496805963464,1.0,1.0,1.7514363869457925,1.0,8276.469479217074,1.6762238107283733,1.0,1.0,1.4948967774651603,1.0,8527.313944011688,5334.755653665998,16555.3791656603,5,1
7171,88.0,90.0,92.0,71,3.471022690404351,1.0,1.0,2.2655336003019544,1.0,8462.416129141264,3.0040461898239,1.0,1.0,1.9264319604319302,1.0,8792.401452191236,5077.611838640439,16708.38083655187,5,1
7172,88.0,90.0,92.0,72,4.001645358458312,1.2442197070086736,1.0,1.010113678129553,1.0,7974.045482841016,2.9964126545757797,1.0000096160106615,1.0,1.0,1.0,7987.052879632549,4712.361198983203,15506.487706055841,5,1
7173,88.0,90.0,92.0,73,3.051458103604963,1.4053374601621997,1.0,1.0,2.9997926560316626,7416.863163107021,2.743959273324361,1.679204547718825,1.1370404101631404,1.0,2.9412491375734047,7978.574896250268,4507.894816381401,14833.670976981533,5,1
7174,88.0,90.0,92.0,74,3.1126046918747208,1.1442980586196618,1.0,1.6501268656354031,1.0,8001.66687203207,2.679522973793462,1.0211471884713852,1.0,1.5121587038314128,1.0,8012.791529915085,4727.547002649901,15556.458085642838,5,1
7175,88.0,90.0,92.0,75,1.9897136718000192,1.3409949494780364,1.0,1.5147979310342852,1.0,7662.211950373708,1.635059083566494,1.4030922214398247,1.0,1.5761262217736707,1.0,8249.746639870054,4970.472350521708,12617.352889785874,5,1
7176,88.0,90.0,92.0,76,4.345137633570398,1.0,1.0,1.1727802860807703,1.0,9963.30076236216,3.8933486989306494,1.0,1.0,1.0263268211983303,1.0,9792.115871940234,5777.348364444737,15751.915626135653,5,1
7177,88.0,90.0,92.0,77,2.5363400933172726,1.472082817833267,1.0,2.384865469217436,1.0,9811.349232349943,2.068273913662163,1.2407303417146276,1.0,1.9987258536624855,1.0,9676.428603774792,5588.137518679941,18388.315766596388,5,1
7178,88.0,90.0,92.0,78,2.1519484979587267,1.1330314402717874,1.0,1.25099994296397,1.0,5980.481765788054,1.7010534047793624,1.0293981284382445,1.0,1.5949101878768595,1.0,6356.131934918611,3716.1920114316044,12078.687898119375,5,1
7179,88.0,90.0,92.0,79,2.2651032267252362,1.0,1.0,1.8014812756329563,1.0,7010.365771298461,1.8038119854104935,1.000000025457417,1.0,1.6912271337581295,1.0,7703.09812424359,4641.116619856763,11781.296035021014,5,1
7180,88.0,90.0,92.0,80,3.1726617625810656,1.0541473229779494,1.0,1.6555505553051868,1.0,7201.072575518968,2.884537403982567,1.1825943671006809,1.4504725038061907,1.6617122704851162,1.0,8033.3050748865,4538.817367310873,14890.483140041439,5,1
7181,88.0,90.0,92.0,81,2.697444056055207,1.0,1.0,1.0,1.0,7250.49310538011,1.7626968642077254,1.0,1.000000005721457,1.0,1.0,7504.733254375544,5009.800078260427,14570.086826764144,5,1
7182,88.0,90.0,92.0,82,2.3783424057872233,1.0,1.0,1.7722325508502308,1.0,7145.025808117624,1.724039079508348,1.0,1.0,2.247096468557963,1.0,7790.968121433613,4715.5855788326135,14805.336535890994,5,1
7183,88.0,90.0,92.0,83,1.1296749521688245,1.527355249468109,1.0,2.2679097607360794,1.0,7467.7096894678225,1.1019558713263995,1.414628832139837,1.0,2.20242451852266,1.0,8270.316605248481,4787.021826208363,15716.2522924738,5,1
7184,88.0,90.0,92.0,84,2.7162151404057875,1.493345801694545,1.0,1.304256794780771,1.0,7909.038466515632,2.4209546374654365,1.5785510922523895,1.0,1.685827229670889,1.0637382678220162,8314.626052612322,4593.830894068308,15116.452087318794,5,1
7185,88.0,90.0,92.0,85,2.6139158350725293,1.0,1.0,2.207047342477047,1.0,8910.42943047299,2.2419567406493797,1.0,1.0,1.9181696351587196,1.0,9667.270305719561,5582.848601553045,18370.91206493951,5,1
7186,88.0,90.0,92.0,86,4.123797317848559,1.0,1.0,1.8654051877379532,1.0,7840.3382140523145,3.6323656102332014,1.0,1.0,1.4169986330100486,1.0,7992.666845563376,4963.038292869548,13204.962369196643,5,1
7187,88.0,90.0,92.0,87,2.2928382614974754,1.3241052569505134,1.0,1.6891109188818736,1.0,7018.900379141186,1.6686082112061094,1.0092167266811134,1.0,1.638191696871145,1.0000000046853503,6963.248586019884,4021.2760584264825,13232.40412388202,5,1
7188,88.0,90.0,92.0,88,1.822140670813924,1.0,1.0,1.0,1.9015074207829081,7314.796971081883,1.8240669557868718,1.000000148758018,1.0,1.0,1.9035646109612898,7758.945204593018,4577.777670709881,15063.627377976962,5,1
7189,88.0,90.0,92.0,89,3.15401954850462,1.0,1.0,1.797091266606952,1.0,8115.816572156389,2.257464259429061,1.0,1.0,1.837445209415107,1.0,8253.127847257925,4869.345429882175,16023.05974790289,5,1
7190,88.0,90.0,92.0,90,3.42813493349113,1.0,1.0,1.343403530165605,1.0,7344.018163311904,2.557888464268906,1.0,1.0,1.6362502584540979,1.0000000083394165,8175.337541505813,4721.257430219606,15535.761629355118,5,1
7191,88.0,90.0,92.0,91,2.8826842180258287,1.0,1.0,1.1917149035656052,1.0,8556.227042441373,1.817149580093624,1.0,1.0,1.174584078081758,1.0,8715.336518738322,5198.592251655358,16920.416155824016,5,1
7192,88.0,90.0,92.0,92,3.4651687207471276,1.1804461104019395,1.051479319052303,2.275151595604466,1.0,9036.019988696122,3.465168297786271,1.1804464366758562,1.0514800134711701,2.275151184945337,1.0,8949.73648176331,5056.60111219627,16639.242976030462,5,1
7193,88.0,90.0,92.0,93,2.1038684718244736,1.0,1.0,1.0,1.0,6086.1165132596,1.4242293383571432,1.0,1.0,1.284037360251346,1.0000000170132322,6573.794284074853,3890.053593053558,12492.316125089681,5,1
7194,88.0,90.0,92.0,94,3.1849111624010336,1.700528961959761,1.0,1.1522681697370385,1.0,8354.535817877193,2.8890650243966847,1.489986898550594,1.0,1.3013003469791329,1.0,8823.6729852129,5095.671148960449,16767.806772220283,5,1
7195,88.0,90.0,92.0,95,2.2521066326822266,1.5014741699855725,1.0,1.4791734230018558,1.0,9043.293716789862,1.9207967784964985,1.473436180233539,1.0,1.205997094109137,1.0000000024007347,9228.92756050465,5329.705666191435,17537.92035456156,5,1
7196,88.0,90.0,92.0,96,4.0968881927980885,1.3527298022888241,1.0,2.0887779289823483,1.0,9965.88513680288,3.597042926376523,1.4721662513953027,1.0,2.388651971227728,1.0,10276.30376664634,5677.657831072102,18682.89115352786,5,1
7197,88.0,90.0,92.0,97,3.2292040014310537,1.3027733425742944,1.0,2.123825403841336,1.0,11433.667743576172,2.899689187061797,1.1460557934757323,1.0,1.8256044130991025,1.0,11485.177057176692,6632.68975051954,21825.517555128405,5,1
7198,88.0,90.0,92.0,98,3.4872514566171895,1.1286244976973152,1.0,1.9152969145922178,1.0,9034.18030128792,2.566352637792293,1.145117771832943,1.0,1.983727943518132,1.0,9302.826837076309,5488.667833875022,18061.000991810968,5,1
7199,88.0,90.0,92.0,99,2.689468778826624,1.1786331126044205,1.0,1.0,1.0,8380.678381236941,2.255816173984579,1.0069818024620785,1.0,1.0000000231810426,1.0,8591.468629695733,5068.966491520482,16679.932472097316,5,1
7200,89.0,91.0,93.0,0,2.8452623571649647,1.0,1.0,1.155015029898374,1.2041025091492943,9101.272053167047,2.6380320192144002,1.0,1.1947430060350503,1.1342964070426527,1.1052551845467329,9775.505795200424,5767.54841916825,18978.68496905792,5,1
7201,89.0,91.0,93.0,1,3.1749517263627727,1.0,1.0,1.0,1.708077748442107,10586.313281141538,2.930018203171531,1.0,1.2879803121296136,1.2582770640445884,1.7685783444368894,11747.528127882752,6490.509290655221,21357.658776942397,5,1
7202,89.0,91.0,93.0,2,3.496859778950183,1.0,1.1628662456469516,1.4893218328908702,1.1567953296095763,12375.420434389147,3.3659715110512978,1.0,1.462867726418613,1.8175866089165507,1.1124187957508793,13741.23057302911,7763.795273761447,25547.531456394507,5,1
7203,89.0,91.0,93.0,3,2.8472646356865545,1.0,1.5920309436151225,1.5623946657939853,2.1029929732984574,10844.01817811558,2.6210303975414866,1.0,1.8859108290261506,1.6647801280683119,2.0742307612572906,11878.224957125081,7008.152724703799,23061.015376162075,5,1
7204,89.0,91.0,93.0,4,3.646384562935741,1.0,1.0,1.0165409887524304,1.0,7656.620667342878,3.380311870968855,1.0,1.2522699141829894,1.2101999594086206,1.0,8541.607020370935,4932.778054264215,16231.791033262587,5,1
7205,89.0,91.0,93.0,5,3.1911995425397515,1.0,1.0,1.0310446176227952,1.0,7467.315405391928,2.722548773807757,1.0,1.3752659250814763,1.2918988914179839,1.0,8406.335068923901,4644.5001255804555,15283.184173918593,5,1
7206,89.0,91.0,93.0,6,3.712290559641548,1.0,1.6794003675186449,1.5156462890035383,1.0,13392.395521103854,3.549952656518967,1.0,2.0294040002920934,1.684672029851241,1.0000000010944092,14602.799386025667,8250.581653104502,27149.34988414729,5,1
7207,89.0,91.0,93.0,7,3.0855832514160975,1.0,1.3225201596841403,1.0,1.1890901731509633,10049.68384310942,2.966736352614122,1.0,1.6789863313708888,1.061053255089605,1.180916919368318,10871.616617765007,6550.149012203417,16627.301338670215,5,1
7208,89.0,91.0,93.0,8,2.0539212312904187,1.0,1.0,1.5517405959069484,1.122525239894134,7882.8651134876545,1.71338829919384,1.0,1.0,2.1348643696243066,1.0554797186888663,8735.192008071004,5153.7632847618925,16958.964654985713,5,1
7209,89.0,91.0,93.0,9,4.156515064018765,1.0,1.0,1.6843134652140577,1.2057080004684368,9665.375444512756,3.779429661490528,1.0,1.1531597725921678,2.054661743950355,1.071008198760689,10587.329129402138,5849.49934399468,19248.35254220472,5,1
7210,89.0,91.0,93.0,10,4.469214555682463,1.0,1.7175680205369472,1.2296857506347982,1.0892232381186597,8146.014554974363,3.899906204949285,1.0,2.1132899189784986,1.3703615628517019,1.0,9110.487198394734,5147.425267093024,16938.108784878757,5,1
7211,89.0,91.0,93.0,11,3.471614575955834,1.0,2.01658881124445,1.0260697329736164,2.785999683807417,16349.718528457519,3.41360996759794,1.0,2.2753063896917585,1.4057680931683632,2.728798011769477,18705.933163561294,11036.500566501161,36316.6898983158,5,1
7212,89.0,91.0,93.0,12,3.870625376196038,1.0,1.2582166450998309,1.0,2.8259372283969486,12700.76769316456,3.74090072890374,1.0,1.4664596597049115,1.0,2.6738569380112387,13629.74990373729,7700.808695611571,25340.267930003887,5,1
7213,89.0,91.0,93.0,13,3.042227508830441,1.0,1.0,1.4482470389523658,1.0,11038.559367661685,2.843823160687264,1.0,1.1295496836635381,1.5347074067016415,1.0,11511.920152772193,6504.234886316289,21402.824198562146,5,1
7214,89.0,91.0,93.0,14,1.0382919474167538,1.0,1.0647471676050753,1.0,1.8641010690174495,10068.82495649946,1.0265780228665182,1.0,1.2870549683861152,1.0,1.802319100643515,10716.503324071205,6322.736961202012,20805.58743643397,5,1
7215,89.0,91.0,93.0,15,4.166418599717242,1.0,1.204072837369519,1.0,2.0992766604570363,10894.421006384753,4.011706179503436,1.0,1.6493144910934356,1.263710603613128,2.1463847026534864,12287.183292652167,7095.848351506626,23349.58645581241,5,1
7216,89.0,91.0,93.0,16,1.7503373073428659,1.0,1.4648601947777795,1.451249419404656,1.0,9053.86670805068,1.5632167787784998,1.0,1.7001563658406642,1.5103193665615857,1.0,9774.289769275092,5766.830963872304,18976.3241118875,5,1
7217,89.0,91.0,93.0,17,3.2939991359603438,1.0,1.5921326111869571,1.0,1.8345753310868607,10447.485346103233,3.045367040222387,1.0,1.9508912412495467,1.0,1.6568665158214746,11417.485272511662,6593.597744875484,21696.88146818001,5,1
7218,89.0,91.0,93.0,18,2.3250892409653297,1.0,1.0,1.406043263902617,1.0,7802.723695817453,2.1929154781831044,1.0,1.3884946549015067,1.6128791841504633,1.0,8632.026886689333,5092.895863146706,16758.674421465657,5,1
7219,89.0,91.0,93.0,19,2.808394340668905,1.0,1.5123070407199224,2.3643471558642095,1.4822472059910818,13103.326873449783,2.4388438359331577,1.0,1.7506877284612155,2.6036622586203224,1.4527937321426085,14088.888169623162,8136.3329179573775,26773.40319156915,5,1
7220,89.0,91.0,93.0,20,3.0452463922615607,1.0,1.1122805686088646,1.0,2.219855892538584,11813.035226109107,2.9053084701765743,1.0,1.538670407437445,1.0,2.0773499971058493,13067.082111837995,7382.901393188467,24294.162704081715,5,1
7221,89.0,91.0,93.0,21,3.7022869313246267,1.0,1.3527055601384872,1.005082107595107,1.1116128885460437,11459.821313586603,3.242211625288624,1.0,1.554653812240462,1.0895813593680026,1.0305994508513212,12223.861878108513,7059.280234607668,23229.255472854296,5,1
7222,89.0,91.0,93.0,22,3.739550502659687,1.0,1.0054693593236133,1.0,2.3649254479868502,12420.025378149216,3.662235834223776,1.0773850888816037,1.3919407114225144,1.0,2.290714148331188,13761.448117236498,7775.218186238622,25585.119672665554,5,1
7223,89.0,91.0,93.0,23,4.505096010136675,1.0,1.5877555151677112,1.3737132963430105,1.7297749361979222,9337.420233173656,4.153358379631813,1.0,2.2249547568751313,1.5809776088456926,1.8388033014110452,10545.946105453979,5958.459549581498,19606.89680845194,5,1
7224,89.0,91.0,93.0,24,3.087044543399281,1.0,1.7682407881816167,1.2096718051039173,1.4976500773837291,9996.956286245157,2.7710431095615036,1.0,2.2081042111411273,1.396581582138621,1.4688897414647153,10914.554520509932,6166.72330408811,20292.20916302498,5,1
7225,89.0,91.0,93.0,25,2.757720688666984,1.1939446139110717,1.195472322080022,1.7161188054367613,1.7569374388581098,11206.618555348115,2.7263668618413512,1.4404535676988994,1.4421554811375923,1.8771090996313735,1.7367194307669336,12205.372557316163,7353.736965782988,18667.178451602973,5,1
7226,89.0,91.0,93.0,26,1.562780175677355,1.0,1.0,1.7784514099472692,2.2738895882324996,8115.056355547231,1.2752918785601461,1.0,1.1753401174286993,2.0580481326333415,2.1252183899056654,8722.764102363286,5037.396269114798,16576.047552215365,5,1
7227,89.0,91.0,93.0,27,3.2516546849131585,1.0,1.606667509091459,1.0,2.469908343630318,11060.822536807256,3.140328219278963,1.0,2.018317214202281,1.0703389638654963,2.3916103122915473,12054.471587780341,7112.1382367904025,23403.189924481238,5,1
7228,89.0,91.0,93.0,28,2.18000879184777,1.0,1.0,1.0,1.0667548065786687,8325.19632632167,1.549470824500494,1.0,1.0000000080761,1.000000008401379,1.1240330600221269,8641.123164302913,5206.276706492505,13215.933178019435,5,1
7229,89.0,91.0,93.0,29,3.109778446065097,1.0,1.0,1.9888013939319016,1.0,9078.403836162077,2.31791629850114,1.0,1.2291824336247037,1.9530069852465741,1.0,9386.495330919199,5303.369861969348,17451.259802206827,5,1
7230,89.0,91.0,93.0,30,2.6089048557992776,1.0,1.4871442408756073,1.0,2.3893791038051133,8082.362577397173,2.1054839454353167,1.0,2.089785655534854,1.0404149941994456,2.246955058102113,8936.292476719413,4937.301593387475,16246.676183369042,5,1
7231,89.0,91.0,93.0,31,4.144568256048998,1.0,1.8525243295455085,1.2340209259441668,1.1591083170813357,12486.072512995363,4.056702474358938,1.0,2.3197170161046943,1.4655561022326256,1.1058856672114978,14066.493503326865,8299.23116696285,27309.435891288016,5,1
7232,89.0,91.0,93.0,32,3.354932786680466,1.0,1.6980035601960675,1.5445254806524775,1.426119944535143,10889.698028143686,3.048540366064578,1.0,2.1616324429796028,1.7115685514306185,1.2896537545207145,11972.073657002888,6764.221616206632,22258.33608751755,5,1
7233,89.0,91.0,93.0,33,3.3397356430255947,1.0,1.0,1.0,2.068697290216807,7751.212507588208,2.9215781343365554,1.0,1.0952963389518962,1.5895119538324165,1.975197039104958,8792.358416471914,4857.7780251007325,15984.996065502412,5,1
7234,89.0,91.0,93.0,34,1.596739271480796,1.0,1.0697601077103542,1.3473766032433754,1.6754796405496994,7674.050068327848,1.4600898871510453,1.0,1.504073579910548,1.4591190574083692,1.536890400023739,8307.95525612857,4901.693601115857,16129.504584868422,5,1
7235,89.0,91.0,93.0,35,3.4113159031919946,1.0,1.0,1.0,1.0,8271.42741507971,2.8954702000115384,1.0,1.0,1.0,1.0,8530.288478159597,5032.870202114162,16561.154083879937,5,1
7236,89.0,91.0,93.0,36,3.896340648904055,1.0,1.0,1.0,1.127398554020658,10089.417947420812,3.4713241932939285,1.0,1.0,1.0,1.022003745867869,10289.431081182565,6070.7643378977145,19976.446752911284,5,1
7237,89.0,91.0,93.0,37,1.5743912733689378,1.0,1.0,1.0,1.0176597835937031,6844.406488419503,1.0571773823893433,1.0,1.1823618086659888,1.0000000098571482,1.0017579535804744,7206.617820339022,4341.987236754259,11021.967600991586,5,1
7238,89.0,91.0,93.0,38,1.0801504599185325,1.0,1.1549388186054002,1.7895616974763897,1.2532339518770879,10042.772801601735,1.056064203265247,1.0,1.455014809679281,1.8564863007690056,1.1771338448280533,10688.210279991474,6573.249322194757,16685.94058710977,5,1
7239,89.0,91.0,93.0,39,2.042255208443716,1.0,1.247317616012026,1.2010213998677286,1.6588223278248013,8899.505982137975,1.9169698812540272,1.0,1.604702719258571,1.4842678463926966,1.5465112647892763,9814.041461996814,5790.284462578122,19053.500154637404,5,1
7240,89.0,91.0,93.0,40,3.520828677471354,1.0,1.0850047478729297,1.0,1.9278400297545242,10461.399028407053,3.3105767683466025,1.0,1.5985460599431394,1.0,1.8688746012325894,11543.741452652916,6522.213920748897,21461.9859785327,5,1
7241,89.0,91.0,93.0,41,2.6552325424360683,1.0,1.8032042114708453,1.0,1.5915549011069499,12375.60085960157,2.45980443593612,1.0,2.117418314575476,1.0172138322137076,1.3693051479901712,12963.045105885065,7486.158548648625,24633.94052333095,5,1
7242,89.0,91.0,93.0,42,4.992187815064273,1.0,1.880211495443145,1.0,2.408946001079076,12086.104227634367,4.712944599308552,1.0,2.310180096051995,1.0,2.3735213446784096,13349.175631119158,7709.148926971313,25367.712281059456,5,1
7243,89.0,91.0,93.0,43,3.24244333267762,1.0,1.1269333904998664,1.0,1.6876398505759753,9355.419893819739,2.93363380827739,1.0,1.5973928118371228,1.0,1.577095074919297,10244.404490400662,5660.033480946366,18624.8964971312,5,1
7244,89.0,91.0,93.0,44,2.677121661773485,1.415921809593344,1.394052330191607,1.407478542501276,2.359551535013758,10090.60730733511,2.6244754387496734,1.3906361174110724,1.7111516851474013,1.7062957034980637,2.33231283691898,10903.13256827904,6432.848215284633,21167.919340893877,5,1
7245,89.0,91.0,93.0,45,3.706120749991725,1.0,1.4827211344513045,1.7459404824031801,1.8444883464421293,12579.597774245265,3.5782930936475332,1.0,1.7259346930513335,1.7830007296191464,1.8201869766835113,13321.353693537329,7693.081758017806,25314.84168236629,5,1
7246,89.0,91.0,93.0,46,2.2458439999103583,1.0,2.078758318422891,1.0,2.224742965636027,9615.025398983315,1.9436564038687831,1.0,2.595054545820295,1.2935729630169313,2.317545595841597,10672.285672211268,6296.648546604648,20719.740943955465,5,1
