,epiweek_start,epiweek_middle,epiweek_end,superlineage_combo,c0_MSD,c1_MSD,c2_MSD,c3_MSD,c4_MSD,Netau_MSD,c0,c1,c2,c3,c4,Netau_HMM,Netau_HMM_lower,Netau_HMM_upper,T,delta_t
5513,72.0,74.0,76.0,13,2.2953703927791547,1.9569083331976296,1.0,1.0,19.765803011934125,249.48500342653998,2.9210417065667533,1.0,1.0,1.0,20.086420290481037,298.59054510843146,169.8192271816462,550.926672568798,5,1
5514,72.0,74.0,76.0,14,2.4663262114101836,1.0,1.0,1.0,14.592084724949745,196.0904736906225,1.5834755773572269,1.0,1.0,1.0,12.031964118113118,226.01987491189004,134.06169709298103,438.8069622755199,5,1
5515,72.0,74.0,76.0,15,2.755873362014538,1.0,1.0,1.0,5.969180360830535,200.71881389493814,2.5823310961270485,1.0,1.0,1.0,5.932843278725135,260.1548223933978,150.04311726701087,483.6767328301185,5,1
5516,72.0,74.0,76.0,16,2.557240235192618,1.0000898794158786,1.0,1.0,19.777418054829973,246.20941731456267,2.5558727023024908,1.0000811784482933,1.0,1.000000047103769,19.776683622245077,269.61190512224545,165.81132165018096,420.9056626504594,5,1
5517,72.0,74.0,76.0,17,2.48042576907241,1.0,1.0,1.0,34.739461439924604,222.7791174167401,2.4636726769474104,1.0,1.0,1.0,34.736730571076954,251.53161938312573,142.11536495146603,467.6445769770464,5,1
5518,72.0,74.0,76.0,18,1.0,1.0,1.0,1.0,20.384179753940217,222.96331714130147,1.546004445764237,1.0,1.0,1.0,11.190888728875498,283.0999069263665,171.54826214904293,549.6251611822577,5,1
5519,72.0,74.0,76.0,19,2.286414984891761,2.739175488697762,1.0,1.0,1.0,213.13567690545975,2.2119312694139883,2.6090007082585576,1.0,1.0,1.0,270.41061817077616,159.54226472075794,524.989503568306,5,1
5520,72.0,74.0,76.0,20,4.511761056107229,1.9727577212950758,1.0,1.0,36.478068883713895,241.9372348112869,4.363424721910303,1.436918584597502,1.0,1.0,36.425987413468725,286.61796967011827,161.93915286361678,532.8766995939528,5,1
5521,72.0,74.0,76.0,21,3.1460085445329593,1.6511681687432553,1.0,1.0,19.79927991898583,239.2644903164547,3.390431209037209,1.0,1.0,1.0,19.85678655994705,303.307890491478,171.3689581276851,563.9064006765707,5,1
5522,72.0,74.0,76.0,22,1.8929392418454327,1.0,1.0,1.0,13.686524730400711,221.5582000503235,1.8397019535295491,1.0,1.0,1.0,13.679002695000923,270.22449099508196,162.96497536717095,513.5131433044362,5,1
5523,72.0,74.0,76.0,23,1.0076471368278057,2.6135753189118995,1.0,1.0,23.115541965152822,241.16318307628694,2.0648566814676927,2.489369738247775,1.0,1.0,23.014659570557875,317.2410322823223,179.2411832395121,585.4420773790162,5,1
5524,72.0,74.0,76.0,24,2.500918188851993,1.2409164277993454,1.0,1.0,16.28504490648247,221.65793262688135,2.185637427709821,1.0,1.0,1.0,16.238377145330073,265.60333908054395,157.59431159698931,491.2808671604093,5,1
5525,72.0,74.0,76.0,25,1.5167781188410328,1.0,1.0,1.0,9.721623620603287,236.26381096665995,1.4257446408486083,1.0,1.0,1.0,9.71207939605939,277.10273166712756,167.8226919828838,537.9819273349405,5,1
5526,72.0,74.0,76.0,26,1.9948376657295794,2.2596397287891827,1.0,1.0,9.689268800421342,202.2064113104248,1.9695460310767774,2.2032810988822744,1.0,1.0,9.67845553695199,250.62432682902116,141.60274465839697,465.95774951694733,5,1
5527,72.0,74.0,76.0,27,2.7327519572608483,1.5620706134098965,1.0,1.0,27.01103860444366,236.07123123143182,2.8094834875598975,1.0,1.0,1.0,27.024014543662343,286.43032521291144,161.833133745295,532.5278332644323,5,1
5528,72.0,74.0,76.0,28,2.281180018247157,1.3832109860425912,1.0,1.0,19.639436355433535,221.13044213886357,2.169283148263062,1.1873433324014584,1.0,1.0,19.611456246614928,253.88310927318568,143.44395673934991,472.01643884315996,5,1
5529,72.0,74.0,76.0,29,3.0406192060557817,1.0,1.0,1.0,21.119968582406813,192.1906479989348,2.344326908940322,1.0,1.0,1.0,21.02698020389521,245.3303261316788,138.6410954982996,435.87711077067024,5,1
5530,72.0,74.0,76.0,30,1.0050147295407603,1.0,1.0,1.0,22.09071373759564,197.4823589838285,1.0040247282477894,1.0,1.0,1.0,22.084361041701015,246.08177319223248,155.74084002394693,471.1504721377204,5,1
5531,72.0,74.0,76.0,31,3.0795751811196412,2.805949699617325,1.0,1.0,11.582543376278206,212.2751335213966,3.298701422099382,1.0,1.0,1.0,11.624332732311899,245.93680514900345,142.02850497354947,467.35875568219274,5,1
5532,72.0,74.0,76.0,32,1.0,1.9935226727948023,1.0,1.0,10.351477760949589,212.2760384331403,1.0151448559259169,1.0,1.0,1.0,2.235671788619579,241.9766310348359,145.7909201984886,370.08464358077885,5,1
5533,72.0,74.0,76.0,33,1.0,2.3469038996153113,1.0,1.0,18.956674858791793,246.02114616010962,1.000004671195398,1.0,1.0,1.0,18.842391261673075,267.1273187665595,150.9269351031061,496.6399146555201,5,1
5534,72.0,74.0,76.0,34,1.0,1.0,1.0,1.0,1.0437460256908673,204.70451266233556,1.0000000512207368,1.0,1.0,1.0,1.0345660712980054,259.0785549391554,160.5782016614252,396.24072065982756,5,1
5535,72.0,74.0,76.0,35,1.7081556646291207,3.2946233674311274,1.0,1.0,17.955172363481694,246.2371466530094,2.078340884145436,3.686327196482581,1.0,1.0,18.143507883090752,301.43182209474963,166.54108170734918,548.0197987805934,5,1
5536,72.0,74.0,76.0,36,2.14700378493285,1.0,1.0,1.0,24.123339619055947,239.10001246582596,2.280479002860367,1.0,1.0,1.0,24.13981286051927,291.553614732691,168.37221250812902,554.0453146635017,5,1
5537,72.0,74.0,76.0,37,4.181330746073048,1.1759119985412714,1.0,1.0,36.45045852212562,280.3245946528848,4.3242239366208794,1.0,1.0,1.0,36.48555761047901,342.2379001421942,197.64238733211715,650.3617019048298,5,1
5538,72.0,74.0,76.0,38,3.520032237640764,1.1521142787150986,1.0,1.0,15.77172138556807,216.55417471556956,3.414270625079371,1.0,1.0,1.0,15.752165608789099,247.96438392675103,143.1994317176987,471.21180522490613,5,1
5539,72.0,74.0,76.0,39,1.6883644465967864,2.146507815088841,1.0,1.0,11.673217095846804,223.63991811219194,2.8514043130218987,1.0,1.0,1.0,8.001264179632303,262.0405810225405,158.18035216111164,494.54265255785907,5,1
5540,72.0,74.0,76.0,40,1.7164110940121666,1.9536186615194402,1.0,1.0,6.855235403662747,215.4261541187795,1.8746885683370007,1.0,1.0,1.0,6.889131398876531,249.81739527712713,141.1468283315768,464.4575120312572,5,1
5541,72.0,74.0,76.0,41,1.2000260162397351,1.8161265063396035,1.0,1.0,19.692966950007392,250.31731009337508,1.052300452563787,1.1110614653137834,1.0,1.0,19.63752614358941,272.06953011358036,160.5210227670124,528.2102031222203,5,1
5542,72.0,74.0,76.0,42,2.9373382035452824,1.942817043711042,1.0,1.0,1.0197143995969147,203.11395401063928,2.44223917373005,1.0,1.0,1.0,1.0,216.07736668693568,127.48564634529205,419.5040499396363,5,1
5543,72.0,74.0,76.0,43,1.9817185927696417,3.0211895730905,1.0,1.0,11.572641364424895,239.77076645738805,1.7100003437150335,2.4246994853193757,1.0,1.0,11.477579316548876,284.60390436578496,161.599222980982,529.1321734800631,5,1
5544,72.0,74.0,76.0,44,2.520916776863192,1.0,1.0,1.0,14.55505909249426,212.69296946776333,2.3074362414564096,1.0,1.0,1.0,14.531514737200554,256.3154082601705,154.22145676978585,497.6243161222029,5,1
5545,72.0,74.0,76.0,45,1.0701874222604808,1.5261959870832882,1.0,1.0,26.820134157398257,227.01216619806138,1.515084602777309,1.0,1.0,1.0,24.669559685916116,275.1913787500693,162.3629134625409,534.2711254963951,5,1
5546,72.0,74.0,76.0,46,1.241508598527099,1.0,1.0,1.0,1.0440436022829669,176.28621392424066,1.4332578627683743,1.0,1.0,1.0,1.0735759794362747,207.14318676636535,122.21448019215555,402.1587596066657,5,1
5547,72.0,74.0,76.0,47,1.7874334793517357,1.820530699601593,1.0,1.0,24.28298193267182,228.51983217182948,2.8174987298006537,1.0,1.0,1.0,16.394846033026013,279.4689942584041,164.88670661245843,542.5759149213376,5,1
5548,72.0,74.0,76.0,48,2.489711617574145,2.119566560464423,1.0,1.0,17.050909758600152,248.02620983418916,2.457896293881393,2.0684699345041473,1.0,1.0,17.040788484165702,302.21057634362796,166.97134342985444,549.4356172691793,5,1
5549,72.0,74.0,76.0,49,1.9132618952697487,1.3604786240464553,1.0,1.0,14.508591807184345,246.10014969418717,1.933043539634986,1.0,1.0,1.0,14.512682277453939,284.33616369383293,160.64993248701558,528.6343932265044,5,1
5550,72.0,74.0,76.0,50,1.6873581727990845,1.0,1.0,1.0,15.185906028610034,219.71006069027015,1.794091354742029,1.0,1.0,1.0,15.203801763250874,261.6189196316136,159.07434467294135,497.1597995178966,5,1
5551,72.0,74.0,76.0,51,2.826933491303051,2.3992153164778687,1.0,1.0,1.0,169.30884976209316,2.350793681897252,1.7553174659261765,1.0,1.0,1.0,203.00421325498738,123.78935555425448,394.12313710145634,5,1
5552,72.0,74.0,76.0,52,2.6164357016064588,1.0,1.0,1.0,18.575826966182213,225.66214404134624,2.697333057548603,1.0,1.0,1.0,18.591552514070454,276.1794233685957,156.04137420325657,508.0222212530549,5,1
5553,72.0,74.0,76.0,53,4.603932359729684,1.0,1.0,1.0,26.968165447595073,240.50528552688058,4.474766527768985,1.0,1.0,1.0,26.94213608187947,314.2150498428606,177.53150316121625,562.2974481924384,5,1
5554,72.0,74.0,76.0,54,1.6547445501878826,1.6356746178002164,1.0,1.0,1.125657138597345,195.93650848674017,1.0,1.0,1.0,1.0,1.1340659638556587,203.95914297704329,122.88538364366858,311.93982001854334,5,1
5555,72.0,74.0,76.0,55,1.6177480878073078,1.590010752733017,1.0,1.0,7.294397746180363,223.1504796847811,1.539420674865122,1.4395656915320474,1.0,1.0,7.266229801681318,272.4103816510135,159.14839011546007,504.2951751256477,5,1
5556,72.0,74.0,76.0,56,1.0,1.0,1.0,1.0,22.238478978831516,194.32508764533335,1.0,1.0,1.0,1.0,22.227675111176428,251.04960629575214,158.7599008061243,433.2669739201439,5,1
5557,72.0,74.0,76.0,57,2.542617781675884,2.7310488660903385,1.0,1.0,25.133663538572574,252.2453130172436,2.397812639559971,1.9936448489427752,1.0,1.0,25.0491245285942,293.9964648983485,169.78295847879627,558.6875129430475,5,1
5558,72.0,74.0,76.0,58,2.5320272271307838,3.0218779388015027,1.0,1.0,9.330908067707302,235.82099757015501,2.453004745179281,2.7918491390336944,1.0,1.0,9.292693965080977,286.2175100151936,168.86833090896425,555.6778410252243,5,1
5559,72.0,74.0,76.0,59,1.9878479901913966,1.5439087965745535,1.0,1.0,5.263289140024589,188.86364720912078,1.8129712158853273,1.2281449000821416,1.0,1.0,5.21766418350242,233.08044777966717,134.60395859275778,442.9275560530919,5,1
5560,72.0,74.0,76.0,60,1.8529429159357222,2.674110392416557,1.0,1.0,12.596808065920099,248.33972134781226,1.6487460745901092,1.591149619666939,1.0,1.0,12.463969428902866,281.5703914627622,162.6069010697452,535.0739906995889,5,1
5561,72.0,74.0,76.0,61,1.9658999320435628,2.8596520230249256,1.0,1.0,13.389019206144084,239.3216749749569,1.3712246788286624,1.8641890093897109,1.0,1.0,13.351712026715594,264.5424717896283,159.38683925325103,404.5973611813295,5,1
5562,72.0,74.0,76.0,62,4.4325383597360295,1.0,1.0,1.0,22.656429975298597,240.70067402486308,4.098702930303541,1.0,1.0,1.0,22.604837742184607,297.9101830534354,172.04313071335892,566.1248318345573,5,1
5563,72.0,74.0,76.0,63,4.3358220068771045,1.0,1.0,1.0,17.765929829247636,231.12479774184334,4.473652474010502,1.0,1.0,1.0,17.797218360707372,293.08142257135574,169.25452153495797,546.7421564019517,5,1
5564,72.0,74.0,76.0,64,2.949344834116597,1.519308044008861,1.0,1.0,10.004731233239733,181.49562323541463,2.8027239759155034,1.2376390418913998,1.0,1.0,9.95963166486683,230.24784613866188,130.09003306834396,428.07404043856775,5,1
5565,72.0,74.0,76.0,65,2.3295280375587066,1.0005761730090468,1.0,1.0,22.783645190720467,252.39865714365394,2.3726163020920383,1.0005463695424748,1.0,1.0,22.790900714891166,310.4746472119291,175.4181756747399,577.23074901517,5,1
5566,72.0,74.0,76.0,66,2.8379264024774646,1.0,1.0,1.0,1.000515671397113,200.5920802022792,2.667332708826288,1.0,1.0,1.0,1.000023524300008,229.2364548174427,135.2495083422912,445.0518009554027,5,1
5567,72.0,74.0,76.0,67,3.7108042179838443,1.0,1.0,1.0,9.647478626396545,228.06437119559823,3.979840876691582,1.0,1.0,1.0,9.749058321265862,284.2931356666188,171.17987749814174,499.21150324614774,5,1
5568,72.0,74.0,76.0,68,3.9051132211337154,2.134721229069045,1.0,1.0,27.4336751257411,268.83410886947496,4.565937672311913,1.0,1.0,1.0,28.13437786023768,328.28945532074044,185.48354225621836,610.3518270824279,5,1
5569,72.0,74.0,76.0,69,3.895354277954868,1.6256649592087817,1.0,1.0,32.95994648730134,277.0722406453995,3.817449620741469,1.0,1.0,1.0,32.922535608077006,324.124197338371,191.23327642963895,629.2718925248803,5,1
5570,72.0,74.0,76.0,70,1.360021612212946,3.7243822690918056,1.0,1.0,15.952573878964118,241.5384654586973,1.6548725835444078,2.5889341823983334,1.0,1.0,15.828297451859257,270.04649950727236,155.95185346544977,513.1749024290441,5,1
5571,72.0,74.0,76.0,71,2.320607394619291,1.0,1.0,1.0,7.510140661211894,194.99778642981718,2.6364250767346746,1.0,1.0,1.0,7.60455851270626,233.0319459300523,141.73972585722987,442.83538699335907,5,1
5572,72.0,74.0,76.0,72,1.929510312293793,1.0,1.0,1.0,24.192728399274326,213.90065096421012,2.401064809157147,1.0,1.0,1.0,24.292702493635606,269.95198495031735,164.77743655838634,492.0805698338381,5,1
5573,72.0,74.0,76.0,73,3.9065637930094086,1.7118784320718432,1.0,1.0,23.378249328907657,245.91229554920548,3.7563729892274633,1.0,1.0,1.0,23.35973217692101,271.21610774391525,156.62730222211104,515.3975329531005,5,1
5574,72.0,74.0,76.0,74,2.822511797960689,3.2440494491631076,1.0,1.0,23.29021270360605,244.60600481635885,2.6147233643972885,2.5410404492605188,1.0,1.0,23.19564092326158,302.6540443988002,174.7827106403071,575.1396888591304,5,1
5575,72.0,74.0,76.0,75,1.5712894774989297,2.4307333732610363,1.0,1.0,14.615160529190737,219.92197297581708,1.527585392831695,1.0,1.0,1.0,9.959560217819389,239.69893642378491,141.4223724900331,465.3642171680576,5,1
5576,72.0,74.0,76.0,76,3.0078297598299506,1.0,1.0,1.0,14.743693752474746,236.0213159483652,2.827202504426818,1.0,1.0,1.0,14.71811535579132,281.4213089473741,162.52080591710856,534.790686137494,5,1
5577,72.0,74.0,76.0,77,2.282536213613556,2.946367510458557,1.0,1.0,16.940434452902192,254.30737113466517,1.6691516257304564,1.6297857962777773,1.0,1.0,16.83737945517331,287.01314210963886,165.75008956831644,545.4169614000157,5,1
5578,72.0,74.0,76.0,78,2.6503297058863553,2.998921536122728,1.0,1.0,12.414654265029103,222.1684744672994,2.647224249222792,2.179321690760157,1.0,1.0,12.240927874355508,259.2395078319282,146.47032192503943,481.97499094991616,5,1
5579,72.0,74.0,76.0,79,2.016509437737981,1.0028839116992754,1.0,1.0,15.868200207566655,214.77385710702418,1.590596551217001,1.0,1.0,1.0,15.855817535227306,241.10879960742804,145.26805176347537,368.75736216882217,5,1
5580,72.0,74.0,76.0,80,5.195597907021569,1.0243436733561122,1.0,1.0,33.388828723877474,266.9918224732294,5.178547634098334,1.0204556302525,1.0,1.0,33.38433111693661,317.7413289297092,183.49561745690704,603.8103651359762,5,1
5581,72.0,74.0,76.0,81,3.3289787358795095,1.0,1.0,1.0,16.060954970545563,231.03621792980078,3.284172525650463,1.0,1.0,1.0,16.05286730620451,287.44562292791005,165.99984724086806,546.2388135703779,5,1
5582,72.0,74.0,76.0,82,1.4094440505542118,1.0,1.0,1.0,22.48419109946617,216.93128627559653,1.5312705519312089,1.0,1.0,1.0,22.503378983491267,271.48927599184367,163.82775334335133,490.18967024297274,5,1
5583,72.0,74.0,76.0,83,3.0224926397014165,2.2945365792633843,1.0,1.0,8.599854179320324,230.55447786511965,2.776784141619579,1.7850943290180592,1.0,1.0,8.518678770110922,283.84511047641064,160.372487419172,527.7214329605232,5,1
5584,72.0,74.0,76.0,84,2.903492766166596,2.2134952728478647,1.0,1.0,19.015646581259627,233.32315337466648,2.533491854087325,1.584029202101069,1.0,1.0,18.96223938308133,276.67033175040154,159.7771165858569,525.7623067141445,5,1
5585,72.0,74.0,76.0,85,3.5500875545173485,3.020239496521634,1.0,1.0,30.515670924583553,240.52268006913738,3.517709666478364,2.899896105966195,1.0,1.0,30.493964684361426,309.3631313925661,174.79016923679987,562.7774507443934,5,1
5586,72.0,74.0,76.0,86,2.2367701946456795,1.2606637790368114,1.0,1.0,15.010910432660197,229.59712026038935,2.1080960213852484,1.0602663682588471,1.0,1.0,14.971134550556554,283.28833833536777,163.59901538867487,538.3386403815371,5,1
5587,72.0,74.0,76.0,87,3.2609787924502167,2.3393271532772317,1.0,1.0,17.210164848888684,263.5939076304985,2.9963529142355387,1.0,1.0,1.0,17.17907987967526,291.5902987075182,168.39339750359176,554.1150259733577,5,1
5588,72.0,74.0,76.0,88,1.187524130798884,1.0,1.0,1.0,13.46875147807762,208.66952216592196,1.7665744225843076,1.0,1.0,1.0,13.674756716890366,262.70694157806633,155.98083880041116,474.75451054210566,5,1
5589,72.0,74.0,76.0,89,1.8273915260289288,2.6375856960429833,1.0,1.0,16.408395981580195,237.39825469479644,2.0722397976457843,1.5096818389014226,1.0,1.0,16.283171061953762,260.0702133468112,146.93967054094836,483.51942870312064,5,1
5590,72.0,74.0,76.0,90,1.4636171867303374,1.0,1.0,1.0,18.570738524011563,214.77254642343925,1.6950656289651655,1.0,1.0,1.0,18.611065281693314,261.739489510896,151.35856607065787,463.3191709947431,5,1
5591,72.0,74.0,76.0,91,1.625529923297634,1.718129308210817,1.0,1.0,1.0579387284224613,205.1412835236382,1.9962907793904519,1.0,1.0,1.0,1.0,234.224721195339,138.19258550524998,454.7362856369338,5,1
5592,72.0,74.0,76.0,92,2.581601135339881,1.0005843270771997,1.0,1.0,24.195194887793868,256.4637239193912,2.905335102233073,1.0011064135437018,1.0,1.0,24.259781970575553,321.9767438611794,185.94156957983114,611.8590110105554,5,1
5593,72.0,74.0,76.0,93,2.537039650220485,1.0,1.0,1.0,17.741824747239015,209.9908151380453,2.7504884115916743,1.0,1.0,1.0,17.788369841187006,281.05544046964775,132.56806192117168,482.85099484870364,5,1
5594,72.0,74.0,76.0,94,1.896494133056555,2.7140893098103547,1.0,1.0,21.45939094102058,223.74877373166416,1.72844303310694,2.225044831185423,1.0,1.0,21.406370314192177,268.99128794749305,155.34246878967724,511.1696622566303,5,1
5595,72.0,74.0,76.0,95,1.0,1.0,1.0,1.0,17.96075351089938,201.04694902635126,1.000000192135193,1.0,1.0,1.0,17.95418289903363,244.80417358835098,149.95737529380415,475.2757951332814,5,1
5596,72.0,74.0,76.0,96,2.0908125238513415,3.005131138280601,1.0,1.0,23.63313838661468,227.37042813789893,2.0369243941684227,2.8599980173803274,1.0,1.0,23.610591497720186,283.6339133827873,163.79858497855966,538.9953437328674,5,1
5597,72.0,74.0,76.0,97,2.986631602266462,1.7689983653955095,1.0,1.0,16.34900279033381,248.63265011276928,2.763453352430214,1.2910460556673375,1.0,1.0,16.2894968833186,298.83455036069034,168.84152095379002,555.589620232557,5,1
5598,72.0,74.0,76.0,98,2.51121144049261,1.3478626886448506,1.0,1.0,17.441248462519987,216.6289449269789,2.2834608678194583,1.0,1.0,1.0,17.407259646419618,252.36254169098916,145.73936782654624,479.5697146429086,5,1
5599,72.0,74.0,76.0,99,4.961482314507074,1.0,1.0,1.0,6.513770664145825,200.95523338521318,3.5948842097668594,1.0,1.0,1.0,6.342737316325414,247.34198473099576,152.8236730552752,480.20283616791187,5,1
5600,73.0,75.0,77.0,0,5.162701588993616,1.0,1.0,1.0,1.0,278.92485786436276,3.74566322059865,1.0,1.0,1.0,1.0,356.9309380888747,239.02558240281067,536.6580126183319,5,1
5601,73.0,75.0,77.0,1,3.925099453060384,1.0,1.0,1.0,1.0,249.58846316424433,3.009304390384957,1.0,1.0,1.0,1.0,332.6991006916806,227.201914484021,501.620629257923,5,1
5602,73.0,75.0,77.0,2,4.088830610152782,1.0,1.0,1.0,1.0,284.2828684342203,2.759008498915228,1.0,1.000082149105328,1.0,1.0,354.411378350303,254.31713691330197,558.7324395916397,5,1
5603,73.0,75.0,77.0,3,6.1519173882851845,1.0,1.0,1.0,1.0,269.4570590766247,5.248504415770336,1.0,1.0002913479399624,1.0,1.0,334.60973908237236,240.33946850908967,588.9173187446197,5,1
5604,73.0,75.0,77.0,4,2.06127979464917,1.0,1.0,1.0,1.0,258.6327264351712,1.0,1.0,1.0,1.0,1.0,335.0278303712412,251.22853411529027,457.46111553966807,5,1
5605,73.0,75.0,77.0,5,3.1503743572650134,1.0,1.0,1.0,1.0,260.1588284748027,2.555000970503395,1.0,1.0,1.0,1.0,356.6466653483291,273.91984454571036,476.4167500453524,5,1
5606,73.0,75.0,77.0,6,4.667438882996431,1.0,1.0,1.0,1.0,267.31815062544007,4.120385512822673,1.0,1.0,1.0,1.0,346.5319377910208,234.89437423838837,521.8730954976996,5,1
5607,73.0,75.0,77.0,7,5.049985280388921,1.0,1.0,1.0,1.0,293.5601615490379,4.060667637675138,1.0,1.0000210256815398,1.0,1.0,368.9533737423145,253.28547703055918,610.7460756662492,5,1
5608,73.0,75.0,77.0,8,3.3003095949037724,1.0,1.0,1.0,1.0,257.0976404485263,2.4899677905626643,1.0,1.0000682997416417,1.0,1.0,325.75389758890395,196.14479465144012,503.0503132605888,5,1
5609,73.0,75.0,77.0,9,3.856071894894254,1.0,1.0,1.0,1.0,260.3785067932024,1.8341445485596535,1.0,1.0000020539502132,1.0,1.0,341.5317310072862,238.1531825299348,514.7214181325639,5,1
5610,73.0,75.0,77.0,10,4.454370439744588,1.0,1.0,1.0,1.0,272.979459422883,2.9830802144044313,1.0,1.0000028861158046,1.0,1.0,352.75469320225267,242.5481008357043,529.7092876134542,5,1
5611,73.0,75.0,77.0,11,2.611947406214969,1.0,1.0,1.0,1.0,256.7032667197086,2.6413302883067313,1.0,1.0,1.0,1.0,323.1505825281962,222.91718771755967,486.8076740270943,5,1
5612,73.0,75.0,77.0,12,1.026290121261077,1.0,1.0,1.0,1.0,236.36608699744954,1.0192347076129835,1.0,1.0,1.0,1.0,323.0450398612913,232.30953705649023,464.81091434636386,5,1
5613,73.0,75.0,77.0,13,4.254912092097317,1.0,1.0,1.0,1.0,273.37135437599187,3.5843850395954346,1.0,1.0001749869096808,1.0,1.0,340.8326432501552,243.87440670690572,596.2694377016032,5,1
5614,73.0,75.0,77.0,14,4.522367261596568,1.0,1.0,1.0,1.0,261.11808496131374,3.290069114706958,1.0,1.0,1.0,1.0,331.64539945875276,226.35780667947103,500.2978053968053,5,1
5615,73.0,75.0,77.0,15,2.0962435621680227,1.0,1.0,1.0,1.0,274.1598522667346,2.0692066516821415,1.0,1.0,1.0,1.0,350.62643585953106,254.8635257428154,487.29690494997305,5,1
5616,73.0,75.0,77.0,16,5.574902020640358,1.0,1.0,1.0,1.0,249.6131381640826,5.516787155681363,1.0,1.0,1.0,1.0,334.9959292250293,224.34363031015815,505.3369344541107,5,1
5617,73.0,75.0,77.0,17,3.7189192047826154,1.0,1.0,1.0,1.0,278.62731445058256,2.2865441887024844,1.0,1.0000979822227867,1.0,1.0,347.3121489384829,246.85778829614156,623.3966452289561,5,1
5618,73.0,75.0,77.0,18,2.007499390288136,1.0,1.0,1.0,1.0,247.2289549536774,1.0496598760429974,1.0,1.0,1.0,1.0,323.09294866351104,228.44015340293106,484.81495140569325,5,1
5619,73.0,75.0,77.0,19,1.069502748790167,1.0,1.0,1.0,1.0,255.22878909316248,1.4163984282717859,1.0,1.0000023245895262,1.0,1.0,325.0994615967406,231.62262925717357,503.15346793474134,5,1
5620,73.0,75.0,77.0,20,1.5837645158213935,1.0,1.0,1.0,1.0,272.9370510248579,1.4310598972341417,1.0,1.0,1.0,1.0,348.36827525257746,258.49687922490415,478.0710210682175,5,1
5621,73.0,75.0,77.0,21,3.370698329256129,1.0,1.0,1.0,1.0,284.4095742915245,2.7740353709252448,1.0,1.0,1.0,1.0,373.64498851818365,250.05354013573384,559.8047468845739,5,1
5622,73.0,75.0,77.0,22,5.2141371948360415,1.0,1.0,1.0,1.0,285.7303773826902,4.354970785714585,1.0,1.0,1.0,1.0,375.89360335316735,249.2742825033932,558.9091655710772,5,1
5623,73.0,75.0,77.0,23,5.697231210312488,1.0,1.0,1.0,1.0,255.23230265204788,4.66917135958834,1.0,1.0,1.0,1.0,316.819377989941,212.04141639687214,472.4233894547581,5,1
5624,73.0,75.0,77.0,24,4.048647541879112,1.0,1.0,1.0,1.0,247.78032258903053,3.16941775167165,1.0,1.0,1.0,1.0,333.08104598365543,231.6222759475269,487.1606207871683,5,1
5625,73.0,75.0,77.0,25,1.2131504699980529,1.0,1.0,1.0,1.0,253.03000858268533,1.0,1.0,1.0,1.0,1.0,323.86512956707924,240.8674814242022,462.9530077874112,5,1
5626,73.0,75.0,77.0,26,1.0679305529431236,1.0,1.0,1.0,1.0,265.40324839790827,1.0517990850387715,1.0,1.0,1.0,1.0,348.09143635096154,245.70611004601164,523.5930689744821,5,1
5627,73.0,75.0,77.0,27,4.890504704206807,1.0,1.0,1.0,1.0,266.99901004177497,5.093200879826465,1.0,1.0,1.0,1.0,363.32085866823905,276.3951716548585,473.8074382622668,5,1
5628,73.0,75.0,77.0,28,3.576757231929184,1.0,1.0,1.0,1.0,262.0632482102666,2.5982219990659936,1.0,1.0,1.0,1.0,331.06283131425187,230.0534269778398,499.53912009401904,5,1
5629,73.0,75.0,77.0,29,3.034991599848405,1.0,1.0,1.0,1.0,257.37709550890537,2.5250958968691486,1.0,1.0,1.0,1.0,324.979350586773,224.77000716478656,488.40488505873066,5,1
5630,73.0,75.0,77.0,30,4.525693035904764,1.0,1.0,1.0,1.0,294.33745893516476,3.5036573357484344,1.0,1.0,1.0,1.0,377.9616373116068,252.6684151152019,569.5869340762117,5,1
5631,73.0,75.0,77.0,31,1.5696899167782563,1.0,1.0,1.0,1.0,276.40384941077446,1.6544780420408893,1.0,1.0,1.0,1.0,361.08137674809353,268.5953908350725,488.8932102988897,5,1
5632,73.0,75.0,77.0,32,5.173416833099806,1.0,1.0,1.0,1.0,251.6870475292099,4.441018189722828,1.0,1.0002194064785155,1.0,1.0,313.7930859713258,166.3052947043561,482.16738886641826,5,1
5633,73.0,75.0,77.0,33,4.468966553821357,1.0,1.0,1.0,1.0,264.0302067154673,3.8384107541427936,1.0,1.0,1.0,1.0,334.98567087362886,226.03498440727242,505.3840849971925,5,1
5634,73.0,75.0,77.0,34,3.565353661734095,1.0,1.0,1.0,1.0,264.4218167896582,2.9975095494992754,1.0,1.000033740999272,1.0,1.0,326.7647796598482,225.14887394091048,551.6835254873373,5,1
5635,73.0,75.0,77.0,35,3.5301030523962558,1.0,1.0,1.0,1.0,268.41033903522265,2.22771142243195,1.0,1.000135104482229,1.0,1.0,326.13169525583567,232.37306458654749,498.3336288163133,5,1
5636,73.0,75.0,77.0,36,4.634250464307503,1.0,1.0,1.0,1.0,292.83720938848245,3.1615668002258572,1.0,1.0,1.0,1.0,381.98243544574245,258.3479497809793,568.9300722150051,5,1
5637,73.0,75.0,77.0,37,2.47029488132709,1.0,1.0,1.0,1.0,269.92534721671467,1.644086613656644,1.0,1.0,1.0,1.0,349.9044919622792,248.16556334222722,528.0076708761546,5,1
