,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107
0,2,28,2,1,1,9,48,37,44,75,10,67,59,32,61,46,10,35,42,135,224,146,44,288,348,454,323,744,766,446,123,49,406,308,224,227,259,664,1002,1418,711,1237,1036,521,619,923,1051,1183,893,537,519,434,437,413,397,504,742,1187,1105,1032,1056,1175,1139,1345,1937,1783,1972,1818,2755,2923,2124,3370,3816,3699,4003,3842,2837,2036,3734,3721,3212,3772,4304,2872,4014,3400,2665,4025,3034,130
