,Epiweek,Netau_HMM_assigned_median,Netau_HMM_assigned_95%_ci_lower,Netau_HMM_assigned_95%_ci_upper,Netau_MSD_assigned_median,Netau_MSD_assigned_95%_ci_lower,Netau_MSD_assigned_95%_ci_upper,c_median,c_95%_ci_lower,c_95%_ci_upper,c_MSD_median,c_MSD_95%_ci_lower,c_MSD_95%_ci_upper,T,frac_assigned,Netau_HMM_median,Netau_HMM_95%_ci_lower,Netau_HMM_95%_ci_upper,Netau_MSD_median,Netau_MSD_95%_ci_lower,Netau_MSD_95%_ci_upper
0,52.0,,,,,,,1.0001091984411672,1.0,2.1998413142056403,1.0823130861539054,1.0,2.249525418125148,9,0.6558265582655827,,,,,,
1,53.0,,,,,,,1.0536229033749884,1.0,2.315400266829559,1.0507482210787318,1.0,2.315756566060437,9,0.6732199787460149,,,,,,
2,54.0,,,,,,,1.297667973378302,1.0,2.4247259382757718,1.3341505888948046,1.0,2.447383002119868,9,0.7272516786293124,,,,,,
3,55.0,,,,,,,1.4558293157834554,1.0,2.648815046223368,1.4514170589433433,1.0,2.6874566829376225,9,0.7563935847420893,,,,,,
4,56.0,5120.378485663832,2814.123815313294,9260.151016201866,5198.812620638402,3349.6221874214693,15170.814497970863,1.1146949151795171,1.0,1.9747496464058916,1.0997109100955806,1.0,1.9596310685182663,9,0.7698662470495673,6650.99750156232,3655.341205174447,12028.259521300532,6752.877711631486,4350.914461126916,19705.779485867108
5,57.0,9694.129829214951,5483.810285082428,17369.82263676555,10482.43583265485,8229.32634089765,14670.883477645466,1.1468422705484207,1.0,2.581316060555947,1.1432025980727287,1.0,2.5895997030664204,9,0.7887696118909991,12290.19181656125,6952.359982448514,22021.414586602892,13289.604055009448,10433.11787984407,18599.706754008228
6,58.0,10273.016888227296,5619.81283368512,18140.827282845283,11193.285140484004,8047.005433578231,15560.930952735813,1.6516276428897938,1.0,2.7931380568813355,1.6488200441169871,1.0,2.813017676258422,9,0.8229755178907722,12482.773381347126,6828.65129218947,22042.973197233056,13600.994072304362,9777.940240801008,18908.13349176823
7,59.0,11545.026121245975,5990.638291007077,19712.784119980555,13405.036669575646,8334.085462843841,25276.943734406228,1.5609921601147876,1.0,2.7578245438250546,1.5574369825215977,1.0,2.769847038890785,9,0.8496414245776103,13588.115865449305,7050.784151661692,23201.298276835485,15777.287078769505,9808.944363779154,29750.13105907869
8,60.0,11399.256752483525,5892.734820054964,19402.938499757773,13456.004066606883,9513.489950814705,24815.14225997344,1.4087048385921992,1.0,2.76792392513634,1.3729905343178794,1.0,2.76793444572635,9,0.8722332825857829,13069.045839078519,6755.91603496903,22245.125114048282,15427.07018323794,10907.047622181359,28450.120805305207
9,61.0,9678.571856354014,5074.607671772366,16306.980892249543,10847.358262938224,6885.583584524606,16221.802440801604,1.1197441593113824,1.0,2.1984928879372148,1.0906245394039549,1.0,2.1860272585355767,9,0.8873421354764638,10907.37323226181,5718.885048829023,18377.331854632837,12224.549955709776,7759.78431456695,18281.33905992327
10,62.0,6318.366317242289,3356.387415202637,10940.30452346646,6859.350635635808,5052.390119490285,9971.43623812898,1.5481190180036482,1.0,2.8049966112101106,1.5618849449416856,1.0,2.8050033376820203,9,0.9147299782645043,6907.356780008432,3669.26578876384,11960.146473195558,7498.77100196267,5523.36781295401,10900.96145864548
11,63.0,5377.375359938822,2900.7499545287674,9292.405953483114,5690.812534102888,4414.1823897227805,7328.248527212631,1.5033641182971087,1.0,2.753139094502871,1.4716466192713944,1.0,2.774667368391009,9,0.9178082191780822,5858.931362321403,3160.5186071731346,10124.561710511452,6200.437537156878,4809.482305220343,7984.509589351076
12,64.0,4389.627638185997,2472.4305280781778,7551.90131026726,4550.608773813689,3850.282391250641,5722.896312766216,1.7466544884154178,1.0,3.8317026079726775,1.7125618536870657,1.0,3.849987537935761,9,0.9369462492616657,4685.036779479207,2638.8178937975445,8060.122249508256,4856.851476164902,4109.3951699841355,6108.030548471681
13,65.0,3526.952942495741,2042.038231158388,6222.725171104825,3627.963180865084,2905.7398294699337,4508.3544834591285,1.0,1.0,3.831647520157407,1.0,1.0,3.8316446144554215,9,0.9443470127440664,3734.806056353358,2162.3812047910974,6589.447615260563,3841.76910807714,3076.983132531428,4774.044310638346
14,66.0,2459.8106299393576,1452.3142527608693,4313.01956262549,2228.453398292424,1740.645882938676,2713.451452196946,1.019063776548077,1.0,3.526494530059748,1.0,1.0,3.805752865862332,9,0.9491588093917545,2591.5690879123463,1530.1066991008067,4544.044178854942,2347.819328274975,1833.8826608522204,2858.79604692896
15,67.0,1887.245408320106,1022.3140325308456,3227.334181969394,1540.658846225075,1280.0112216291643,1913.778228356267,1.0,1.0,2.642902870311364,1.0,1.0,2.6464258936433245,9,0.9485714285714286,1989.5659425061358,1077.7406969451686,3402.310131594241,1624.1885427071572,1349.4094203921911,2017.5372889297994
16,68.0,1236.528981022078,748.5501162114841,2043.4225121631011,1032.324315834694,854.7077880422341,1223.43896104332,1.0,1.0,3.202658145198849,1.0,1.0,3.180413898062749,9,0.9607361963190184,1287.0640096206814,779.1422026977772,2126.934032455846,1074.5138153324083,889.6383745267188,1273.4390207539027
17,69.0,1022.4280152675522,613.590696886439,1714.6037900944525,772.6267376510152,649.6181182743459,957.8074587415696,1.1152087684572811,1.0,4.778856435086697,1.0,1.0,4.680751402256815,9,0.9627032196365954,1062.0386370510964,637.3622569976023,1781.0304932206284,802.5596278182896,674.7854427240474,994.9145688981139
