,epiweek_start,epiweek_middle,epiweek_end,superlineage_combo,c0_MSD,c1_MSD,c2_MSD,c3_MSD,c4_MSD,Netau_MSD,c0,c1,c2,c3,c4,Netau_HMM,Netau_HMM_lower,Netau_HMM_upper,T
44,19.0,21.0,23.0,4,1.0,2.8768861445970737,1.0,5.509589844005209,1.0,94.88059886838336,1.0,2.6258747936817097,1.0,7.9640147765923714,4.109674536287439,136.15272803608488,33.96240040346887,385.17257651849343,5
45,19.0,21.0,23.0,5,1.0,4.776146074971467,1.270351299472379,5.646490876293489,1.0,149.53422725480303,1.0,3.9768809726684857,1.7750011206094067,8.489265879811835,7.715858074118973,100000000000.0,708975000000.0,824476472432.2664,5
46,19.0,21.0,23.0,6,2.134701404200034,12.155386411085843,1.0,5.254880358966748,1.0,1227.9007411942164,1.0,12.59808045939686,1.3075795711653355,6.967345800689728,1.6261138033448364,1107.7248388518954,273.06494184829364,2150.595702095796,5
47,19.0,21.0,23.0,7,1.0,2.6434823123446476,1.0,6.78639003490686,1.0,295.861294009521,1.0,2.9108831076640103,1.0,8.714459746766066,2.1210234688624316,450.74934077917004,194.82726495085996,1275.1583273888673,5
48,19.0,21.0,23.0,8,1.0,5.553060591922004,1.0,6.061177391807123,6.3277583925725,183.87695902099955,1.0,4.424192674348273,1.7690006914093375,6.709222112298856,11.933511201326992,100000000000.0,135867041012.15393,166100000000.0,5
49,19.0,21.0,23.0,9,1.0,2.037864973720532,1.0,6.111558364570754,1.0667171988340463,227.79683930655585,1.0,2.162410325922894,1.0,7.381141903242194,4.0072608862694485,424.7528189657047,105.43042860496945,824.6376310090584,5
50,19.0,21.0,23.0,10,1.0,3.599319960189643,1.0,1.385936569539124,11.510716991852226,2305.8118576790534,1.0,3.1044903366533854,1.504133784487776,1.335327601350416,13.476895578905618,100000000000.0,708975000000.0,866525000000.0001,5
51,19.0,21.0,23.0,11,1.0,2.660698479116836,1.0,3.222307527414861,1.0,90.00466197314722,1.0,2.5177706318242272,1.0,3.880076885666721,2.1401910217554856,106.86746566273914,27.741947887264402,300.71149449764386,5
52,19.0,21.0,23.0,12,1.0,2.5344599205810794,1.0,4.093948394723505,8.36149958066436,2436.4141434406797,1.2590599715102633,2.6218974952928877,1.0,4.336754947817739,9.635847292643401,100000000000.0,514510488281.25,633041089391.9253,5
53,19.0,21.0,23.0,13,1.0,5.154042755115347,1.0,5.457775243545152,8.378823499105225,10000000.000000006,1.0,3.8832694331292026,1.0,7.428564979217429,11.05016483559961,100000000000.0,708975000000.0,866525000000.0001,5
54,19.0,21.0,23.0,14,1.190754169717862,4.467135100508284,1.0,7.017802363925995,1.0,108.67588096201231,1.0,3.0871728581992857,1.0,10.1154974674459,1.0,109.73070669565031,30.00509380339936,302.19970198750076,5
55,19.0,21.0,23.0,15,1.0,3.3216270522658444,1.0,3.165256110306009,5.979433335899671,1775056.0959550203,1.0,3.136409933746432,1.0,3.2318626110062696,6.6501000212497985,100000000000.0,94615471047.98407,112750000000.00003,5
56,19.0,21.0,23.0,16,1.0,3.599601739699548,1.0,1.4811840706943153,2.9508370249071865,290.1925379682906,1.0,3.573182980928297,1.0,1.5641695097772885,2.904597575651165,294.36641606235827,71.63433381612218,726.8963512534722,5
57,19.0,21.0,23.0,17,1.0,2.868619314135742,1.0,5.042063680285564,8.352627227723042,10000000.000000006,1.0,2.9883201037154943,1.0,5.616396315074625,8.848418173019345,100000000000.0,326925000000.0,399575000000.00006,5
58,19.0,21.0,23.0,18,1.0,2.432107197919244,1.0475162949031864,4.11363322405231,8.924333977335158,10000000.000000006,1.0,2.4188779900682857,1.1977780381892158,4.105949185083944,8.918816687817655,100000000000.0,708975000000.0,866525000000.0001,5
59,19.0,21.0,23.0,19,3.4682989834160214,2.6855895931197065,1.0,2.5378597977380646,9.96926362034352,511.2637242146867,3.4683155983430196,2.6855963938984058,1.0,2.53787000586901,9.969274099495248,415.77395445694964,2153.5011971097706,2632.05701868972,5
60,20.0,22.0,24.0,0,1.47713343381428,1.0,3.260584117911155,1.0,1.0,127.15434667147603,3.059325906748839,1.0,3.656015450021277,1.0597624487365922,1.0,150.68949845486415,36.66162030068487,366.6228126169844,5
61,20.0,22.0,24.0,1,6.632824142581974,1.0,6.429892728735511,1.4393297217793175,1.0,123.81312228788501,4.847667254040523,1.0,9.66247524275048,1.8779635457491999,1.0,143.199524895934,44.255877908819066,389.547233204061,5
62,20.0,22.0,24.0,2,1.2764970502725463,1.0,5.978576601956867,2.929514796862734,16.781830067363703,95.61914957977991,1.1675957170964388,1.0,6.348135671575797,1.6177462888071046,16.67944561177646,82.59292054079398,26.112072834948606,146.76126649941088,5
63,20.0,22.0,24.0,3,2.3554120656071436,1.0,2.40600163294972,1.0,1.0,103.83282542798231,3.243169866561363,1.0,2.4162053111071438,1.0,1.0,107.42297704387033,36.93321087821877,281.99724890756244,5
64,20.0,22.0,24.0,4,4.375917103926943,1.0,3.8390250369233003,1.0,1.0,67.70771006260232,5.107568130199784,1.0,3.876527066049463,1.0,1.0,85.33908212031409,9.384841153415517,201.59222285649548,5
65,20.0,22.0,24.0,5,9.897863185813371,1.0,2.170536058518141,1.0,1.0,111.87083388724274,8.719076285758002,1.0,2.238371096321481,1.673832882683829,1.0,142.27892832470866,42.59070100011656,390.86153738006556,5
66,20.0,22.0,24.0,6,4.798470157019252,1.0,4.697625210387173,1.0,1.0,74.14495879182763,2.6312113761103566,1.0,7.291918407542476,1.7639092827849414,1.0,80.0892613542306,19.918767935062398,191.32127309326665,5
67,20.0,22.0,24.0,7,3.9509297439657205,1.0,2.8810638410799334,1.0,1.0,99.72261168178478,3.7695106923359827,1.0,3.224964887771702,1.6381130803321133,1.0,142.10963688776343,39.67526565281179,273.30201721984395,5
68,20.0,22.0,24.0,8,4.1303832826378315,1.0,5.200626387409704,1.0,1.0,119.30495167130474,2.8469822062279695,1.0,5.469237219698588,1.0,1.0,112.08050162498374,794.6227363957285,971.2055667058904,5
69,20.0,22.0,24.0,9,1.361507923746744,1.0,4.746565992043234,1.0,1.0,60.868530662443554,1.0,1.0,9.612724112503832,2.920622460421582,1.0,72.79655357278568,26.403303419373355,186.43391660408886,5
70,20.0,22.0,24.0,10,6.955049812080274,1.0,3.521936727413219,1.4883554532875833,1.0,80.30448065808736,6.8728588869790075,1.0,4.433309055309089,2.69325604587637,1.0,111.02676392801062,15.841619533442916,279.11792684766914,5
71,20.0,22.0,24.0,11,1.4735105676803972,1.0,4.08543887349327,1.0,1.0,158.96647460530812,2.4373284671310875,1.0,4.033899115549874,1.0,1.0,162.38691847939347,24.929716164902423,401.52493296102415,5
72,20.0,22.0,24.0,12,10.869886655540167,1.0,6.344225033069011,1.461565918240479,1.0,111.81788892202738,8.432937010657374,1.0,7.12369277411325,1.9919032928441618,1.0,134.37924995938,61.97354507644765,380.1554525132922,5
73,20.0,22.0,24.0,13,3.5827786673338218,1.0,2.561425713926855,1.0,1.0,128.75614633375852,4.291775819227458,1.0,2.749335064723002,1.0,1.0,157.69328115283992,46.297248193096735,434.5242835594147,5
74,20.0,22.0,24.0,14,10.368964841473504,1.0,6.405239931997388,1.0,1.0,376.3606364345456,10.155091203317944,1.0001344743529783,9.166197399536957,1.0,1.0,434.88421745276236,3083.220380685722,3768.3804652825493,5
75,20.0,22.0,24.0,15,1.0181155431396613,1.0,2.9533574024870815,1.7830881632684348,1.0,56.53023407678825,1.0,1.0,3.1207366981743068,2.344434399115553,1.0,58.36733798840736,22.635103248145978,113.3174429407413,5
76,20.0,22.0,24.0,16,1.9249728237952812,1.0,2.7304868530939674,4.372166645565041,1.0,203.85244458550997,2.623839208453207,1.0,2.7424695439547424,3.942705180792844,1.0,213.95920208992354,61.587014442064756,590.9039442707065,5
77,20.0,22.0,24.0,17,2.519734172351285,1.0,3.860517428777685,1.0,1.0,63.91767583951115,1.9093274468623815,1.0,4.868906517262055,1.0,1.0,74.6342034270484,10.723330166527099,162.2105290250106,5
78,20.0,22.0,24.0,18,10.38168566785735,2.394888706001663,4.687444781068348,1.0,1.0,82.55215519052963,18.96605777609415,6.831171777538642,6.561241525291238,2.3850307779566227,1.0,100000000000.0,708975000000.0,866525000000.0001,5
79,20.0,22.0,24.0,19,3.633923437720813,1.2308361094880491,2.228227171464795,1.0,1.0,72.5323832488966,3.5286118130227773,1.0,2.3935630924114597,1.0,1.0,88.73752364571975,22.095027278961087,250.17124676075883,5
80,21.0,23.0,25.0,0,1.9537037657904177,1.2112848777866034,1.0,1.5811101905172735,1.0,652.8067899482257,1.6718121836428999,1.5984943698590994,1.22903350963418,1.1257002499817543,1.0,726.8165333701461,180.3210968585306,1411.0801329489634,5
81,21.0,23.0,25.0,1,2.3476484146148646,3.500463549794018,1.2616701736947709,3.2737479657828263,1.7779650362039903,10000000.000000006,2.5904089328255964,3.320109218051769,1.326008081640128,5.004618279623647,1.0,100000000000.0,708975036776.2091,823198750000.0001,5
82,21.0,23.0,25.0,2,5.799624733292101,4.282522593951768,1.4145848051485634,1.0,1.0,431.4735032503437,5.845270585028978,4.547622070825794,1.9983470214851031,1.0,1.0,1518.4064291185605,1045.6522962268134,5755.92837130482,5
83,21.0,23.0,25.0,3,6.6675737983392755,1.8765302027779807,1.0,1.1192076010634073,1.0,755.8701675787802,8.703072924549948,2.5300677992384237,1.0,2.443419514198497,1.0,129921.54321461213,41275.07488279601,367544.71443251695,5
84,21.0,23.0,25.0,4,2.870959480692712,2.841104338395616,1.075430772899925,1.0,2.483924983811933,10000000.000000006,2.0421725791922767,9.397504900341184,1.0767182901701542,1.0,2.954431635813203,5853.569029879472,41500.34102958799,50722.6390361631,5
85,21.0,23.0,25.0,5,4.046205555542624,5.216431214014836,1.0,1.0,1.0,10000000.000000006,3.9852876462463867,5.200014651958845,1.0,1.0,2.295896388957445,100000000000.0,708975047340.7598,866525000000.0001,5
86,21.0,23.0,25.0,6,1.5687214448770617,5.167292156877514,1.0,1.0,1.0,426.05463116997214,2.0330563279591,5.285608646899654,1.355686548323139,1.0000317919662483,1.0,700.4922359308541,346.7436567857727,5531.415624250851,5
87,21.0,23.0,25.0,7,2.3839745453241616,10.35228121223337,1.0,3.5311404325947597,1.0,10000000.000000006,2.9623190563659696,10.38271882465469,1.0,3.7909695494137883,1.4614435144564555,100000000000.0,708975000000.0,866525000000.0001,5
88,21.0,23.0,25.0,8,3.083246112924575,3.834803778053457,1.0,1.0,5.494568161653466,10000000.000000006,2.175507659084286,3.3933832008580596,1.0,4.463857955334198,7.584632229392012,100000000000.0,708975023434.4617,865335995151.0952,5
89,21.0,23.0,25.0,9,2.633518240454338,4.785728144869001,1.6085475438526622,1.0,3.2047852420664733,584121.7194527198,2.3673375479271055,4.213952759666398,1.5271244769139756,1.0,4.035325166049986,100000000000.0,326925016372.4509,399575000000.00006,5
90,21.0,23.0,25.0,10,4.123906475678679,3.7100789767367157,1.566721733643365,2.307713997117868,6.128521088626888,47722.36068277089,4.0256504610556165,10.413810600175418,4.095122660364779,3.8020999866723337,1.0,949.3237246802056,232.62794521068454,1843.0673851376814,5
91,21.0,23.0,25.0,11,3.5304439476692133,7.781192354942591,1.0,1.0,1.0,282.0721156481162,3.359217110968811,7.761297144501807,1.0006739560866056,1.0,1.0,357.99059666556633,146.22538986878132,1012.746218720819,5
92,21.0,23.0,25.0,12,5.712108166055661,1.0,1.7513254921627046,1.690966543601949,1.0,3899442.483255918,5.85613624631854,1.0,1.9774996666482691,2.1843503759437892,1.0,100000000000.0,708975000000.0,823198750000.0001,5
93,21.0,23.0,25.0,13,3.828641366851793,1.7724694413723197,2.846071536383428,3.396734143066837,1.2156508834429303,619260.3515361076,4.801188099618726,1.3515253363677897,3.668540245929173,3.6411514400540437,1.0,100000000000.0,326925000000.0,398170244140.62506,5
94,21.0,23.0,25.0,14,3.2063958414042752,1.0,2.3792425365242456,1.0,1.0,546.8464191140313,3.4220045670099304,1.0,3.5281096115110633,1.0,1.0,1021.1709270820036,653.5493933324823,6765.944973523708,5
95,21.0,23.0,25.0,15,2.604023178126551,5.326026584626684,1.0,1.6447249000278281,6.727665212557508,10000000.000000006,2.0806936618374356,5.407734459668667,1.3925543964668734,1.0,8.18575420481868,100000000000.0,310578932023.7405,399575000000.00006,5
96,21.0,23.0,25.0,16,4.291378919788493,2.88783618086356,1.0,1.0,1.2631337825437519,1836.283066271467,4.318616905359069,3.28932651922353,1.0,1.0,1.061201409087676,2231.9180628075405,15823.741085789761,19340.12799374304,5
97,21.0,23.0,25.0,17,2.229056693088594,3.271061804009929,1.0,1.0,1.547050892687545,1244.2087743729546,2.5360965867477057,3.572397777503165,1.0,1.0,2.510616856451215,3607.468546220727,1791.7815288631602,29567.416459739088,5
98,21.0,23.0,25.0,18,4.491599778130761,2.64737876658917,1.0,1.0,1.0,658.936545175129,4.602140561795726,3.2017334341887005,1.1280272593283829,1.0000014457265922,1.0000072653161307,2024.1257993308623,14350.545885805981,17539.556082651754,5
99,21.0,23.0,25.0,19,4.682138005347816,2.197679516955132,1.0,1.0,1.0,438.7667824593354,5.535095636029922,3.080412199002619,1.0,1.0,2.1731789795217216,1371.5666950375023,337.5519557357778,2662.8322630578523,5
100,22.0,24.0,26.0,0,1.0,1.0,1.0,1.0,1.0,10000000.000000006,1.0,1.0,1.0,1.0,1.0,10000000.000000006,70897500.00000004,86652500.00000006,5
101,22.0,24.0,26.0,1,2.022559838261619,1.6862672935173288,1.0,1.0,4.487649982023307,10000000.000000006,2.632818621306907,1.0628775870222824,1.0,1.0,4.422599799663122,100000000000.0,708975000000.0,866525000000.0001,5
102,22.0,24.0,26.0,2,4.5388509814486575,2.4361150386784414,1.0,1.0,1.0,10000000.000000006,4.123632638031439,1.5706527032521302,1.0,1.0,1.0,100000000000.0,708975000000.0,866525000000.0001,5
103,22.0,24.0,26.0,3,1.0,2.596759024314736,1.0,1.0,1.0,10000000.000000006,1.0,2.574800145456956,1.5776128271937482,1.0,1.0,100000000000.0,708975000000.0,866525000000.0001,5
104,22.0,24.0,26.0,4,5.757924657700022,1.0,1.1094190826936408,1.0,5.069865326242903,10000000.000000006,4.96577708864115,1.1672266324812581,1.0,1.0,8.151520709918351,100000000000.0,708975000000.0,866525000000.0001,5
105,22.0,24.0,26.0,5,1.8353789395855795,1.0,1.0,1.0,2.7621356285126093,10000000.000000006,2.0119212724382196,1.0,1.0,1.0,3.1984152491818723,100000000000.0,708975000000.0,866525000000.0001,5
106,22.0,24.0,26.0,6,1.3088614087323913,1.0,1.7737561650698783,1.0,1.0,10000000.000000006,1.8136475892590365,1.0,3.0306772082577886,1.0,1.0,100000000000.0,708975000000.0,866525000000.0001,5
107,22.0,24.0,26.0,7,2.2438302903664806,1.0,7.486658719548451,1.1894597229353383,1.0,10000000.000000006,2.351592855862523,1.0,7.538206273336572,3.151736207217431,1.0,100000000000.0,708975000000.0,855693437500.0001,5
108,22.0,24.0,26.0,8,1.0,2.4987857926112604,1.8195502309012976,8.011335630491217,1.0,10000000.000000006,1.170013300642047,5.2960984820142185,1.0,3.8970950813685064,1.0,100000000000.0,708975000000.0,866525000000.0001,5
109,22.0,24.0,26.0,9,5.70527097128294,5.73466425928251,2.5015851919200403,1.0001464952280055,4.547568355252947,9946.847144355963,5.472946261050504,5.394418926741208,1.1786000507467198,1.0,3.8023884727111663,2889.8842078561283,1235.4254988584948,5923.706879142015,5
110,22.0,24.0,26.0,10,2.2669928508347206,1.0,1.0,1.0,1.0,3427511.3193503004,2.7788099767165635,1.0,1.0,1.0,1.0,100000000000.0,708975000000.0,866525000000.0001,5
111,22.0,24.0,26.0,11,3.9505893250150557,1.0,1.0,1.0067509363055278,1.0,10000000.000000006,3.931303602607232,1.0,1.0,1.160790018705966,1.0,100000000000.0,708975000000.0,866525000000.0001,5
112,22.0,24.0,26.0,12,2.507587432081871,1.0,1.0,1.0,1.0,3906561.6738617793,2.3548205602427483,1.0,2.986337326567884,2.377225478027625,1.0,3593.919149545185,25479.988290487978,31142.20791059642,5
113,22.0,24.0,26.0,13,4.89310990641829,1.0,1.0,1.0,6.384064626868157,10000000.000000006,4.46221636651374,1.0,1.0,1.0,9.343442468136987,100000000000.0,708975000000.0,866525000000.0001,5
114,22.0,24.0,26.0,14,1.0,1.0,1.0,1.0,1.0,10000000.000000006,1.0,1.0,1.0,1.0,1.0,10000000.000000006,70897500.00000004,86652500.00000006,5
115,22.0,24.0,26.0,15,1.7603794588979387,1.0,1.0,1.0,4.159285800533109,3449.738270211072,2.479383842494351,1.517734001243627,1.0,1.0,2.572023437488861,100000000000.0,708975000000.0,866525000000.0001,5
116,22.0,24.0,26.0,16,1.6149996434813374,1.0,1.0,1.0,4.815393805789921,10000000.000000006,2.0368069438099257,1.0,3.2131399986299107,1.0,4.9430068243295935,100000000000.0,708975000000.0,823198750000.0001,5
117,22.0,24.0,26.0,17,7.382054761368858,1.0,1.0,1.0,1.0,10000000.000000006,7.579009811250083,1.0,1.0,1.0,1.0,100000000000.0,708975000000.0,866525000000.0001,5
118,22.0,24.0,26.0,18,3.917659452566238,5.106338495731927,1.0,1.0,1.0,10000000.000000006,3.460399686867188,5.160673117269064,1.0,1.0,1.0,100000000000.0,708975000000.0,866525000000.0001,5
119,22.0,24.0,26.0,19,1.0,1.0,9.013462289631763,1.0,1.0,7937669.809214799,1.2578730975926176,1.1170093503409453,9.001381572480724,1.0,1.0,100000000000.0,708975000000.0,866525000000.0001,5
120,23.0,25.0,27.0,0,2.0368664924712334,1.4870039642312955,1.0,2.152515858127875,5.698968091571152,1628.8181222296084,1.669581113138954,1.9794606258812604,1.0,1.9950013096422896,5.714934336792475,1723.519819407906,1375.2074990164026,2862.766420036532,5
121,23.0,25.0,27.0,1,4.7203722945426705,1.0,1.0,1.4739306857226715,7.987912188609678,907.0373543372858,4.424363464938809,1.0,1.5550556071306993,1.8203680370991846,7.897995443499413,1437.3851558650156,437.29679164970275,3894.023811356877,5
122,23.0,25.0,27.0,2,5.08330703504686,1.0,1.0,1.7680069660657163,1.4054813486678086,798.0957966474299,5.024966711790072,1.0,1.0,1.9764774299041412,1.2114062515985797,893.8497032739377,475.91840925781634,2472.34690201083,5
123,23.0,25.0,27.0,3,4.658709486095349,2.545361071416726,1.0,1.0,5.427771576602507,630.7924299438695,3.9618153900396664,4.494372208901472,1.0000068919309972,1.0,4.84851960361278,832.7682536081484,336.2508030814347,2023.0672636153938,5
124,23.0,25.0,27.0,4,2.02206795860747,6.389512504952726,1.0,4.097520842163457,3.4792864696396593,981.0888835763311,2.1815488592784966,6.85920336460979,1.0,4.710246407283859,3.062532649436151,1676.4771748752314,923.8976116716765,9685.939527219503,5
125,23.0,25.0,27.0,5,1.2437072841781818,1.0,1.0,1.8133617799678383,1.3394231764648585,1453.836578597211,1.1779965981377996,1.0,1.0,1.7686524456060626,1.2996218578232492,1475.7458991809808,402.25453675190147,2743.689117259341,5
126,23.0,25.0,27.0,6,2.4428059785033107,6.336950405981783,1.0,1.586230712310251,4.474383538240999,5709.046282568978,2.4427906933025647,6.336963218720343,1.0,1.5862955562959669,4.4743721078025,3336.772702559711,2282.8903902651255,5542.37945895168,5
127,23.0,25.0,27.0,7,1.5250160476121828,2.863766046365894,1.0,3.743355301830627,1.0,3744.97437297054,1.379527334271537,3.2091972451656035,1.1967178264672163,3.6872452018549415,1.0,4284.26199847375,14006.323538510309,17118.83988040149,5
128,23.0,25.0,27.0,8,1.6567404797223813,1.0,1.0,2.604616072974138,3.5465375148196125,1634.7147387376801,1.7267654237013081,1.0,1.0,2.754113111960563,3.370684304491909,2291.295987019493,1781.4826299076558,19264.93738474571,5
129,23.0,25.0,27.0,9,1.0,3.4673465653535076,1.0,1.0,4.830950574213782,5144596.986664813,1.0,4.492974733392725,1.0,1.0594378900387778,4.92571840159864,100000000000.0,708975000000.0,866525000000.0001,5
130,23.0,25.0,27.0,10,2.782972350365331,2.1351498584386803,1.9520855942543878,1.2780506091612722,5.640320598383133,10000000.000000006,4.428151468473813,1.609359765164468,1.8047120299976838,1.0251636161637063,6.47733702776187,100000000000.0,708975000000.0,855693437500.0001,5
131,23.0,25.0,27.0,11,2.7877160852666667,8.18000710387334,1.0,1.4933801560756357,1.0,10000000.000000006,2.777677955597352,8.149775206528219,1.0,1.7732725994912013,1.0,100000000000.0,708975000000.0,866525000000.0001,5
132,23.0,25.0,27.0,12,1.1058566337929616,1.0,1.0,1.7175994122889089,2.0618064445107254,497.51710993973455,1.2741390660985994,1.0,2.0373302408339145,1.503821357011391,1.642406857710686,559.3309926943683,219.9078086920549,1016.8948186624001,5
133,23.0,25.0,27.0,13,3.499650379418865,1.0,1.0,1.0,5.575238506641541,593.2894124633922,3.095616389079785,1.7110722731396157,1.0,1.0,5.318846467457995,679.3644609098333,263.67558651262266,1469.9526210161284,5
134,23.0,25.0,27.0,14,5.018317967277961,2.3204047996923043,1.0,1.0,7.267676155329779,10000000.000000006,4.676487846562897,3.3065565261800223,1.453552494326602,1.0,7.029002673858474,100000000000.0,708975000000.0,866525000000.0001,5
135,23.0,25.0,27.0,15,1.8484407654292978,1.0,1.0,5.62834811954073,2.2976946193175984,478.88512216620995,1.3052649363578464,1.0,1.0,5.554985815898387,2.322371501126336,524.0601526134283,147.60898402905536,1046.9257724367046,5
136,23.0,25.0,27.0,16,2.266165064223424,1.4927166603300022,1.0641825090613506,3.3309988236255323,4.974864948603582,2756952.7349785506,2.233487369880169,1.764102171927599,1.4430260464750246,3.2972827031832086,4.948667030054759,100000000000.0,673526250000.0,909851250000.0001,5
137,23.0,25.0,27.0,17,2.904103252761055,1.0,1.0,5.354467170291211,4.7855628998188715,2104.985838511328,2.7513673879789944,1.0,1.0,5.3906993103728515,4.768569187791161,3038.874944935813,1612.9413169274696,24773.982030104948,5
138,23.0,25.0,27.0,18,5.652496829427606,1.1390561671866217,1.0,2.138178062629985,4.9040767074621945,1389.6964413411367,5.567455509615382,1.7688475461571127,1.139233361415988,2.68049117645799,4.6303495730614035,2648.417486140865,8658.338866566024,10582.414170247363,5
139,23.0,25.0,27.0,19,2.76191599172931,4.475753244689681,1.566359740099147,2.1540225813244382,4.264758295471331,1696874.7546291545,2.7619016789262862,4.475822510979767,1.566345838590716,2.154043823034945,4.264802262091622,3364.231830971305,827.9369592098383,9517.325587463183,5
140,24.0,26.0,28.0,0,1.0,1.0,1.0,1.0,3.6552026339496098,442.3481048769157,1.0,1.0,1.3620713663349466,1.4089161936924,2.992736034300365,534.0563346893532,392.7996620939897,952.3662291489178,5
141,24.0,26.0,28.0,1,9.827658051068976,1.0,6.060030256009653,1.0,3.6519329298421175,10000000.000000006,9.908368967569428,1.0,5.028635225543448,1.0,3.535428823875215,100000000000.0,708975000000.0,866525000000.0001,5
142,24.0,26.0,28.0,2,1.0,1.0,4.85594666302193,1.5194551811976038,2.7425471112359237,1291.7338903207115,1.0,1.0,4.891443183435877,1.3019709139729023,2.4845277856751626,1200.8348420412838,648.4508147022932,3109.2385217776628,5
143,24.0,26.0,28.0,3,1.0,1.0,2.7781719553479345,1.0,11.097578088178453,688.7652351286324,1.0,1.0,2.596160639084819,1.0,10.665549732344,832.1012039949088,293.2450749048329,2154.181677754574,5
144,24.0,26.0,28.0,4,2.1850642427376874,1.0,1.0,3.7168182730337844,3.560041292392244,10000000.000000006,3.0097317591501453,1.0,1.0,3.5337512833177507,3.602556866011849,100000000000.0,708975000000.0,866525000000.0001,5
145,24.0,26.0,28.0,5,1.0,1.0,5.309252699828411,1.0,9.17533020776882,10000000.000000006,1.0,1.3027659983283733,5.392695483747913,1.0,9.177283472698516,100000000000.0,673526250000.0,866524669446.9453,5
146,24.0,26.0,28.0,6,1.0,3.9724472389077756,1.0,1.0008253889643592,5.100784128992651,1598.8361232090824,1.0000561656620146,3.972408890438902,1.0,1.0009914449711286,5.100769838390352,1049.2431700108843,450.12719238381646,1907.582374367011,5
147,24.0,26.0,28.0,7,1.0,1.0,3.125731006811735,4.083673310530327,11.111537099109398,360.9525053242235,1.0,1.0,3.2132948475024468,3.761130629152311,11.24884630404517,361.58555204378246,100.89701144053811,939.9917955871838,5
