,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57
0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9994749278025729,0.9989410518884575,0.9997592102094871,0.9987900786448881,0.9947030497592295,0.9902511078286559,0.9725845089166888,0.9264148777407875,0.8953744493392071,0.8157514450867052,0.6554276315789473,0.5923122883887671,0.35575699745547074,0.3493678692568609,0.2062146892655367,0.1962806688545085,0.1799413633032006,0.10349854227405247,0.08784145688269952
