,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57
0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9989764585465711,1.0,0.9985815602836879,0.984375,0.9840255591054313,0.9613152804642167,0.9277238403451996,0.8124373119358074,0.7965540092776673,0.7869586859133898,0.7196850393700788,0.6665162454873647,0.5985823050669467,0.5901870808330392,0.43462557187575246,0.3916112119378907,0.37191011235955057,0.33057607090103397,0.30130423210007984,0.2636895878773964,0.23502202643171807,0.19436416184971098,0.17023026315789475,0.13642700657239593,0.07840330788804072,0.07338883749614554,0.03615819209039548,0.0307860603219253,0.026875152699731248,0.017346938775510204,0.01339046598821639
