,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57
0,1,31,260,167,113,53,262,2005,1688,873,977,149,705,448,313,517,927,997,1509,2009,2540,2216,3807,2830,4152,4953,6197,3352,7308,8070,4065,2258,797,2974,2237,1133,1095,1256,1473,710,164
