,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002955082742316785,0.0,0.00011412919424788861,0.00021715526601520088,0.0,0.0,0.0,0.0,0.0002860411899313501,0.0001786352268667381,0.00014180374361883155,0.0,0.00019700551615445234,6.426735218508997e-05,0.00024850894632206757,0.0,0.0,0.0,0.0,8.313934153641503e-05,0.00025079418157498745,7.44490768314473e-05,0.001672940192388122,0.00791765637371338,0.024591635253993896,0.05915647252145335,0.1253513209668353,0.26444898717710463,0.41298842257597684,0.6314425568672617,0.80934431108025,0.9076589147286822,0.9514551382683251,0.9835577826495459,0.9885869565217391,0.9912354962402271,0.9907873594001071,0.9860109913639283,0.9862949403923778,0.9837681652077844,0.9835490239087519,0.9742204763073902,0.9736024217961655,0.9640638515373122,0.9614741035856573,0.9530461270670147,0.9393638565699083,0.9284206252537556,0.9131507993772073,0.902874251497006,0.8967406444423809,0.879795487861561,0.8667483866315752,0.8457951337118929,0.8227014877448358,0.796290287691975,0.7763414025455453,0.741867184226197,0.6390697466999643,0.2999721880090588,0.11877834895675839,0.03081648323521884,0.011646351644681916,0.004852827792643657,0.0016184876359836922,0.0006036217303822937,0.00037316085009595564,0.00015528553127062386,0.00018221943269016623,8.101101749837978e-05,0.0,0.0
