,18,19,20,21,23,24,25,26,27,28,29,30,31,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3645833333333333,0.2111801242236025,0.18061674008810572,0.22727272727272727,0.34210526315789475,0.3492063492063492,0.3181818181818182,0.49700598802395207,0.48466257668711654,0.558891454965358,0.5468164794007491,0.6404494382022472,0.5921985815602837,0.594,0.5055555555555555,0.4472049689440994,0.29307282415630553,0.20088105726872246,0.1589958158995816,0.06631762652705062,0.05417956656346749,0.06056338028169014,0.022026431718061675,0.011325028312570781,0.01951219512195122,0.002066115702479339,0.008130081300813009,0.0026455026455026454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010526315789473684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
