,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,17.0,18.0,19.0,20.0,21.0,22.0,23.0,24.0,25.0,26.0,27.0,28.0,29.0,30.0,31.0,32.0,33.0,34.0,35.0,36.0,37.0,38.0,39.0,40.0,41.0,42.0,43.0,44.0,45.0,46.0,47.0,48.0,49.0,50.0,51.0,52.0,53.0,54.0,55.0,56.0,57.0,58.0,59.0,60.0,61.0,62.0,63.0,64.0,65.0,66.0,67.0,68.0,69.0,70.0,71.0,72.0,73.0,74.0,75.0,76.0,77.0,78.0,79.0,80.0,81.0,82.0,83.0,84.0,85.0,86.0,87.0,88.0,89.0,90.0,91.0,92.0,93.0,94.0,95.0,96.0,97.0,98.0,99.0
0,526.0,759.0,944.0,1094.0,1217.0,1375.0,2528.0,1567.0,1139.0,2747.0,2273.0,3011.0,3137.0,2373.0,3368.0,4530.0,3106.0,2508.0,3724.0,2473.0,4779.0,4595.0,5457.0,4919.0,4808.0,4155.0,7894.0,4237.0,7811.0,7577.0,4987.0,5319.0,4886.0,6286.0,6856.0,7776.0,9834.0,8441.0,6085.0,9928.0,8090.0,7809.0,7219.0,9477.0,10484.0,8049.0,8755.0,11702.0,7853.0,10567.0,8574.0,11438.0,12888.0,7028.0,6168.0,8205.0,12010.0,12488.0,13126.0,16466.0,13902.0,12221.0,13594.0,16015.0,18907.0,10367.0,10931.0,16346.0,9995.0,8966.0,15756.0,13913.0,9841.0,11501.0,14325.0,19119.0,9705.0,11408.0,14690.0,16934.0,13528.0,10503.0,19037.0,16774.0,17646.0,10535.0,16785.0,14089.0,11931.0,20457.0,25597.0,21507.0,17218.0,20423.0,21183.0,22778.0,15712.0,19816.0,18347.0,20548.0
