,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
0,1.000087765344508,1.7727137035931952,1.0672747435010557,1.0000062157577354,1.0001307177349497,1.0399569646205453,1.0049090719188492,1.0040833242776734,6.60782555122564,1.0022132056671034,1.0008208688639237,2.608366715342328,1.0004198346592894,1.0096730281106006,1.0000000697999536,1.0000110478736777,1.1824600757122627,1.1189870752017608,1.0202837640082325,2.220656961916249,2.625604386547444,1.8953409449725034,1.211596841934694,1.0223323304308716,1.00000004230776,1.235779925773199,2.7232811139399447,1.0019346581780946,1.0603945235408518,1.0030232496442035,1.0000030323575355,1.070670246774365,1.0000000000000988,1.0000000381539629,1.012970788776659,1.0166572811793395,1.4021488453971644,1.0843088917058308,6.197330480322748,1.2032125875537267,1.0000000000388176,3.491019216115823,1.0000000000000029,1.0000000000000004,1.00000008806281,10.654466880957825,1.0004224429525508,1.0021230954680183,1.0225562018121799,1.000000918929526,1.0056710429160935,1.080094093996335,2.9748448578479962,1.0000000006228598,1.0403896615978527,1.0000000011293146,1.0075728814298595,2.833968611251679,8.662179487860126,1.0000000120982715,1.0881894590160779,1.0063304820097374,1.850370718204445,1.622070762407597,8.060734505321404,6.651405906914087,2.477432786768524,1.2690845421223171,1.0328613246079998,1.0000000612966398,2.910134841593104,1.0000124870304345,1.0088332661515438,1.0000001465800583,4.271199563288972,1.1136950765761362,1.22363183478813,1.009518984589546,1.0949060789915712,1.0000012133923055,1.0438438437290547,1.259776560937844,7.632748016100732,1.000082157093795,1.0002320487477145,4.808803757582005,1.0207179672920685,1.0139986837719532,1.3477914880809791,1.0000000973881693,1.000000001389333,1.6022721157485895,2.9408567705857633,1.272536978948135,1.000000004467722,1.00000000004033,1.0001667341129066,1.0092562300505987,1.0000069031411931,1.0000047376929448
