,Epiweek,Netau_HMM_assigned_median,Netau_HMM_assigned_95%_ci_lower,Netau_HMM_assigned_95%_ci_upper,Netau_MSD_assigned_median,Netau_MSD_assigned_95%_ci_lower,Netau_MSD_assigned_95%_ci_upper,c_median,c_95%_ci_lower,c_95%_ci_upper,c_MSD_median,c_MSD_95%_ci_lower,c_MSD_95%_ci_upper,T,frac_assigned,Netau_HMM_median,Netau_HMM_95%_ci_lower,Netau_HMM_95%_ci_upper,Netau_MSD_median,Netau_MSD_95%_ci_lower,Netau_MSD_95%_ci_upper
0,46.0,,,,,,,1.0,1.0,4.471724451659786,1.0,1.0,4.779466183321038,9,2.2,,,,,,
1,47.0,,,,,,,1.0,1.0,4.671267398851211,1.0,1.0,2.71860682233198,9,2.7222222222222223,,,,,,
2,48.0,,,,,,,4.173866493095325,1.0,20.66382540624179,3.775773304506777,1.0,9.918756618153289,9,2.3461538461538463,,,,,,
3,49.0,,,,,,,1.0,1.0,5.597082779661473,1.0,1.0,3.6119767800668496,9,2.6,,,,,,
4,50.0,338.5980792016136,97.1553078766398,1028.0643924969268,850.6809071979467,128.1343217398412,14647.78578847636,4.984715689149927,1.0,35.973268791309565,1.200545338642342,1.0,12.11379465203527,9,2.9035087719298245,116.61686111475514,33.46134470675812,354.0765581409355,292.983756557601,44.13085401311751,5044.856736816631
5,51.0,548.9477701819995,147.4701290240776,1295.5783330063373,1487.9462358430694,189.0585640968668,77154.98777416612,2.40969524965574,1.0,18.159333594274727,2.9922753444026755,1.0,11.34002421074032,9,4.145985401459854,132.40465583615128,35.56937971179337,312.4898444046975,358.88844068750086,45.60039310082879,18609.565713135136
6,52.0,189.21248185159388,1248.672593491382,1598.7239443912808,3567.630429002248,544.7244511816215,24037.72809674692,1.0,1.0,2.798556928985005,1.0,1.0,2.304803730777979,9,3.74025974025974,50.588059383933086,333.8464920098487,427.4366101323911,953.845635531851,145.63813451730852,6426.7536925330305
7,53.0,2710.4647666151486,873.5269699981795,7725.922018052147,3299.298606350737,459.99453203762926,25046.9754031204,1.0,1.0,3.909235319418843,1.0,1.0,4.339173092262154,9,3.773399014778325,718.308547810542,231.4960507958622,2047.4701953845768,874.357202466318,121.90455614052054,6637.775465840001
8,54.0,1762.369616542578,803.1206530340237,3455.4295562156144,2119.696140301236,875.0493200736227,26130.050011647927,1.0,1.0,2.270953964707835,1.0,1.0,2.5636008954961067,9,2.8525345622119818,617.8258591110491,281.5463355547385,1211.3541416781718,743.0921848875092,306.76203950884667,9160.292168865266
9,55.0,1877.7616413116064,892.4883464809373,3270.3380061954485,2558.209990448346,1321.367369531325,12578.584614579411,1.0,1.0,2.304450302439238,1.0,1.0,2.7670344043137822,9,3.38,555.550781453138,264.0498066511649,967.5556231347481,756.8668610793924,390.93709157731513,3721.474738041246
10,56.0,3151.727353745152,1225.1820719113084,6041.738278419804,5218.785971164703,1898.614881890572,38753.27601529511,1.0,1.0,2.409104645476251,1.0,1.0,2.4499381102976847,9,3.2379182156133828,973.3807785963787,378.38573747892303,1865.9329470665068,1611.7720163528188,586.369004854838,11968.577781991256
11,57.0,2715.637523760775,1268.3222784014,4868.7844134694205,3601.039626636978,1935.649083120036,16587.678572087956,1.0004244977794103,1.0,3.3212063041254734,1.0,1.0,2.9549802030188044,9,2.9367088607594938,924.7213981771604,431.8856034211663,1657.9050373451905,1226.2160797600054,659.121886062426,5648.390548254089
12,58.0,3030.2550889435324,1316.248632344556,5298.45461292136,3788.500991432493,1657.9567929705795,21893.973988217265,1.1297987231255888,1.0,2.902727730542708,1.1464110333934707,1.0,3.0318991107843907,9,3.1506493506493505,961.7874767050783,417.7705881720149,1681.7024121803165,1202.4508505371061,526.2270117837371,6949.035437315456
13,59.0,3268.2090621965085,1294.4361753886014,6318.451730567749,4080.8849953256654,2137.4420589041592,24768.36977477384,1.9086191497251657,1.0,4.143784404088294,1.892570705971076,1.0,4.130260754022166,9,3.0457317073170733,1073.0456180184733,425.00006559305433,2074.526694320542,1339.8701486154337,701.7827780986629,8132.157443569388
14,60.0,2261.4039778219258,909.4965691678584,4139.396124900282,2586.4100027665063,1339.9598405448678,16245.557542834556,1.258652758872632,1.0,2.92875811278769,1.2038920356455391,1.0,3.051876276927322,9,3.3214285714285716,680.8528105270314,273.826924050538,1246.2698010452461,778.7040868544319,403.42876919630424,4891.135604294274
15,61.0,2061.5378879364407,962.9249492611928,4069.6257769964495,2207.5710084058046,1024.6215477684784,10619.418382649936,1.1944628734221858,1.0,3.0423986428382706,1.1502968934994988,1.0,3.086901687150078,9,3.4873417721518987,591.1487954518287,276.12003989703896,1166.9707309717587,633.0239915210838,293.8116234980392,3045.132675968584
16,62.0,1559.6564894749306,636.6623691203264,2981.876873027772,1756.8336455710871,693.7289526061509,17081.615960352476,1.1145956434470334,1.0,3.045349672723509,1.0725401623943986,1.0,3.062604452658185,9,3.04,513.0448978535956,209.4284108948442,980.8805503380829,577.9058044641733,228.20031335728646,5618.952618536999
17,63.0,1293.6519229457956,456.4624370677855,2575.8319785453723,1803.3229997974413,609.5082181820204,39399.23283433538,1.9229226574761795,1.0,4.56072935099736,1.9009511062718016,1.0,4.574006497624865,9,3.461038961038961,373.7756025021623,131.88595742671475,744.2366316997886,521.0351631684915,176.10556397754436,11383.64325795056
