,17,18,19,20,23,24,25,26,27,28,29,30,31,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2459016393442623,0.13725490196078433,0.23943661971830985,0.4888888888888889,0.42857142857142855,0.423841059602649,0.5416666666666666,0.64,0.6171875,0.7412280701754386,0.85,0.6307692307692307,0.7877551020408163,0.7913043478260869,0.673469387755102,0.5952380952380952,0.5494505494505495,0.4817073170731707,0.2545454545454545,0.312,0.2109704641350211,0.14038876889848811,0.08764940239043825,0.043557168784029036,0.03275109170305677,0.016518424396442185,0.012362637362637362,0.006,0.009146341463414634,0.0,0.0,0.008902077151335312,0.0,0.0,0.0,0.0,0.01639344262295082,0.0,0.0,0.0,0.0,0.002008032128514056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
