,epiweek_start,epiweek_middle,epiweek_end,superlineage_combo,c0_MSD,c1_MSD,c2_MSD,c3_MSD,c4_MSD,c5_MSD,c6_MSD,c7_MSD,c8_MSD,Netau_MSD,c0,c1,c2,c3,c4,c5,c6,c7,c8,Netau_HMM,Netau_HMM_lower,Netau_HMM_upper,T
4025,59.0,63.0,67.0,25,3.2569760097144265,4.480109484951011,1.0,1.0,1.0,3.837224294314436,1.0,1.2838325551724223,2.4558005295890384,816.6503978819836,3.074726886726656,4.177972939690802,1.0,1.218445005864495,1.8364192222608229,4.0088703268057255,1.0,1.7142056944020432,2.599966461808962,1143.4206800144486,132.3954026033337,2380.5273315745217,9
4026,59.0,63.0,67.0,26,1.723908465993937,4.691392564457713,1.5417673612304097,1.0,1.0,2.326678723509442,1.4880748544915832,1.2679950971244003,1.0,1671.6015118018963,1.7239153004591383,4.691392908851076,1.5417815397971157,1.0,1.0,2.3266772616422466,1.488054234967945,1.2680025355298985,1.0,1505.336831492558,379.76175838675726,3250.4820375439062,9
4027,59.0,63.0,67.0,27,3.452785442899166,1.227700784260032,1.0,1.0,2.7009835270863762,1.0,1.0,2.6086192007190063,1.0,743.8813515142692,3.608857800578067,1.7994039542977813,1.0,1.0,2.834019659195066,2.3884533157421104,1.0526684025344113,2.4946937213002154,1.0,810.9217495194109,468.30731034745975,1541.0112349040346,9
4028,59.0,63.0,67.0,28,1.5671793605445503,2.5050628859781146,1.1052796823857567,1.2152529333763504,1.2553243189321808,1.0,1.0,1.67541505690371,1.0,395.47243322749745,2.1121492848375123,2.6612444153031034,1.0,1.0,2.0326911141693573,2.600908566257407,1.0,1.0,2.8890540845031976,405.57254782399417,234.2181463683566,770.7178320668146,9
4029,59.0,63.0,67.0,29,2.6729619501333586,4.761495483817996,1.2993742125169563,1.0,1.0,2.6049799887149714,1.0,5.66856499466243,1.0,1888.4549037925437,2.6048096903203897,4.702000560926781,1.6904854110004857,1.0,1.283198306672925,2.6000666348174826,1.2018378272914447,5.616391398635602,1.122739601352394,1138.1896524519882,276.5670616825916,2264.8514866291425,9
4030,59.0,63.0,67.0,30,2.5283531742870347,3.6204309463361946,2.3275950218033437,1.0,1.0,1.0,1.1549511646121022,1.0,2.093127908566163,868.329276376694,2.528406273186873,3.6204590570752897,2.327601882708126,1.0,1.0,1.0,1.155113684629306,1.0000617434840462,2.0931120281319404,647.2762227073107,81.44488912063693,1331.0711801807024,9
4031,59.0,63.0,67.0,31,2.913252522100399,1.9147239749635483,1.0,1.0,1.578205179784454,1.0,1.133399676242483,2.4090031394452773,1.0652578039129144,32926.19981090896,2.993283160762336,1.7493447458715117,1.0,1.0,1.7482995362681575,1.48671623718908,1.3350087762552454,2.2666981607307317,1.0,2392.812190346512,381.9296380745394,4761.389487995924,9
4032,59.0,63.0,67.0,32,1.1673919424279988,1.155636127804107,1.0,1.1804343817718483,1.0,1.484168893928671,1.0,1.991580552424529,1.0,373.77155201723076,1.9590218268144817,1.1824291958562712,1.0,1.2917432689703203,1.2304032388370938,1.5439550386174385,1.0,2.040443373133401,1.0,445.577614287695,262.89079242974003,865.0679921833329,9
4033,59.0,63.0,67.0,33,1.0,3.3703911724095788,1.0,1.0,1.392739652325662,1.0,1.0,3.1352523424588794,1.6756847629615121,493.05590086506993,1.0,3.5695857930583514,1.0,1.0348066015324893,2.2064682160616074,1.4026168076635754,1.178599941509827,2.626289608109929,1.592905851562827,569.5174449751751,328.8963244731636,1082.265683095453,9
4034,59.0,63.0,67.0,34,2.655142755939909,1.0,1.0,1.0,4.064032312414999,2.2864292362641065,1.0,1.5949258682415126,1.8880055060636531,5423.882074303029,2.6551529289844806,1.0,1.0,1.0,4.064079497987125,2.286606953157433,1.000093563244939,1.5949002590124073,1.8880584022437998,2449.1726840063,835.7700197811911,4754.953633948984,9
4035,59.0,63.0,67.0,35,1.6549842234505148,1.4249297316126754,1.0,1.675936578411732,1.5730969586024306,1.0,1.2432721493811516,1.4936684040908956,1.0,1125.124696240139,2.228692417910484,1.1485477681158471,1.0,2.2880573088942184,1.4703774286235656,1.4870623233287135,1.0,1.2587603748042675,1.0,832.5929470561091,491.2298387631043,1616.4400677247452,9
4036,59.0,63.0,67.0,36,1.900309503730226,3.3092046464503535,1.0,1.0,1.9225382905237012,1.0,1.0,3.0227396051822244,1.0,236.04237844608238,1.6786250772407993,2.454841703445662,1.0,1.0,2.059974042974727,1.0,1.000079615977312,1.6504206865615503,1.0,285.9039030787388,172.25710160494012,437.2680271510019,9
4037,59.0,63.0,67.0,37,3.3326955840465042,6.573360057275875,1.699201518315727,1.0,1.0,1.0,1.0,3.2097084219185357,1.0,470.81634568588817,1.5767650641262823,5.800824840398185,1.0,1.0,1.0,1.0,1.0,1.3775754803330456,1.0,405.88314363780984,229.32397615536257,754.6130839300391,9
4038,59.0,63.0,67.0,38,1.0,3.0079824986092114,1.0187918699071759,1.0320107780222292,1.0,2.9906458450323616,1.0929900156064434,3.2769631273126203,1.0,732.3547754424235,1.2922705793649762,2.97211342789024,1.0,1.0,1.0,2.8787775819771357,1.0,3.356403080225969,2.1505753503043876,581.7065798481913,303.38235472082596,1109.027157775077,9
4039,59.0,63.0,67.0,39,3.1374759450037817,2.1350996700995446,1.0,1.0,1.4174288960806893,1.0,1.0014842837394207,1.0,1.0,303.54143070634575,3.0193790158406095,2.2882850344997756,1.015956891154415,1.2796760955769815,1.9398865604926616,1.0,2.7219255547197254,1.0,1.0,382.9746887510499,225.95506636311947,743.5273551265043,9
4040,59.0,63.0,67.0,40,4.002401782390063,1.0,2.819452155042351,2.093334787117832,1.0,2.2144740587648624,1.0,2.775689421075595,2.02801646386479,8524.187078314728,4.002408673192458,1.0,2.8194401909280047,2.093370418461314,1.0003064669015682,2.2144792558641817,1.000007509790214,2.775684975208911,2.028027669985386,2786.5965597896006,1237.5767567448179,5524.665850429019,9
4041,59.0,63.0,67.0,41,1.0,1.3477819255554995,1.0,1.0,2.2612435890550127,1.6839711966483881,1.0,1.4993746608922665,1.0,283.06183117870967,1.8441968226295757,1.8187499346773295,1.0,1.0,2.8596473215957268,2.6962619148185842,1.0,1.0,1.0,378.1100423230831,223.084924970619,734.0828727665668,9
