,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115
0,1,27,253,153,98,47,255,1971,1646,843,953,144,677,432,310,502,912,982,1490,1953,2496,2175,3736,2802,4144,4952,6175,3384,7526,8762,4605,2803,1250,5082,6577,3496,5598,7052,9655,10152,15560,8048,10682,12205,11923,10582,12028,11962,13432,9564,6315,5571,5477,5337,5381,5528,6946,10081,16125,16562,12772,16560,20081,18670,14011,21306,23534,22795,20365,24775,25434,25100,22980,25183,24630,26333,25050,21538,27969,27737,31523,37372,36984,40070,45341,44848,50338,33070,39070,47912,44098,48811,44730,56276,51518,49391,37032,24244,3
