,lineage,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,17.0,18.0,19.0,20.0,21.0,22.0,23.0,24.0,25.0,26.0,27.0,28.0,29.0,30.0,31.0,32.0,33.0,34.0,35.0,36.0,37.0,38.0,39.0,40.0,41.0,42.0,43.0,44.0,45.0,46.0,47.0,48.0,49.0
21,21,21.0,66.0,38.0,86.0,96.0,106.0,110.0,91.0,119.0,182.0,214.0,251.0,159.0,315.0,270.0,192.0,174.0,254.0,291.0,290.0,268.0,309.0,283.0,391.0,442.0,361.0,395.0,333.0,312.0,246.0,193.0,409.0,356.0,394.0,306.0,353.0,419.0,544.0,469.0,579.0,589.0,548.0,471.0,556.0,395.0,723.0,485.0,722.0,416.0,468.0
22,22,2.0,14.0,6.0,11.0,4.0,11.0,13.0,9.0,8.0,19.0,23.0,14.0,12.0,24.0,13.0,24.0,18.0,35.0,47.0,58.0,60.0,54.0,64.0,62.0,50.0,37.0,55.0,57.0,58.0,33.0,33.0,32.0,32.0,25.0,22.0,36.0,46.0,62.0,76.0,93.0,94.0,65.0,34.0,65.0,34.0,44.0,42.0,52.0,46.0,64.0
23,23,1.0,0.0,2.0,8.0,7.0,7.0,8.0,5.0,32.0,3.0,11.0,14.0,1.0,11.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,24,140.0,289.0,199.0,468.0,473.0,515.0,482.0,443.0,722.0,712.0,937.0,960.0,752.0,1441.0,1414.0,925.0,935.0,1361.0,1594.0,1525.0,1048.0,1233.0,1394.0,1780.0,2002.0,1610.0,2146.0,2535.0,2156.0,1980.0,1671.0,2562.0,2201.0,2359.0,2005.0,2188.0,2220.0,2619.0,2353.0,2886.0,3038.0,2187.0,2016.0,2859.0,1944.0,2886.0,2588.0,3756.0,2736.0,3082.0
25,25,3.0,18.0,7.0,10.0,20.0,12.0,18.0,19.0,28.0,29.0,56.0,63.0,37.0,61.0,66.0,55.0,41.0,60.0,79.0,35.0,30.0,39.0,30.0,35.0,55.0,49.0,45.0,81.0,52.0,31.0,29.0,60.0,38.0,62.0,48.0,38.0,23.0,46.0,108.0,77.0,144.0,69.0,89.0,164.0,121.0,113.0,97.0,159.0,93.0,58.0
26,26,2.0,7.0,1.0,10.0,10.0,6.0,7.0,8.0,2.0,1.0,11.0,10.0,13.0,9.0,18.0,9.0,5.0,3.0,4.0,3.0,4.0,7.0,11.0,16.0,9.0,22.0,12.0,24.0,25.0,39.0,25.0,23.0,23.0,24.0,21.0,37.0,28.0,29.0,18.0,38.0,60.0,68.0,69.0,73.0,26.0,34.0,14.0,42.0,38.0,35.0
27,27,4.0,11.0,6.0,11.0,10.0,13.0,5.0,9.0,27.0,16.0,32.0,29.0,16.0,30.0,33.0,23.0,24.0,13.0,25.0,18.0,16.0,16.0,16.0,18.0,23.0,24.0,36.0,38.0,34.0,38.0,19.0,35.0,23.0,17.0,24.0,50.0,39.0,40.0,18.0,34.0,34.0,16.0,40.0,63.0,53.0,119.0,84.0,127.0,73.0,78.0
28,28,3.0,4.0,5.0,11.0,7.0,13.0,6.0,5.0,6.0,15.0,26.0,18.0,18.0,34.0,41.0,19.0,20.0,34.0,56.0,31.0,30.0,11.0,24.0,31.0,51.0,53.0,42.0,63.0,44.0,25.0,18.0,26.0,36.0,42.0,41.0,35.0,76.0,83.0,48.0,103.0,104.0,95.0,72.0,145.0,109.0,94.0,110.0,102.0,64.0,89.0
29,29,14.0,33.0,40.0,65.0,64.0,76.0,93.0,72.0,56.0,117.0,142.0,173.0,135.0,222.0,189.0,148.0,143.0,240.0,297.0,280.0,211.0,281.0,221.0,387.0,361.0,267.0,309.0,443.0,299.0,326.0,253.0,389.0,346.0,344.0,301.0,282.0,314.0,444.0,364.0,412.0,386.0,351.0,240.0,319.0,206.0,439.0,243.0,405.0,237.0,278.0
30,31,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,33,0.0,1.0,1.0,5.0,1.0,3.0,2.0,5.0,18.0,17.0,26.0,27.0,14.0,21.0,22.0,26.0,13.0,20.0,31.0,47.0,22.0,45.0,62.0,45.0,54.0,30.0,26.0,52.0,54.0,47.0,39.0,71.0,73.0,84.0,71.0,101.0,119.0,126.0,158.0,198.0,229.0,160.0,145.0,131.0,115.0,140.0,100.0,140.0,95.0,108.0
32,36,1.0,8.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,37,1.0,3.0,3.0,8.0,6.0,12.0,14.0,5.0,19.0,10.0,14.0,15.0,15.0,12.0,6.0,3.0,1.0,17.0,15.0,9.0,2.0,6.0,0.0,3.0,9.0,7.0,39.0,54.0,44.0,26.0,15.0,28.0,14.0,6.0,16.0,26.0,23.0,31.0,30.0,6.0,12.0,20.0,28.0,24.0,32.0,35.0,23.0,18.0,17.0,14.0
34,39,0.0,3.0,0.0,1.0,3.0,1.0,3.0,4.0,0.0,10.0,3.0,4.0,3.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,40,0.0,0.0,0.0,4.0,3.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,41,1.0,0.0,1.0,5.0,2.0,11.0,12.0,6.0,16.0,19.0,25.0,16.0,25.0,36.0,22.0,23.0,21.0,14.0,17.0,22.0,30.0,40.0,33.0,44.0,60.0,56.0,49.0,45.0,41.0,31.0,17.0,31.0,30.0,27.0,32.0,25.0,30.0,24.0,7.0,18.0,13.0,12.0,3.0,7.0,3.0,10.0,7.0,2.0,1.0,1.0
37,42,0.0,1.0,2.0,3.0,0.0,6.0,0.0,0.0,5.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,44,0.0,0.0,0.0,0.0,2.0,0.0,10.0,3.0,1.0,5.0,15.0,7.0,4.0,11.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,46,3.0,5.0,4.0,8.0,12.0,7.0,5.0,7.0,2.0,20.0,33.0,41.0,29.0,48.0,41.0,51.0,42.0,68.0,82.0,82.0,56.0,57.0,41.0,71.0,74.0,51.0,30.0,54.0,58.0,39.0,49.0,47.0,56.0,52.0,53.0,43.0,60.0,57.0,30.0,32.0,33.0,14.0,12.0,11.0,7.0,0.0,1.0,0.0,0.0,0.0
40,47,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,49,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,50,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,51,0.0,0.0,1.0,1.0,3.0,2.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,53,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,54,0.0,0.0,0.0,4.0,4.0,2.0,1.0,6.0,2.0,13.0,6.0,3.0,8.0,7.0,12.0,3.0,9.0,12.0,16.0,2.0,0.0,9.0,8.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,55,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,56,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,57,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,59,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,60,0.0,2.0,1.0,7.0,3.0,7.0,5.0,6.0,20.0,12.0,22.0,7.0,9.0,27.0,14.0,16.0,14.0,20.0,29.0,7.0,8.0,10.0,7.0,9.0,4.0,2.0,3.0,10.0,14.0,3.0,4.0,5.0,3.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,62,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,64,0.0,0.0,1.0,2.0,1.0,3.0,1.0,0.0,0.0,2.0,1.0,0.0,2.0,2.0,9.0,16.0,5.0,19.0,17.0,13.0,10.0,17.0,21.0,17.0,23.0,30.0,36.0,25.0,12.0,16.0,11.0,41.0,21.0,29.0,39.0,35.0,34.0,45.0,40.0,61.0,44.0,48.0,35.0,49.0,55.0,109.0,92.0,150.0,113.0,85.0
53,65,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,67,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,70,0.0,0.0,4.0,1.0,2.0,1.0,3.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,72,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,73,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,74,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,75,0.0,3.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,76,0.0,1.0,4.0,2.0,1.0,6.0,4.0,3.0,3.0,11.0,9.0,9.0,4.0,14.0,19.0,10.0,9.0,11.0,11.0,6.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,77,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,84,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,87,1.0,0.0,0.0,0.0,0.0,1.0,6.0,1.0,5.0,1.0,0.0,0.0,1.0,3.0,2.0,1.0,0.0,3.0,2.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,88,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
