,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,17.0,18.0,19.0,20.0,21.0,22.0,23.0,24.0,25.0,26.0,27.0,28.0,29.0,30.0,31.0,32.0,33.0,34.0,35.0,36.0,37.0,38.0,39.0,40.0,41.0,42.0,43.0,44.0,45.0,46.0,47.0,48.0,49.0
0,470.0,1124.0,775.0,1852.0,2099.0,2219.0,2295.0,2009.0,2947.0,3628.0,4721.0,5263.0,4077.0,7656.0,7447.0,5576.0,5290.0,7665.0,9674.0,9117.0,6942.0,8414.0,8444.0,10842.0,12314.0,9967.0,12620.0,14335.0,12570.0,11051.0,9137.0,14442.0,13085.0,13925.0,12077.0,13425.0,14766.0,17209.0,15660.0,20166.0,20782.0,15869.0,13810.0,18731.0,13319.0,22790.0,17635.0,25814.0,17511.0,19337.0
