,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
0,1.000087765344508,1.7727137035931952,1.0672747435010557,1.0000062157577354,1.0001307177349497,1.0399569646205453,1.0049090719188492,1.0040833242776734,6.60782555122564,1.0022132056671034,1.0008208688639237,2.608366715342328,1.0004198346592894,1.0096730281106006,1.0000000697999536,1.0000110478736777,1.1824600757122627,1.1189870752017608,1.0202837640082325,2.220656961916249,2.625604386547444,1.8953409449725034,1.211596841934694,1.0223323304308716,1.00000004230776,1.235779925773199,2.7232811139399447,1.0019346581780946,1.0603945235408518,1.0030232496442035,1.0000030323575355,1.070670246774365,1.0000000000000988,1.0000000381539629,1.012970788776659,1.0166572811793395,1.4021488453971644,1.0843088917058308,6.197330480322748,1.2032125875537267,1.0000000000388176,3.491019216115823,1.0000000000000029,1.0000000000000004,1.00000008806281,10.654466880957825,1.0004224429525508,1.0021230954680183,1.0225562018121799,1.000000918929526
