,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
0,500.0371178597693,500.09889891314936,500.25317937995544,500.6227207906192,501.4715892955447,503.34124325644865,507.2888294962256,515.2769166002332,530.7639321655204,559.5218201299128,610.6467805412292,697.619402285405,839.1162504226248,1059.108175311853,1385.66871530924,1847.9537357148083,2471.091975006057,3269.2809210639957,4238.138241950422,5348.103954101396,6541.109524674421,7732.521215460761,8819.37965382354,9694.336449836026,10262.882463670008,10460.105771959858,10262.882463670008,9694.336449836026,8819.37965382354,7732.521215460761,6541.109524674421,5348.103954101396,4238.138241950422,3269.2809210639957,2471.091975006057,1847.9537357148083,1385.66871530924,1059.108175311853,839.1162504226248,697.619402285405,610.6467805412292,559.5218201299128,530.7639321655204,515.2769166002332,507.2888294962256,503.34124325644865,501.4715892955447,500.6227207906192,500.25317937995544,500.09889891314936
