,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,17.0,18.0,19.0,20.0,21.0,22.0,23.0,24.0,25.0,26.0,27.0,28.0,29.0,30.0,31.0,32.0,33.0,34.0,35.0,36.0,37.0,38.0,39.0,40.0,41.0,42.0,43.0,44.0,45.0,46.0,47.0,48.0,49.0
0,510.0,1032.0,826.0,1864.0,2139.0,2130.0,2313.0,1927.0,2813.0,3776.0,4760.0,5335.0,4091.0,7629.0,7265.0,5534.0,5326.0,7590.0,9737.0,9064.0,7193.0,8516.0,8296.0,10779.0,12294.0,9926.0,12579.0,14107.0,12338.0,11111.0,9169.0,14449.0,12991.0,14013.0,12112.0,13311.0,14762.0,16942.0,16491.0,20754.0,20935.0,16353.0,14033.0,18438.0,13105.0,21955.0,17644.0,25647.0,17279.0,19510.0
