,lineage,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,17.0,18.0,19.0,20.0,21.0,22.0,23.0,24.0,25.0,26.0,27.0,28.0,29.0,30.0,31.0,32.0,33.0,34.0,35.0,36.0,37.0,38.0,39.0,40.0,41.0,42.0,43.0,44.0,45.0,46.0,47.0,48.0,49.0
0,0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,28.0,44.0,62.0,92.0,119.0,135.0,141.0,142.0,271.0,429.0,465.0,604.0,396.0,765.0,710.0,452.0,493.0,653.0,876.0,860.0,666.0,737.0,685.0,894.0,1043.0,799.0,996.0,1256.0,1064.0,943.0,775.0,1210.0,1136.0,1265.0,987.0,965.0,1032.0,1299.0,1219.0,1982.0,2000.0,1281.0,1230.0,1630.0,1154.0,2184.0,1001.0,1899.0,1144.0,1405.0
2,2,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,3,2.0,6.0,9.0,8.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,4,17.0,8.0,21.0,27.0,28.0,72.0,55.0,54.0,90.0,148.0,147.0,99.0,64.0,93.0,33.0,20.0,14.0,18.0,5.0,1.0,7.0,4.0,7.0,12.0,6.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,5,9.0,17.0,12.0,40.0,17.0,25.0,18.0,18.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,7,2.0,10.0,2.0,7.0,8.0,7.0,12.0,14.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,8,75.0,178.0,153.0,343.0,430.0,366.0,497.0,408.0,420.0,582.0,689.0,691.0,423.0,783.0,653.0,527.0,426.0,616.0,957.0,902.0,681.0,785.0,713.0,966.0,1095.0,887.0,986.0,1126.0,943.0,790.0,581.0,849.0,769.0,828.0,641.0,686.0,691.0,837.0,911.0,886.0,1272.0,1009.0,882.0,1203.0,663.0,1176.0,926.0,1559.0,981.0,962.0
8,10,9.0,18.0,6.0,8.0,6.0,8.0,10.0,6.0,50.0,40.0,77.0,43.0,25.0,18.0,15.0,6.0,4.0,19.0,37.0,37.0,19.0,25.0,17.0,32.0,34.0,62.0,81.0,56.0,47.0,62.0,51.0,68.0,105.0,75.0,66.0,96.0,89.0,156.0,198.0,180.0,129.0,104.0,116.0,156.0,65.0,82.0,77.0,132.0,114.0,94.0
