,17,18,19,20,21,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57
0,1,7,28,10,5,12,45,14,9,17,5,25,37,54,27,55,143,151,203,169,127,255,374,375,186,445,230,305,397,160,181,34,158,111,94,83,82,94,37,5
